#Constrained by relation between 12+log(O/H), log(U) and log(N/O)
12+log(O/H)     	 log(N/O)        	 log(U)          	 HI_4m           	 HI_7m           	 SIV_10m         	 HI_12m          	 NeII_12m        	 NeV_14m         	 NeIII_15m       	 SIII_19m        	 NeV_24m         	 OIV_26m         	 SIII_33m        	 OIII_52m        	 NIII_57m        	 OIII_88m        	 NII_122m        	 NII_205m       
7.4000000 	 -1.6250000 	 -2.5000000 	 0.0605000 	 0.0180000 	 0.0498000 	 0.0066000 	 0.0027000 	 0.0000000 	 0.0588000 	 0.0546000 	 0.0000000 	 0.0000000 	 0.0757000 	 0.1915000 	 0.0083000 	 0.2337000 	 0.0000000 	 0.0000000
7.4000000 	 -1.7500000 	 -2.5000000 	 0.0605000 	 0.0180000 	 0.0498000 	 0.0066000 	 0.0027000 	 0.0000000 	 0.0588000 	 0.0546000 	 0.0000000 	 0.0000000 	 0.0757000 	 0.1915000 	 0.0062000 	 0.2337000 	 0.0000000 	 0.0000000
7.5000000 	 -1.5000000 	 -2.0000000 	 0.0591000 	 0.0175000 	 0.1570000 	 0.0064000 	 0.0015000 	 0.0000000 	 0.0804000 	 0.0605000 	 0.0000000 	 0.0000000 	 0.0821000 	 0.2896000 	 0.0141000 	 0.3473000 	 0.0000000 	 0.0000000
7.5000000 	 -1.6250000 	 -2.0000000 	 0.0591000 	 0.0175000 	 0.1570000 	 0.0064000 	 0.0015000 	 0.0000000 	 0.0804000 	 0.0605000 	 0.0000000 	 0.0000000 	 0.0821000 	 0.2898000 	 0.0106000 	 0.3475000 	 0.0000000 	 0.0000000
7.5000000 	 -1.7500000 	 -2.0000000 	 0.0591000 	 0.0175000 	 0.1570000 	 0.0064000 	 0.0015000 	 0.0000000 	 0.0805000 	 0.0605000 	 0.0000000 	 0.0000000 	 0.0822000 	 0.2900000 	 0.0079000 	 0.3476000 	 0.0000000 	 0.0000000
7.5000000 	 -1.5000000 	 -2.2500000 	 0.0599000 	 0.0178000 	 0.1040000 	 0.0065000 	 0.0022000 	 0.0000000 	 0.0773000 	 0.0663000 	 0.0000000 	 0.0000000 	 0.0910000 	 0.2679000 	 0.0144000 	 0.3242000 	 0.0000000 	 0.0000000
7.5000000 	 -1.6250000 	 -2.2500000 	 0.0599000 	 0.0178000 	 0.1041000 	 0.0065000 	 0.0022000 	 0.0000000 	 0.0774000 	 0.0663000 	 0.0000000 	 0.0000000 	 0.0911000 	 0.2681000 	 0.0108000 	 0.3243000 	 0.0000000 	 0.0000000
7.5000000 	 -1.7500000 	 -2.2500000 	 0.0599000 	 0.0178000 	 0.1041000 	 0.0065000 	 0.0022000 	 0.0000000 	 0.0774000 	 0.0664000 	 0.0000000 	 0.0000000 	 0.0911000 	 0.2681000 	 0.0081000 	 0.3244000 	 0.0000000 	 0.0000000
7.5000000 	 -1.5000000 	 -2.5000000 	 0.0607000 	 0.0181000 	 0.0608000 	 0.0066000 	 0.0035000 	 0.0000000 	 0.0737000 	 0.0689000 	 0.0000000 	 0.0000000 	 0.0957000 	 0.2399000 	 0.0139000 	 0.2924000 	 0.0000000 	 0.0000000
7.5000000 	 -1.6250000 	 -2.5000000 	 0.0607000 	 0.0181000 	 0.0608000 	 0.0066000 	 0.0035000 	 0.0000000 	 0.0737000 	 0.0690000 	 0.0000000 	 0.0000000 	 0.0958000 	 0.2400000 	 0.0104000 	 0.2925000 	 0.0000000 	 0.0000000
