#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, f_abs: 0.01 - 1.0
# SED: BPASS v.2.1 (Eldridge et al 2017), alpha(IMF) = -1.35, M_up = 300, age = 4 Myr, Z_* = Z_g
# Spherical geometry
#
12+log(O/H) f_abs log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135 NII_6584
8.3 0.501 -2.51 0.4686 4.6850 0.0862 0.2561 0.0217 0.0556 0.0157 0.0000 0.0024 0.0952 0.0553
8.3 0.210 -2.33 0.2877 5.0350 0.0530 0.2472 0.0210 0.0540 0.0153 0.0000 0.0037 0.0920 0.0307
8.3 0.101 -2.23 0.2405 5.2661 0.0421 0.2405 0.0202 0.0521 0.0148 0.0000 0.0046 0.0902 0.0240
8.3 0.058 -2.17 0.2170 5.2465 0.0365 0.2295 0.0190 0.0490 0.0139 0.0000 0.0049 0.0866 0.0209
8.3 0.025 -2.11 0.1884 4.9416 0.0307 0.2083 0.0169 0.0436 0.0123 0.0000 0.0049 0.0790 0.0175
8.3 0.014 -2.09 0.1542 4.1837 0.0247 0.1731 0.0139 0.0357 0.0101 0.0010 0.0043 0.0658 0.0141
8.3 1.000 -2.44 1.6591 5.1060 0.2747 0.2770 0.0222 0.0571 0.0161 0.0000 0.0034 0.1120 0.2199
8.3 0.801 -2.37 0.6747 5.6287 0.0970 0.2726 0.0217 0.0556 0.0157 0.0000 0.0042 0.1038 0.0738
8.3 0.521 -2.25 0.2708 5.5089 0.0478 0.2438 0.0216 0.0553 0.0156 0.0000 0.0057 0.0918 0.0291
8.3 0.217 -2.02 0.1373 5.8394 0.0217 0.2136 0.0209 0.0536 0.0152 0.0000 0.0091 0.0815 0.0131
8.3 0.099 -1.85 0.0976 6.1183 0.0130 0.1895 0.0199 0.0511 0.0145 0.0000 0.0119 0.0734 0.0084
8.3 0.053 -1.74 0.0809 6.2159 0.0097 0.1730 0.0189 0.0485 0.0137 0.0000 0.0136 0.0677 0.0066
8.3 0.021 -1.63 0.0628 5.7588 0.0067 0.1436 0.0162 0.0417 0.0117 0.0000 0.0139 0.0568 0.0048
8.3 0.013 -1.58 0.0498 4.8948 0.0050 0.1164 0.0133 0.0342 0.0096 0.0016 0.0123 0.0463 0.0037
8.3 1.000 -2.19 1.3952 6.2049 0.2259 0.2773 0.0221 0.0569 0.0160 0.0000 0.0064 0.1126 0.1761
8.3 0.808 -2.12 0.4753 6.6497 0.0669 0.2655 0.0216 0.0554 0.0156 0.0000 0.0078 0.1025 0.0471
8.3 0.512 -1.98 0.1681 6.3274 0.0272 0.2201 0.0214 0.0549 0.0155 0.0000 0.0106 0.0846 0.0164
8.3 0.202 -1.72 0.0743 6.6790 0.0090 0.1665 0.0205 0.0528 0.0149 0.0000 0.0168 0.0654 0.0062
8.3 0.108 -1.56 0.0517 7.0200 0.0048 0.1371 0.0197 0.0505 0.0142 0.0000 0.0211 0.0548 0.0038
8.3 0.052 -1.39 0.0366 7.1761 0.0025 0.1076 0.0182 0.0468 0.0131 0.0000 0.0246 0.0438 0.0023
8.3 0.020 -1.20 0.0250 6.8122 0.0000 0.0782 0.0157 0.0403 0.0113 0.0013 0.0258 0.0324 0.0014
8.3 0.013 -1.11 0.0186 5.7995 0.0000 0.0587 0.0128 0.0328 0.0092 0.0024 0.0228 0.0245 0.0000
8.3 1.000 -1.99 1.2320 7.0999 0.1998 0.2743 0.0221 0.0567 0.0160 0.0000 0.0093 0.1123 0.1512
8.3 0.751 -1.90 0.2797 7.3772 0.0408 0.2455 0.0215 0.0552 0.0155 0.0000 0.0119 0.0959 0.0257
8.3 0.466 -1.75 0.1104 7.0163 0.0158 0.1924 0.0212 0.0543 0.0153 0.0000 0.0159 0.0753 0.0098
8.3 0.200 -1.51 0.0510 7.3647 0.0049 0.1342 0.0202 0.0520 0.0146 0.0000 0.0232 0.0538 0.0038
8.3 0.096 -1.30 0.0309 7.6994 0.0011 0.0946 0.0189 0.0487 0.0137 0.0000 0.0288 0.0389 0.0019
8.3 0.051 -1.14 0.0215 7.8534 0.0000 0.0698 0.0177 0.0454 0.0127 0.0000 0.0322 0.0293 0.0011
8.3 0.020 -0.91 0.0130 7.4404 0.0000 0.0433 0.0151 0.0388 0.0108 0.0019 0.0332 0.0187 0.0000
8.3 0.013 -0.80 0.0110 7.5476 0.0000 0.0365 0.0147 0.0376 0.0104 0.0035 0.0345 0.0160 0.0000
8.3 1.000 -1.68 1.0312 8.5705 0.1717 0.2653 0.0219 0.0565 0.0159 0.0000 0.0149 0.1104 0.1232
8.3 0.820 -1.62 0.2757 8.9347 0.0364 0.2415 0.0214 0.0549 0.0154 0.0000 0.0179 0.0968 0.0230
8.3 0.530 -1.48 0.0911 8.3571 0.0113 0.1759 0.0211 0.0542 0.0152 0.0000 0.0231 0.0704 0.0072
8.3 0.216 -1.21 0.0337 8.4476 0.0023 0.0991 0.0199 0.0511 0.0143 0.0000 0.0321 0.0407 0.0021
8.3 0.108 -1.00 0.0189 8.6736 0.0000 0.0613 0.0185 0.0476 0.0133 0.0000 0.0375 0.0260 0.0000
8.3 0.056 -0.81 0.0111 8.6348 0.0000 0.0370 0.0169 0.0434 0.0121 0.0012 0.0402 0.0163 0.0000
8.3 0.022 -0.55 0.0061 8.5058 0.0000 0.0192 0.0151 0.0387 0.0107 0.0029 0.0419 0.0091 0.0000
8.3 0.013 -0.39 0.0045 8.6799 0.0000 0.0133 0.0146 0.0373 0.0103 0.0057 0.0436 0.0067 0.0000
8.3 1.000 -1.43 0.9044 9.8258 0.1560 0.2546 0.0219 0.0563 0.0158 0.0000 0.0206 0.1074 0.1069
8.3 0.830 -1.37 0.2302 10.2301 0.0294 0.2280 0.0213 0.0546 0.0153 0.0000 0.0244 0.0930 0.0179
8.3 0.528 -1.23 0.0697 9.5239 0.0072 0.1517 0.0209 0.0536 0.0150 0.0000 0.0309 0.0617 0.0048
8.3 0.204 -0.94 0.0226 9.4559 0.0000 0.0705 0.0194 0.0498 0.0139 0.0000 0.0404 0.0296 0.0011
8.3 0.104 -0.74 0.0120 9.4200 0.0000 0.0390 0.0179 0.0460 0.0128 0.0010 0.0441 0.0171 0.0000
8.3 0.052 -0.52 0.0063 9.1394 0.0000 0.0200 0.0161 0.0412 0.0114 0.0020 0.0451 0.0094 0.0000
8.3 0.021 -0.27 0.0035 9.4991 0.0000 0.0100 0.0154 0.0393 0.0107 0.0047 0.0484 0.0053 0.0000
8.3 0.013 -0.11 0.0025 9.9523 0.0000 0.0064 0.0153 0.0391 0.0106 0.0089 0.0514 0.0038 0.0000
8.6 1.000 -3.99 0.7308 0.0123 0.8945 0.0482 0.0218 0.0568 0.0162 0.0000 0.0000 0.0327 0.7164
8.6 0.849 -3.99 0.6400 0.0138 0.6918 0.0478 0.0202 0.0528 0.0150 0.0000 0.0000 0.0287 0.6373
8.6 0.516 -3.98 0.4927 0.0170 0.5411 0.0463 0.0198 0.0517 0.0147 0.0000 0.0000 0.0251 0.5335
8.6 0.244 -3.97 0.5602 0.0218 0.5563 0.0508 0.0194 0.0507 0.0145 0.0000 0.0000 0.0270 0.5660
8.6 0.126 -3.97 0.6597 0.0254 0.5969 0.0549 0.0188 0.0492 0.0140 0.0000 0.0000 0.0294 0.6168
8.6 0.082 -3.97 0.7985 0.0302 0.6968 0.0641 0.0208 0.0540 0.0154 0.0000 0.0000 0.0345 0.7236
8.6 0.049 -3.97 0.7495 0.0278 0.6191 0.0570 0.0174 0.0454 0.0130 0.0000 0.0000 0.0309 0.6480
8.6 0.016 -3.97 0.6862 0.0256 0.5515 0.0511 0.0149 0.0388 0.0110 0.0000 0.0000 0.0277 0.5803
8.6 1.000 -3.72 1.1448 0.0567 0.9209 0.0854 0.0223 0.0580 0.0165 0.0000 0.0000 0.0453 0.8993
8.6 0.815 -3.71 0.9480 0.0652 0.6684 0.0861 0.0211 0.0547 0.0156 0.0000 0.0000 0.0397 0.7692
8.6 0.556 -3.70 0.8071 0.0787 0.5623 0.0864 0.0208 0.0542 0.0154 0.0000 0.0000 0.0370 0.6842
8.6 0.256 -3.69 0.9192 0.1046 0.5700 0.0959 0.0204 0.0530 0.0151 0.0000 0.0000 0.0401 0.7209
8.6 0.127 -3.68 1.0805 0.1234 0.6056 0.1037 0.0197 0.0512 0.0146 0.0000 0.0000 0.0436 0.7802
8.6 0.081 -3.68 1.3034 0.1472 0.7042 0.1208 0.0217 0.0563 0.0160 0.0000 0.0000 0.0509 0.9126
8.6 0.049 -3.68 1.2038 0.1340 0.6171 0.1063 0.0181 0.0471 0.0134 0.0000 0.0000 0.0450 0.8068
8.6 0.017 -3.68 1.0939 0.1227 0.5459 0.0948 0.0155 0.0401 0.0113 0.0000 0.0000 0.0401 0.7179
8.6 1.000 -3.47 1.6629 0.2392 0.8763 0.1429 0.0225 0.0583 0.0166 0.0000 0.0000 0.0607 1.0468
8.6 0.823 -3.45 1.4246 0.2784 0.6330 0.1481 0.0216 0.0560 0.0159 0.0000 0.0000 0.0557 0.9049
8.6 0.550 -3.42 1.2204 0.3438 0.5213 0.1506 0.0214 0.0554 0.0158 0.0000 0.0000 0.0530 0.7864
8.6 0.218 -3.39 1.3619 0.4652 0.5117 0.1664 0.0208 0.0539 0.0153 0.0000 0.0000 0.0574 0.7928
8.6 0.133 -3.39 1.4740 0.5103 0.5213 0.1726 0.0202 0.0523 0.0149 0.0000 0.0000 0.0596 0.8152
8.6 0.080 -3.38 1.7612 0.6085 0.6003 0.2000 0.0222 0.0574 0.0163 0.0000 0.0000 0.0693 0.9443
8.6 0.048 -3.38 1.5828 0.5444 0.5155 0.1730 0.0184 0.0478 0.0136 0.0000 0.0000 0.0601 0.8170
8.6 0.017 -3.38 1.4139 0.4934 0.4507 0.1530 0.0157 0.0406 0.0115 0.0000 0.0000 0.0531 0.7167
8.6 1.000 -3.19 1.9863 0.7855 0.7206 0.2123 0.0225 0.0583 0.0166 0.0000 0.0000 0.0755 1.0028
8.6 0.808 -3.16 1.5756 0.9303 0.4654 0.2196 0.0218 0.0565 0.0160 0.0000 0.0000 0.0698 0.7859
8.6 0.518 -3.11 1.1764 1.1101 0.3523 0.2175 0.0217 0.0560 0.0159 0.0000 0.0000 0.0654 0.5819
8.6 0.206 -3.06 1.1303 1.3704 0.3177 0.2288 0.0210 0.0544 0.0155 0.0000 0.0000 0.0677 0.5045
8.6 0.112 -3.04 1.1682 1.4793 0.3125 0.2330 0.0202 0.0524 0.0149 0.0000 0.0000 0.0691 0.4935
8.6 0.075 -3.03 1.1858 1.5192 0.3088 0.2331 0.0196 0.0508 0.0145 0.0000 0.0000 0.0692 0.4875
8.6 0.025 -3.02 1.1516 1.4821 0.2847 0.2178 0.0173 0.0447 0.0127 0.0000 0.0000 0.0650 0.4510
8.6 0.031 -3.02 1.1516 1.4821 0.2847 0.2178 0.0173 0.0447 0.0127 0.0000 0.0000 0.0650 0.4510
8.6 1.000 -2.92 1.8736 1.6378 0.5248 0.2655 0.0225 0.0583 0.0166 0.0000 0.0000 0.0845 0.7841
8.6 0.789 -2.86 1.1512 1.9193 0.2693 0.2662 0.0220 0.0569 0.0162 0.0000 0.0000 0.0763 0.4632
8.6 0.510 -2.78 0.6566 2.0501 0.1792 0.2524 0.0219 0.0565 0.0160 0.0000 0.0000 0.0694 0.2626
8.6 0.222 -2.69 0.5356 2.3401 0.1458 0.2585 0.0213 0.0550 0.0156 0.0000 0.0000 0.0706 0.1928
8.6 0.121 -2.65 0.5469 2.6082 0.1440 0.2738 0.0215 0.0555 0.0158 0.0000 0.0000 0.0751 0.1858
8.6 0.066 -2.62 0.5187 2.5975 0.1318 0.2617 0.0197 0.0509 0.0145 0.0000 0.0000 0.0721 0.1681
8.6 0.021 -2.59 0.4614 2.3831 0.1125 0.2302 0.0165 0.0429 0.0122 0.0000 0.0000 0.0638 0.1426
8.6 0.015 -2.59 0.4125 2.1399 0.0995 0.2046 0.0144 0.0374 0.0106 0.0000 0.0000 0.0568 0.1260
8.6 1.000 -2.65 1.6443 2.5782 0.3827 0.3010 0.0225 0.0583 0.0165 0.0000 0.0000 0.0916 0.5911
8.6 0.782 -2.57 0.7041 2.8707 0.1494 0.2902 0.0221 0.0571 0.0162 0.0000 0.0000 0.0808 0.2363
8.6 0.506 -2.47 0.3176 2.8071 0.0849 0.2661 0.0219 0.0567 0.0161 0.0000 0.0000 0.0724 0.1076
8.6 0.197 -2.29 0.2075 3.1004 0.0545 0.2628 0.0212 0.0549 0.0156 0.0000 0.0000 0.0726 0.0626
8.6 0.123 -2.22 0.1961 3.2968 0.0492 0.2648 0.0206 0.0532 0.0151 0.0000 0.0000 0.0740 0.0559
8.6 0.060 -2.16 0.1857 3.4896 0.0444 0.2655 0.0199 0.0515 0.0146 0.0000 0.0011 0.0752 0.0501
8.6 0.024 -2.11 0.1673 3.3738 0.0384 0.2461 0.0178 0.0460 0.0130 0.0000 0.0011 0.0705 0.0433
8.6 0.015 -2.09 0.1551 3.1988 0.0350 0.2292 0.0163 0.0419 0.0118 0.0000 0.0011 0.0660 0.0395
8.6 1.000 -2.39 1.4623 3.5121 0.3002 0.3216 0.0225 0.0581 0.0164 0.0000 0.0000 0.0981 0.4678
8.6 0.776 -2.31 0.4418 3.6782 0.0901 0.2966 0.0220 0.0569 0.0161 0.0000 0.0010 0.0844 0.1289
8.6 0.494 -2.18 0.1770 3.4479 0.0441 0.2614 0.0218 0.0564 0.0160 0.0000 0.0014 0.0746 0.0530
8.6 0.199 -1.96 0.0983 3.7449 0.0219 0.2396 0.0211 0.0546 0.0155 0.0000 0.0023 0.0721 0.0265
8.6 0.100 -1.82 0.0793 4.0210 0.0155 0.2272 0.0203 0.0524 0.0149 0.0000 0.0031 0.0713 0.0197
8.6 0.050 -1.71 0.0681 4.1663 0.0119 0.2124 0.0191 0.0494 0.0140 0.0000 0.0037 0.0690 0.0159
8.6 0.023 -1.63 0.0615 4.2149 0.0099 0.1993 0.0178 0.0460 0.0130 0.0000 0.0041 0.0664 0.0137
8.6 0.016 -1.59 0.0568 4.0931 0.0088 0.1870 0.0167 0.0429 0.0121 0.0000 0.0041 0.0630 0.0124
8.6 1.000 -2.14 1.3155 4.5333 0.2498 0.3342 0.0224 0.0580 0.0164 0.0000 0.0018 0.1042 0.3838
8.6 0.784 -2.06 0.3246 4.5473 0.0623 0.2984 0.0219 0.0567 0.0160 0.0000 0.0023 0.0887 0.0836
8.6 0.499 -1.92 0.1183 4.1365 0.0263 0.2470 0.0217 0.0560 0.0159 0.0000 0.0031 0.0755 0.0318
8.6 0.204 -1.67 0.0571 4.4221 0.0101 0.2002 0.0208 0.0537 0.0152 0.0000 0.0052 0.0672 0.0139
8.6 0.106 -1.51 0.0423 4.8106 0.0058 0.1746 0.0200 0.0516 0.0146 0.0000 0.0071 0.0630 0.0094
8.6 0.049 -1.33 0.0321 5.1331 0.0033 0.1459 0.0186 0.0480 0.0135 0.0000 0.0091 0.0566 0.0064
8.6 0.021 -1.19 0.0259 5.2562 0.0012 0.1228 0.0170 0.0439 0.0123 0.0000 0.0106 0.0503 0.0047
8.6 0.014 -1.12 0.0230 5.1696 0.0000 0.1101 0.0159 0.0407 0.0114 0.0000 0.0109 0.0462 0.0040
8.6 1.000 -1.94 1.2119 5.4178 0.2229 0.3406 0.0224 0.0579 0.0163 0.0000 0.0030 0.1086 0.3341
8.6 0.717 -1.83 0.1909 5.1191 0.0373 0.2795 0.0218 0.0564 0.0159 0.0000 0.0039 0.0870 0.0460
8.6 0.453 -1.69 0.0811 4.7506 0.0158 0.2241 0.0215 0.0554 0.0157 0.0000 0.0053 0.0733 0.0200
8.6 0.184 -1.43 0.0384 5.1352 0.0051 0.1640 0.0205 0.0528 0.0149 0.0000 0.0087 0.0607 0.0085
8.6 0.099 -1.27 0.0280 5.6261 0.0027 0.1346 0.0198 0.0510 0.0144 0.0000 0.0116 0.0540 0.0055
8.6 0.048 -1.08 0.0199 5.9863 0.0000 0.1021 0.0183 0.0472 0.0132 0.0000 0.0147 0.0445 0.0034
8.6 0.019 -0.88 0.0141 6.1118 0.0000 0.0741 0.0165 0.0423 0.0118 0.0000 0.0170 0.0346 0.0021
8.6 0.013 -0.77 0.0118 6.0625 0.0000 0.0619 0.0153 0.0393 0.0110 0.0000 0.0178 0.0298 0.0016
8.6 1.000 -1.64 1.0649 6.9582 0.1939 0.3452 0.0223 0.0577 0.0162 0.0000 0.0055 0.1149 0.2759
8.6 0.768 -1.54 0.1786 6.6143 0.0305 0.2827 0.0217 0.0560 0.0157 0.0000 0.0069 0.0937 0.0375
8.6 0.483 -1.40 0.0637 5.9362 0.0101 0.2044 0.0213 0.0549 0.0155 0.0000 0.0091 0.0726 0.0139
8.6 0.201 -1.14 0.0270 6.2533 0.0026 0.1284 0.0203 0.0523 0.0147 0.0000 0.0142 0.0526 0.0052
8.6 0.101 -0.94 0.0168 6.7534 0.0000 0.0879 0.0192 0.0495 0.0138 0.0000 0.0187 0.0397 0.0028
8.6 0.048 -0.73 0.0104 7.0615 0.0000 0.0561 0.0177 0.0455 0.0126 0.0000 0.0224 0.0276 0.0014
8.6 0.019 -0.49 0.0064 7.3327 0.0000 0.0340 0.0162 0.0415 0.0114 0.0000 0.0256 0.0180 0.0000
8.6 0.012 -0.36 0.0054 7.8939 0.0000 0.0276 0.0163 0.0418 0.0115 0.0000 0.0285 0.0152 0.0000
8.6 1.000 -1.39 0.9595 8.3453 0.1778 0.3439 0.0222 0.0576 0.0162 0.0000 0.0084 0.1186 0.2408
8.6 0.772 -1.30 0.1511 7.9434 0.0236 0.2736 0.0216 0.0556 0.0156 0.0000 0.0104 0.0957 0.0289
8.6 0.504 -1.17 0.0559 7.1745 0.0074 0.1906 0.0212 0.0546 0.0153 0.0000 0.0133 0.0721 0.0109
8.6 0.194 -0.88 0.0195 7.3074 0.0000 0.0968 0.0198 0.0510 0.0142 0.0000 0.0200 0.0431 0.0032
8.6 0.098 -0.67 0.0111 7.6275 0.0000 0.0589 0.0186 0.0477 0.0132 0.0000 0.0244 0.0288 0.0015
8.6 0.048 -0.46 0.0065 7.8647 0.0000 0.0345 0.0173 0.0444 0.0122 0.0000 0.0277 0.0182 0.0000
8.6 0.020 -0.23 0.0039 8.3219 0.0000 0.0196 0.0165 0.0421 0.0115 0.0000 0.0312 0.0112 0.0000
8.6 0.013 -0.07 0.0030 9.0310 0.0000 0.0142 0.0167 0.0427 0.0116 0.0011 0.0348 0.0086 0.0000
8.9 1.000 -3.96 0.0246 0.0016 0.1265 0.0141 0.0147 0.0387 0.0110 0.0000 0.0000 0.0076 0.1138
8.9 0.019 -3.96 0.0246 0.0016 0.1265 0.0141 0.0147 0.0387 0.0110 0.0000 0.0000 0.0076 0.1138
8.9 0.038 -3.96 0.0246 0.0016 0.1265 0.0141 0.0147 0.0387 0.0110 0.0000 0.0000 0.0076 0.1138
8.9 0.077 -3.96 0.0246 0.0016 0.1265 0.0141 0.0147 0.0387 0.0110 0.0000 0.0000 0.0076 0.1138
8.9 0.185 -3.96 0.0246 0.0016 0.1265 0.0141 0.0147 0.0387 0.0110 0.0000 0.0000 0.0076 0.1138
8.9 0.373 -3.96 0.0246 0.0016 0.1265 0.0141 0.0147 0.0387 0.0110 0.0000 0.0000 0.0076 0.1138
8.9 1.000 -3.96 0.0246 0.0016 0.1265 0.0141 0.0147 0.0387 0.0110 0.0000 0.0000 0.0076 0.1138
8.9 1.000 -3.96 0.0246 0.0016 0.1265 0.0141 0.0147 0.0387 0.0110 0.0000 0.0000 0.0076 0.1138
8.9 1.000 -3.68 0.0402 0.0073 0.1438 0.0289 0.0193 0.0511 0.0146 0.0000 0.0000 0.0121 0.1550
8.9 1.000 -3.68 0.0402 0.0073 0.1438 0.0289 0.0193 0.0511 0.0146 0.0000 0.0000 0.0121 0.1550
8.9 1.000 -3.68 0.0402 0.0073 0.1438 0.0289 0.0193 0.0511 0.0146 0.0000 0.0000 0.0121 0.1550
8.9 1.000 -3.68 0.0402 0.0073 0.1438 0.0289 0.0193 0.0511 0.0146 0.0000 0.0000 0.0121 0.1550
8.9 1.000 -3.68 0.0402 0.0073 0.1438 0.0289 0.0193 0.0511 0.0146 0.0000 0.0000 0.0121 0.1550
8.9 0.548 -3.68 0.0455 0.0080 0.1485 0.0295 0.0181 0.0482 0.0139 0.0000 0.0000 0.0126 0.1616
8.9 0.564 -3.68 0.0462 0.0081 0.1517 0.0301 0.0181 0.0481 0.0138 0.0000 0.0000 0.0128 0.1650
8.9 0.157 -3.68 0.0447 0.0079 0.1399 0.0278 0.0157 0.0413 0.0118 0.0000 0.0000 0.0119 0.1531
8.9 1.000 -3.39 0.0693 0.0337 0.1471 0.0541 0.0212 0.0560 0.0160 0.0000 0.0000 0.0185 0.1954
8.9 0.749 -3.39 0.0793 0.0385 0.1581 0.0583 0.0212 0.0559 0.0160 0.0000 0.0000 0.0200 0.2117
8.9 0.749 -3.39 0.0793 0.0385 0.1581 0.0583 0.0212 0.0559 0.0160 0.0000 0.0000 0.0200 0.2117
8.9 0.995 -3.39 0.0693 0.0337 0.1466 0.0540 0.0211 0.0557 0.0159 0.0000 0.0000 0.0184 0.1949
8.9 0.513 -3.38 0.0923 0.0439 0.1686 0.0619 0.0202 0.0534 0.0153 0.0000 0.0000 0.0216 0.2279
8.9 0.338 -3.38 0.1079 0.0500 0.1814 0.0659 0.0195 0.0515 0.0148 0.0000 0.0000 0.0233 0.2473
8.9 0.210 -3.38 0.1216 0.0548 0.1901 0.0685 0.0185 0.0489 0.0140 0.0000 0.0000 0.0245 0.2611
8.9 0.064 -3.38 0.1186 0.0534 0.1767 0.0638 0.0161 0.0423 0.0120 0.0000 0.0000 0.0230 0.2441
8.9 1.000 -3.15 0.2389 0.0966 0.3148 0.0993 0.0226 0.0596 0.0170 0.0000 0.0000 0.0370 0.3956
8.9 0.787 -3.12 0.1390 0.1111 0.1755 0.0957 0.0222 0.0586 0.0167 0.0000 0.0000 0.0302 0.2692
8.9 0.532 -3.09 0.1088 0.1297 0.1377 0.0943 0.0220 0.0581 0.0166 0.0000 0.0000 0.0281 0.2143
8.9 0.206 -3.04 0.1351 0.1915 0.1426 0.1097 0.0212 0.0560 0.0160 0.0000 0.0000 0.0328 0.2216
8.9 0.124 -3.03 0.1565 0.2245 0.1512 0.1179 0.0206 0.0541 0.0155 0.0000 0.0000 0.0357 0.2356
8.9 0.055 -3.02 0.1965 0.2759 0.1671 0.1298 0.0195 0.0512 0.0146 0.0000 0.0000 0.0401 0.2624
8.9 0.032 -3.02 0.2047 0.2838 0.1644 0.1273 0.0179 0.0471 0.0134 0.0000 0.0000 0.0398 0.2595
8.9 0.013 -3.02 0.1646 0.2297 0.1278 0.0996 0.0138 0.0363 0.0105 0.0000 0.0000 0.0312 0.2020
8.9 1.000 -2.86 0.3809 0.2760 0.2832 0.1523 0.0228 0.0599 0.0170 0.0000 0.0000 0.0510 0.4219
8.9 0.787 -2.81 0.1935 0.3100 0.1340 0.1427 0.0225 0.0592 0.0169 0.0000 0.0000 0.0412 0.2358
8.9 0.518 -2.74 0.0840 0.2954 0.0781 0.1230 0.0224 0.0590 0.0168 0.0000 0.0000 0.0327 0.1219
8.9 0.248 -2.67 0.0713 0.3462 0.0656 0.1255 0.0217 0.0571 0.0163 0.0000 0.0000 0.0331 0.0946
8.9 0.120 -2.63 0.0825 0.4289 0.0680 0.1376 0.0208 0.0548 0.0156 0.0000 0.0000 0.0370 0.0960
8.9 0.060 -2.61 0.0918 0.4851 0.0695 0.1433 0.0196 0.0515 0.0147 0.0000 0.0000 0.0392 0.0975
8.9 0.023 -2.59 0.1088 0.5740 0.0765 0.1587 0.0198 0.0518 0.0147 0.0000 0.0000 0.0441 0.1072
8.9 0.018 -2.59 0.0957 0.5038 0.0653 0.1356 0.0163 0.0426 0.0121 0.0000 0.0000 0.0379 0.0915
8.9 1.000 -2.58 0.5036 0.5413 0.2320 0.1916 0.0229 0.0601 0.0171 0.0000 0.0000 0.0615 0.3881
8.9 0.752 -2.49 0.1323 0.5203 0.0685 0.1577 0.0226 0.0596 0.0169 0.0000 0.0000 0.0430 0.1178
8.9 0.476 -2.39 0.0373 0.4085 0.0317 0.1261 0.0224 0.0590 0.0168 0.0000 0.0000 0.0320 0.0443
8.9 0.193 -2.24 0.0276 0.4789 0.0230 0.1286 0.0216 0.0569 0.0162 0.0000 0.0000 0.0332 0.0295
8.9 0.099 -2.17 0.0306 0.5797 0.0228 0.1395 0.0207 0.0545 0.0155 0.0000 0.0000 0.0371 0.0289
8.9 0.057 -2.13 0.0331 0.6516 0.0232 0.1474 0.0204 0.0535 0.0152 0.0000 0.0000 0.0399 0.0292
8.9 0.022 -2.10 0.0329 0.6658 0.0212 0.1400 0.0177 0.0465 0.0132 0.0000 0.0000 0.0387 0.0266
8.9 0.014 -2.08 0.0295 0.6036 0.0183 0.1225 0.0149 0.0391 0.0111 0.0000 0.0000 0.0342 0.0230
8.9 1.000 -2.32 0.5784 0.9146 0.1965 0.2247 0.0229 0.0601 0.0170 0.0000 0.0000 0.0723 0.3465
8.9 0.732 -2.21 0.0849 0.7468 0.0395 0.1683 0.0226 0.0594 0.0169 0.0000 0.0000 0.0468 0.0619
8.9 0.480 -2.09 0.0243 0.5714 0.0173 0.1340 0.0223 0.0589 0.0167 0.0000 0.0000 0.0361 0.0234
8.9 0.200 -1.89 0.0135 0.6196 0.0093 0.1252 0.0215 0.0567 0.0161 0.0000 0.0000 0.0355 0.0125
8.9 0.101 -1.77 0.0128 0.7244 0.0077 0.1282 0.0208 0.0546 0.0155 0.0000 0.0000 0.0383 0.0107
8.9 0.048 -1.67 0.0127 0.8107 0.0066 0.1269 0.0192 0.0503 0.0143 0.0000 0.0000 0.0398 0.0095
8.9 0.022 -1.60 0.0128 0.8715 0.0060 0.1258 0.0180 0.0470 0.0133 0.0000 0.0000 0.0407 0.0089
8.9 0.014 -1.57 0.0122 0.8577 0.0055 0.1183 0.0164 0.0427 0.0121 0.0000 0.0000 0.0390 0.0082
8.9 1.000 -2.07 0.6128 1.4429 0.1740 0.2556 0.0228 0.0600 0.0170 0.0000 0.0000 0.0849 0.3081
8.9 0.735 -1.96 0.0707 1.0993 0.0289 0.1852 0.0225 0.0591 0.0167 0.0000 0.0000 0.0555 0.0424
8.9 0.474 -1.83 0.0190 0.8197 0.0110 0.1399 0.0222 0.0585 0.0166 0.0000 0.0000 0.0421 0.0152
8.9 0.197 -1.59 0.0090 0.8800 0.0045 0.1179 0.0216 0.0567 0.0161 0.0000 0.0000 0.0397 0.0072
8.9 0.098 -1.42 0.0077 1.0341 0.0029 0.1095 0.0203 0.0531 0.0151 0.0000 0.0011 0.0411 0.0054
8.9 0.047 -1.27 0.0072 1.2119 0.0012 0.1027 0.0190 0.0497 0.0141 0.0000 0.0016 0.0425 0.0044
8.9 0.019 -1.15 0.0068 1.3431 0.0000 0.0945 0.0174 0.0453 0.0128 0.0000 0.0020 0.0423 0.0038
8.9 0.014 -1.10 0.0067 1.3983 0.0000 0.0906 0.0165 0.0430 0.0121 0.0000 0.0022 0.0420 0.0035
8.9 1.000 -1.83 0.6152 2.1468 0.1591 0.2850 0.0228 0.0598 0.0169 0.0000 0.0000 0.0990 0.2742
8.9 0.716 -1.70 0.0550 1.5418 0.0206 0.1954 0.0223 0.0587 0.0165 0.0000 0.0000 0.0642 0.0288
8.9 0.446 -1.56 0.0151 1.1720 0.0070 0.1391 0.0220 0.0577 0.0163 0.0000 0.0011 0.0480 0.0103
8.9 0.185 -1.30 0.0070 1.2798 0.0023 0.1033 0.0209 0.0548 0.0155 0.0000 0.0020 0.0425 0.0046
