#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, f_abs: 0.01 - 1.0
# SED: BPASS v.2.1 (Eldridge et al 2017), alpha(IMF) = -1.35, M_up = 300, age = 4 Myr, Z_* = 1e-5
# Spherical geometry
#
12+log(O/H) f_abs log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135 NII_6584	CIV_1549	CIII_1909
8.0 0.189 -1.32 0.0227 13.0535 0.0000 0.0396 0.0186 0.0473 0.0130 0.0405 0.0540 0.0116 0.0000 1.0782 0.3298
8.0 0.094 -1.12 0.0125 13.0688 0.0000 0.0203 0.0164 0.0419 0.0114 0.0796 0.0588 0.0066 0.0000 1.6899 0.2609
8.0 0.048 -0.92 0.0070 12.1810 0.0000 0.0100 0.0132 0.0335 0.0091 0.1525 0.0610 0.0039 0.0000 2.5671 0.2059
8.0 0.018 -0.65 0.0026 8.3511 0.0000 0.0036 0.0053 0.0134 0.0036 0.3676 0.0602 0.0018 0.0000 4.4899 0.1631
8.0 0.013 -0.51 0.0000 6.0676 0.0000 0.0026 0.0022 0.0058 0.0015 0.5586 0.0643 0.0014 0.0000 6.5938 0.1604
8.0 1.000 -1.54 0.6466 10.9755 0.1334 0.1340 0.0206 0.0529 0.0147 0.0108 0.0313 0.0465 0.0249 0.3642 0.4788
8.0 0.722 -1.46 0.1182 12.8934 0.0160 0.1089 0.0199 0.0510 0.0141 0.0150 0.0419 0.0350 0.0018 0.4982 0.5258
8.0 0.474 -1.34 0.0495 13.6848 0.0042 0.0712 0.0196 0.0502 0.0138 0.0227 0.0514 0.0213 0.0000 0.6993 0.4687
8.0 0.182 -1.07 0.0161 14.1761 0.0000 0.0260 0.0177 0.0453 0.0124 0.0582 0.0617 0.0082 0.0000 1.3435 0.3109
8.0 0.094 -0.87 0.0085 13.5792 0.0000 0.0119 0.0153 0.0389 0.0106 0.1108 0.0643 0.0045 0.0000 2.0259 0.2242
8.0 0.048 -0.68 0.0044 11.8771 0.0000 0.0051 0.0115 0.0292 0.0079 0.2108 0.0644 0.0024 0.0000 3.0858 0.1639
8.0 0.018 -0.40 0.0000 6.8320 0.0000 0.0018 0.0031 0.0080 0.0021 0.5012 0.0639 0.0011 0.0000 5.6596 0.1293
8.0 0.013 -0.25 0.0000 4.0028 0.0000 0.0011 0.0011 0.0030 0.0000 0.7138 0.0628 0.0000 0.0000 7.9529 0.1074
8.3 1.000 -4.00 4.1033 0.1890 1.8505 0.1062 0.0260 0.0667 0.0189 0.0000 0.0000 0.0980 0.9074 0.0000 0.0809
8.3 0.837 -4.00 4.2071 0.2204 1.4166 0.1142 0.0225 0.0577 0.0163 0.0000 0.0000 0.0922 0.8657 0.0000 0.0846
8.3 0.549 -3.98 3.9517 0.2849 1.1927 0.1195 0.0215 0.0551 0.0156 0.0012 0.0000 0.0865 0.7917 0.0000 0.0796
8.3 0.217 -3.97 3.9561 0.3590 1.1183 0.1262 0.0209 0.0535 0.0151 0.0018 0.0000 0.0867 0.7723 0.0000 0.0879
8.3 0.149 -3.97 4.0528 0.3717 1.1195 0.1283 0.0206 0.0527 0.0149 0.0022 0.0000 0.0877 0.7794 0.0000 0.0940
8.3 0.058 -3.97 4.5034 0.4080 1.1882 0.1391 0.0209 0.0531 0.0150 0.0032 0.0000 0.0945 0.8394 0.0000 0.1138
8.3 0.033 -3.97 4.1122 0.3659 1.0621 0.1252 0.0183 0.0464 0.0131 0.0037 0.0000 0.0849 0.7552 0.0000 0.1083
8.3 0.013 -3.96 3.1797 0.2855 0.8113 0.0965 0.0140 0.0356 0.0101 0.0055 0.0000 0.0652 0.5794 0.0000 0.0858
8.3 1.000 -3.74 4.7029 0.6450 1.5710 0.1561 0.0249 0.0639 0.0181 0.0013 0.0000 0.1105 0.9187 0.0000 0.1592
8.3 0.835 -3.73 4.7816 0.7563 1.1798 0.1705 0.0222 0.0567 0.0160 0.0013 0.0000 0.1064 0.8655 0.0000 0.1702
8.3 0.512 -3.71 4.2310 1.0166 0.9465 0.1806 0.0216 0.0551 0.0156 0.0017 0.0000 0.1010 0.7537 0.0000 0.1612
8.3 0.217 -3.69 4.1258 1.2234 0.8819 0.1885 0.0210 0.0537 0.0152 0.0027 0.0000 0.1017 0.7152 0.0000 0.1772
8.3 0.148 -3.68 4.2116 1.2691 0.8783 0.1914 0.0207 0.0528 0.0149 0.0033 0.0000 0.1027 0.7174 0.0000 0.1895
8.3 0.057 -3.68 4.6678 1.3981 0.9257 0.2068 0.0210 0.0533 0.0150 0.0049 0.0000 0.1105 0.7683 0.0000 0.2282
8.3 0.033 -3.68 4.2533 1.2544 0.8225 0.1852 0.0183 0.0464 0.0130 0.0059 0.0000 0.0989 0.6887 0.0000 0.2159
8.3 0.013 -3.68 3.2630 0.9736 0.6236 0.1418 0.0139 0.0354 0.0100 0.0084 0.0000 0.0755 0.5240 0.0000 0.1698
8.3 1.000 -3.50 4.6662 1.7276 1.2617 0.2118 0.0241 0.0617 0.0174 0.0015 0.0000 0.1219 0.8214 0.0020 0.2760
8.3 0.804 -3.47 4.4986 2.1001 0.8665 0.2350 0.0219 0.0559 0.0158 0.0018 0.0000 0.1188 0.7229 0.0025 0.2976
8.3 0.501 -3.44 3.4729 2.6664 0.6665 0.2424 0.0216 0.0550 0.0155 0.0025 0.0000 0.1130 0.5561 0.0034 0.2723
8.3 0.212 -3.40 3.1131 3.0859 0.5985 0.2495 0.0211 0.0537 0.0152 0.0040 0.0000 0.1131 0.4812 0.0047 0.2942
8.3 0.132 -3.39 3.1288 3.2005 0.5872 0.2522 0.0206 0.0526 0.0149 0.0051 0.0000 0.1139 0.4722 0.0053 0.3154
8.3 0.056 -3.38 3.4780 3.5484 0.6220 0.2738 0.0211 0.0536 0.0151 0.0076 0.0000 0.1234 0.5064 0.0063 0.3780
8.3 0.033 -3.38 3.1464 3.1784 0.5464 0.2431 0.0182 0.0462 0.0130 0.0093 0.0000 0.1095 0.4494 0.0059 0.3555
8.3 0.013 -3.38 2.3881 2.4498 0.4110 0.1850 0.0138 0.0351 0.0099 0.0130 0.0000 0.0832 0.3381 0.0047 0.2781
8.3 1.000 -3.24 3.8776 3.5229 0.9385 0.2659 0.0234 0.0599 0.0169 0.0018 0.0000 0.1313 0.6244 0.0068 0.4369
8.3 0.802 -3.20 3.2737 4.2725 0.5651 0.2928 0.0217 0.0555 0.0156 0.0022 0.0000 0.1288 0.4695 0.0084 0.4655
8.3 0.499 -3.14 1.8594 4.9740 0.3860 0.2915 0.0216 0.0551 0.0156 0.0032 0.0012 0.1206 0.2665 0.0116 0.3985
8.3 0.201 -3.07 1.3772 5.3766 0.3156 0.2916 0.0211 0.0537 0.0152 0.0061 0.0016 0.1181 0.1891 0.0195 0.4110
8.3 0.106 -3.04 1.3631 5.6139 0.3032 0.2951 0.0204 0.0519 0.0146 0.0088 0.0018 0.1194 0.1794 0.0275 0.4591
8.3 0.055 -3.03 1.3611 5.6797 0.2924 0.2925 0.0193 0.0492 0.0138 0.0121 0.0018 0.1184 0.1735 0.0355 0.4927
8.3 0.031 -3.02 1.4761 6.1555 0.3102 0.3139 0.0202 0.0513 0.0144 0.0159 0.0020 0.1271 0.1850 0.0433 0.5525
8.3 0.024 -3.02 1.2614 5.2445 0.2597 0.2650 0.0167 0.0424 0.0119 0.0186 0.0017 0.1074 0.1558 0.0408 0.4866
8.3 1.000 -2.98 2.9450 5.4052 0.6776 0.2986 0.0229 0.0586 0.0165 0.0020 0.0028 0.1352 0.4437 0.0216 0.6272
8.3 0.803 -2.93 1.9622 6.4358 0.3345 0.3218 0.0217 0.0553 0.0156 0.0025 0.0035 0.1318 0.2519 0.0266 0.6542
8.3 0.505 -2.84 0.7656 6.7550 0.1893 0.3034 0.0216 0.0552 0.0156 0.0039 0.0048 0.1188 0.0967 0.0352 0.5292
8.3 0.205 -2.71 0.4535 6.9368 0.1280 0.2873 0.0210 0.0535 0.0151 0.0086 0.0067 0.1105 0.0534 0.0572 0.5280
8.3 0.131 -2.67 0.4316 7.1864 0.1192 0.2876 0.0205 0.0521 0.0147 0.0120 0.0074 0.1107 0.0487 0.0744 0.5774
8.3 0.064 -2.63 0.4102 7.3984 0.1097 0.2851 0.0196 0.0499 0.0140 0.0188 0.0082 0.1099 0.0442 0.1071 0.6335
8.3 0.022 -2.60 0.3743 7.0061 0.0960 0.2615 0.0172 0.0435 0.0122 0.0308 0.0080 0.1011 0.0386 0.1755 0.6456
8.3 0.016 -2.59 0.3618 6.7948 0.0914 0.2514 0.0163 0.0411 0.0115 0.0387 0.0078 0.0974 0.0369 0.2244 0.6413
8.3 1.000 -2.73 2.2609 7.0999 0.5043 0.3001 0.0226 0.0578 0.0163 0.0024 0.0079 0.1307 0.3255 0.0493 0.8323
8.3 0.784 -2.66 1.0271 8.2785 0.1849 0.3112 0.0216 0.0552 0.0155 0.0030 0.0099 0.1232 0.1176 0.0621 0.8410
8.3 0.495 -2.54 0.3168 8.0591 0.0824 0.2664 0.0215 0.0548 0.0154 0.0047 0.0136 0.1013 0.0339 0.0853 0.6513
8.3 0.208 -2.36 0.1650 8.3560 0.0419 0.2285 0.0210 0.0535 0.0150 0.0107 0.0195 0.0842 0.0150 0.1565 0.6548
8.3 0.109 -2.26 0.1352 8.6912 0.0311 0.2112 0.0200 0.0509 0.0143 0.0193 0.0230 0.0769 0.0110 0.2385 0.7153
8.3 0.050 -2.17 0.1190 8.9440 0.0250 0.1976 0.0187 0.0474 0.0133 0.0362 0.0257 0.0716 0.0089 0.3606 0.7836
8.3 0.021 -2.12 0.1044 8.4966 0.0206 0.1772 0.0162 0.0410 0.0114 0.0596 0.0256 0.0643 0.0073 0.5219 0.7902
8.3 0.015 -2.10 0.0943 7.8783 0.0182 0.1612 0.0145 0.0366 0.0102 0.0783 0.0241 0.0585 0.0065 0.6675 0.7511
8.3 1.000 -2.49 1.8267 8.6320 0.4020 0.2857 0.0223 0.0572 0.0161 0.0029 0.0146 0.1229 0.2549 0.0764 1.0334
8.3 0.763 -2.40 0.5488 9.7666 0.1056 0.2773 0.0215 0.0548 0.0154 0.0038 0.0189 0.1087 0.0554 0.0989 0.9996
8.3 0.487 -2.28 0.1698 9.3236 0.0398 0.2153 0.0213 0.0544 0.0153 0.0059 0.0249 0.0807 0.0149 0.1433 0.7509
8.3 0.216 -2.07 0.0800 9.6488 0.0146 0.1566 0.0207 0.0526 0.0148 0.0131 0.0340 0.0559 0.0053 0.2860 0.6977
8.3 0.097 -1.89 0.0557 10.3667 0.0074 0.1236 0.0196 0.0499 0.0140 0.0283 0.0417 0.0433 0.0028 0.5514 0.7386
8.3 0.051 -1.77 0.0446 10.5185 0.0048 0.1032 0.0178 0.0453 0.0126 0.0512 0.0453 0.0360 0.0019 0.8551 0.7539
8.3 0.019 -1.65 0.0342 9.9117 0.0030 0.0823 0.0141 0.0358 0.0099 0.1088 0.0460 0.0287 0.0012 1.3736 0.7413
8.3 0.015 -1.60 0.0305 9.3727 0.0026 0.0747 0.0124 0.0313 0.0087 0.1484 0.0449 0.0262 0.0010 1.7286 0.7235
8.3 1.000 -2.24 1.5186 10.1156 0.3349 0.2679 0.0221 0.0567 0.0159 0.0038 0.0221 0.1153 0.2076 0.1085 1.2308
8.3 0.765 -2.16 0.3641 11.1972 0.0700 0.2453 0.0213 0.0545 0.0153 0.0050 0.0283 0.0969 0.0326 0.1406 1.1687
8.3 0.485 -2.02 0.1083 10.6367 0.0213 0.1708 0.0211 0.0538 0.0151 0.0078 0.0362 0.0638 0.0077 0.2087 0.8270
8.3 0.195 -1.77 0.0437 11.0352 0.0051 0.0987 0.0201 0.0512 0.0143 0.0191 0.0477 0.0352 0.0019 0.4622 0.6691
8.3 0.101 -1.60 0.0293 11.5775 0.0013 0.0691 0.0189 0.0480 0.0134 0.0361 0.0546 0.0249 0.0000 0.7946 0.6310
8.3 0.049 -1.43 0.0203 11.8639 0.0000 0.0476 0.0167 0.0423 0.0118 0.0720 0.0601 0.0177 0.0000 1.3831 0.5958
8.3 0.020 -1.24 0.0132 10.8984 0.0000 0.0309 0.0119 0.0300 0.0083 0.1620 0.0614 0.0120 0.0000 2.4272 0.5460
8.3 0.013 -1.15 0.0102 9.7750 0.0000 0.0251 0.0085 0.0214 0.0059 0.2568 0.0608 0.0100 0.0000 3.4672 0.5265
8.3 1.000 -2.05 1.3316 11.2662 0.2960 0.2529 0.0219 0.0563 0.0158 0.0049 0.0285 0.1093 0.1802 0.1410 1.3813
8.3 0.699 -1.94 0.1963 12.2310 0.0372 0.2020 0.0212 0.0540 0.0151 0.0069 0.0386 0.0795 0.0146 0.1977 1.1980
8.3 0.453 -1.81 0.0743 11.7187 0.0118 0.1350 0.0209 0.0532 0.0149 0.0106 0.0461 0.0501 0.0042 0.2876 0.8504
8.3 0.175 -1.54 0.0288 12.1165 0.0013 0.0663 0.0196 0.0498 0.0139 0.0270 0.0576 0.0243 0.0000 0.6345 0.6160
8.3 0.093 -1.37 0.0185 12.5536 0.0000 0.0419 0.0181 0.0459 0.0128 0.0503 0.0641 0.0161 0.0000 1.0443 0.5379
8.3 0.047 -1.18 0.0119 12.4816 0.0000 0.0252 0.0155 0.0391 0.0108 0.0971 0.0687 0.0105 0.0000 1.7298 0.4669
8.3 0.017 -0.94 0.0061 10.4336 0.0000 0.0124 0.0088 0.0222 0.0061 0.2396 0.0693 0.0060 0.0000 3.3698 0.3952
8.3 0.013 -0.83 0.0043 8.9751 0.0000 0.0097 0.0054 0.0137 0.0037 0.3639 0.0711 0.0049 0.0000 5.1121 0.3897
8.3 1.000 -1.75 1.1074 13.0183 0.2502 0.2284 0.0217 0.0557 0.0156 0.0072 0.0391 0.0999 0.1484 0.2071 1.5855
8.3 0.722 -1.65 0.1522 14.0866 0.0262 0.1714 0.0209 0.0535 0.0149 0.0100 0.0514 0.0687 0.0096 0.2802 1.3911
8.3 0.470 -1.53 0.0556 13.6130 0.0067 0.1045 0.0206 0.0525 0.0147 0.0153 0.0598 0.0394 0.0023 0.4092 0.9439
8.3 0.189 -1.26 0.0196 13.5764 0.0000 0.0424 0.0190 0.0483 0.0134 0.0374 0.0693 0.0165 0.0000 0.8000 0.5655
8.3 0.095 -1.06 0.0109 13.5832 0.0000 0.0215 0.0170 0.0431 0.0119 0.0731 0.0749 0.0095 0.0000 1.2702 0.4250
8.3 0.047 -0.85 0.0061 12.7047 0.0000 0.0101 0.0136 0.0344 0.0095 0.1447 0.0778 0.0054 0.0000 2.0835 0.3260
8.3 0.019 -0.60 0.0026 9.4630 0.0000 0.0040 0.0065 0.0163 0.0045 0.3266 0.0782 0.0028 0.0000 3.9258 0.2641
8.3 0.013 -0.43 0.0000 6.1771 0.0000 0.0023 0.0023 0.0058 0.0016 0.5212 0.0800 0.0019 0.0000 6.7579 0.2459
8.3 1.000 -1.51 0.9688 14.3765 0.2216 0.2086 0.0215 0.0552 0.0154 0.0100 0.0481 0.0922 0.1295 0.2790 1.7047
8.3 0.713 -1.41 0.1130 15.5378 0.0176 0.1419 0.0207 0.0528 0.0147 0.0141 0.0629 0.0575 0.0060 0.3772 1.4548
8.3 0.447 -1.27 0.0397 15.0476 0.0035 0.0762 0.0201 0.0513 0.0143 0.0223 0.0714 0.0292 0.0012 0.5555 0.9277
8.3 0.177 -1.00 0.0138 14.9616 0.0000 0.0268 0.0185 0.0470 0.0130 0.0555 0.0802 0.0114 0.0000 1.0206 0.5075
8.3 0.093 -0.81 0.0072 14.0384 0.0000 0.0118 0.0157 0.0398 0.0110 0.1038 0.0815 0.0061 0.0000 1.4874 0.3438
8.3 0.044 -0.58 0.0034 11.8696 0.0000 0.0044 0.0111 0.0280 0.0077 0.2122 0.0809 0.0031 0.0000 2.4442 0.2416
8.3 0.017 -0.32 0.0000 6.6060 0.0000 0.0015 0.0029 0.0073 0.0020 0.4683 0.0790 0.0014 0.0000 4.6559 0.1940
8.3 0.013 -0.17 0.0000 4.0985 0.0000 0.0000 0.0012 0.0030 0.0000 0.6598 0.0798 0.0000 0.0000 7.2852 0.1731
8.6 1.000 -4.00 2.7162 0.1318 2.0644 0.1157 0.0266 0.0688 0.0196 0.0000 0.0000 0.0862 1.6914 0.0000 0.0210
8.6 0.849 -3.99 2.6206 0.1503 1.5558 0.1205 0.0231 0.0597 0.0169 0.0000 0.0000 0.0776 1.5536 0.0000 0.0194
8.6 0.560 -3.98 2.0363 0.1853 1.1585 0.1166 0.0220 0.0567 0.0161 0.0000 0.0000 0.0652 1.2654 0.0000 0.0120
8.6 0.213 -3.97 2.0490 0.2385 1.0956 0.1244 0.0216 0.0556 0.0158 0.0016 0.0000 0.0659 1.2455 0.0000 0.0134
8.6 0.109 -3.97 2.3134 0.2695 1.1595 0.1344 0.0215 0.0553 0.0157 0.0021 0.0000 0.0708 1.3381 0.0000 0.0170
8.6 0.058 -3.97 2.6529 0.3000 1.2632 0.1474 0.0219 0.0560 0.0159 0.0027 0.0000 0.0777 1.4727 0.0000 0.0214
8.6 0.034 -3.97 2.4811 0.2742 1.1370 0.1334 0.0188 0.0482 0.0136 0.0032 0.0000 0.0703 1.3361 0.0000 0.0215
8.6 0.012 -3.96 1.9979 0.2220 0.8973 0.1061 0.0147 0.0379 0.0108 0.0048 0.0000 0.0558 1.0597 0.0000 0.0180
8.6 1.000 -3.73 3.5664 0.4951 1.9102 0.1809 0.0255 0.0658 0.0187 0.0011 0.0000 0.1033 1.8664 0.0000 0.0497
8.6 0.830 -3.72 3.3101 0.5777 1.3482 0.1917 0.0226 0.0582 0.0165 0.0012 0.0000 0.0934 1.6476 0.0000 0.0455
8.6 0.554 -3.70 2.5446 0.7120 1.0208 0.1898 0.0220 0.0566 0.0161 0.0015 0.0000 0.0823 1.3409 0.0000 0.0319
8.6 0.225 -3.69 2.4444 0.8875 0.9372 0.1987 0.0215 0.0553 0.0157 0.0023 0.0000 0.0823 1.2596 0.0000 0.0351
8.6 0.117 -3.68 2.6621 0.9802 0.9592 0.2090 0.0209 0.0538 0.0153 0.0031 0.0000 0.0862 1.3071 0.0000 0.0429
8.6 0.058 -3.68 3.1271 1.1235 1.0667 0.2347 0.0218 0.0558 0.0158 0.0042 0.0000 0.0969 1.4723 0.0000 0.0549
8.6 0.033 -3.68 2.9160 1.0277 0.9568 0.2119 0.0188 0.0481 0.0136 0.0050 0.0000 0.0875 1.3332 0.0000 0.0545
8.6 0.013 -3.68 2.3215 0.8253 0.7479 0.1671 0.0147 0.0376 0.0107 0.0073 0.0000 0.0689 1.0465 0.0000 0.0452
8.6 1.000 -3.48 3.9806 1.4457 1.6305 0.2587 0.0246 0.0634 0.0180 0.0014 0.0000 0.1186 1.8005 0.0014 0.1001
8.6 0.823 -3.46 3.4922 1.7046 1.0703 0.2765 0.0224 0.0574 0.0163 0.0016 0.0000 0.1090 1.5005 0.0017 0.0927
8.6 0.514 -3.43 2.2856 2.0711 0.7537 0.2710 0.0220 0.0565 0.0160 0.0022 0.0000 0.0963 1.0638 0.0025 0.0639
8.6 0.204 -3.40 2.0521 2.4331 0.6782 0.2800 0.0215 0.0552 0.0157 0.0036 0.0000 0.0965 0.9256 0.0039 0.0707
8.6 0.112 -3.39 2.1549 2.6135 0.6799 0.2892 0.0209 0.0537 0.0153 0.0048 0.0000 0.0994 0.9314 0.0046 0.0822
8.6 0.058 -3.38 2.5154 2.9993 0.7523 0.3238 0.0219 0.0558 0.0158 0.0066 0.0000 0.1116 1.0435 0.0055 0.1037
8.6 0.033 -3.38 2.3236 2.7340 0.6678 0.2899 0.0188 0.0480 0.0135 0.0080 0.0000 0.1000 0.9355 0.0051 0.1017
8.6 0.013 -3.38 1.8248 2.1752 0.5171 0.2270 0.0146 0.0373 0.0106 0.0114 0.0000 0.0782 0.7250 0.0042 0.0831
8.6 1.000 -3.22 3.6946 3.1478 1.2630 0.3367 0.0239 0.0615 0.0174 0.0017 0.0000 0.1305 1.4584 0.0031 0.1785
8.6 0.802 -3.17 2.6460 3.7435 0.6904 0.3561 0.0222 0.0569 0.0161 0.0020 0.0000 0.1193 0.9907 0.0038 0.1571
8.6 0.517 -3.12 1.2862 3.9969 0.4470 0.3346 0.0219 0.0564 0.0160 0.0029 0.0000 0.1041 0.5356 0.0052 0.0999
8.6 0.208 -3.06 0.9475 4.2900 0.3672 0.3336 0.0215 0.0552 0.0157 0.0054 0.0000 0.1014 0.3837 0.0110 0.1012
8.6 0.124 -3.04 0.9628 4.5363 0.3614 0.3415 0.0210 0.0538 0.0153 0.0071 0.0010 0.1039 0.3736 0.0164 0.1153
8.6 0.065 -3.03 1.0015 4.7687 0.3581 0.3474 0.0201 0.0514 0.0145 0.0097 0.0011 0.1060 0.3710 0.0252 0.1329
8.6 0.022 -3.02 0.9543 4.5287 0.3222 0.3186 0.0175 0.0447 0.0127 0.0154 0.0011 0.0977 0.3371 0.0360 0.1407
8.6 0.027 -3.02 0.9893 4.6704 0.3324 0.3286 0.0177 0.0451 0.0127 0.0153 0.0011 0.1008 0.3484 0.0371 0.1455
8.6 1.000 -2.95 3.0479 5.0844 0.9331 0.3864 0.0234 0.0601 0.0170 0.0019 0.0019 0.1363 1.0748 0.0059 0.2785
8.6 0.790 -2.89 1.5112 5.8642 0.3899 0.3951 0.0221 0.0566 0.0160 0.0024 0.0023 0.1220 0.4970 0.0072 0.2280
8.6 0.505 -2.80 0.5055 5.4919 0.2106 0.3490 0.0219 0.0563 0.0159 0.0036 0.0030 0.1022 0.1837 0.0093 0.1338
8.6 0.208 -2.69 0.3124 5.5432 0.1467 0.3292 0.0214 0.0549 0.0155 0.0078 0.0041 0.0949 0.1072 0.0188 0.1299
8.6 0.116 -2.65 0.3175 6.1039 0.1432 0.3457 0.0215 0.0550 0.0156 0.0119 0.0048 0.1001 0.1026 0.0321 0.1568
8.6 0.052 -2.61 0.3034 6.1593 0.1292 0.3314 0.0195 0.0498 0.0141 0.0184 0.0051 0.0966 0.0920 0.0625 0.1779
8.6 0.027 -2.60 0.2976 6.1188 0.1226 0.3213 0.0182 0.0463 0.0130 0.0247 0.0051 0.0941 0.0875 0.1038 0.1884
8.6 0.013 -2.59 0.2442 5.0705 0.0977 0.2602 0.0143 0.0364 0.0103 0.0354 0.0043 0.0765 0.0699 0.1947 0.1664
8.6 1.000 -2.70 2.4669 6.9750 0.7046 0.3943 0.0230 0.0593 0.0168 0.0022 0.0055 0.1341 0.8024 0.0098 0.3969
8.6 0.782 -2.62 0.7731 7.6184 0.2115 0.3797 0.0220 0.0564 0.0159 0.0028 0.0069 0.1145 0.2245 0.0121 0.3038
8.6 0.497 -2.50 0.2115 6.7207 0.0886 0.3050 0.0218 0.0560 0.0159 0.0044 0.0090 0.0880 0.0633 0.0165 0.1768
8.6 0.213 -2.33 0.1155 6.8347 0.0461 0.2580 0.0213 0.0544 0.0154 0.0098 0.0124 0.0728 0.0298 0.0348 0.1749
8.6 0.105 -2.23 0.1006 7.3456 0.0355 0.2437 0.0204 0.0522 0.0147 0.0185 0.0150 0.0687 0.0229 0.0649 0.2060
8.6 0.048 -2.15 0.0928 7.6410 0.0295 0.2297 0.0188 0.0480 0.0135 0.0332 0.0168 0.0650 0.0192 0.1203 0.2391
8.6 0.021 -2.11 0.0901 7.8060 0.0270 0.2227 0.0175 0.0445 0.0125 0.0528 0.0177 0.0633 0.0176 0.2366 0.2657
8.6 0.014 -2.09 0.0739 6.5844 0.0214 0.1824 0.0141 0.0359 0.0101 0.0680 0.0153 0.0519 0.0140 0.3760 0.2371
8.6 1.000 -2.45 2.0632 8.8194 0.5695 0.3808 0.0228 0.0587 0.0166 0.0027 0.0108 0.1287 0.6361 0.0174 0.5298
8.6 0.750 -2.35 0.3770 9.1051 0.1119 0.3313 0.0219 0.0561 0.0158 0.0036 0.0139 0.0999 0.0961 0.0226 0.3676
8.6 0.470 -2.22 0.1107 8.1000 0.0391 0.2396 0.0218 0.0558 0.0158 0.0057 0.0177 0.0691 0.0262 0.0338 0.2238
8.6 0.207 -2.02 0.0570 8.4448 0.0148 0.1727 0.0210 0.0538 0.0152 0.0127 0.0237 0.0484 0.0101 0.0735 0.2179
8.6 0.106 -1.87 0.0445 9.1158 0.0086 0.1426 0.0200 0.0510 0.0144 0.0242 0.0284 0.0398 0.0062 0.1359 0.2452
8.6 0.047 -1.73 0.0367 9.6665 0.0054 0.1191 0.0181 0.0460 0.0129 0.0507 0.0325 0.0333 0.0041 0.2631 0.2786
8.6 0.020 -1.64 0.0311 9.4699 0.0039 0.1018 0.0151 0.0383 0.0107 0.0958 0.0338 0.0287 0.0030 0.4814 0.2971
8.6 0.015 -1.59 0.0274 8.7993 0.0032 0.0901 0.0129 0.0325 0.0091 0.1325 0.0324 0.0255 0.0026 0.7329 0.2945
8.6 1.000 -2.21 1.7620 10.7311 0.4809 0.3631 0.0226 0.0582 0.0164 0.0035 0.0172 0.1234 0.5234 0.0328 0.6780
8.6 0.742 -2.11 0.2422 10.7828 0.0695 0.2889 0.0218 0.0557 0.0157 0.0048 0.0221 0.0885 0.0530 0.0433 0.4606
8.6 0.485 -1.98 0.0779 9.7085 0.0218 0.1926 0.0215 0.0550 0.0155 0.0072 0.0265 0.0564 0.0146 0.0635 0.2802
8.6 0.186 -1.72 0.0336 10.4336 0.0051 0.1095 0.0208 0.0531 0.0150 0.0185 0.0358 0.0314 0.0039 0.1543 0.2439
8.6 0.093 -1.54 0.0236 11.2701 0.0012 0.0761 0.0193 0.0491 0.0138 0.0363 0.0419 0.0224 0.0018 0.2837 0.2519
8.6 0.051 -1.40 0.0187 11.8863 0.0000 0.0579 0.0175 0.0444 0.0124 0.0648 0.0468 0.0175 0.0011 0.4792 0.2629
8.6 0.019 -1.22 0.0130 11.4859 0.0000 0.0393 0.0126 0.0319 0.0089 0.1537 0.0501 0.0125 0.0000 1.0045 0.2728
8.6 0.013 -1.13 0.0104 10.3189 0.0000 0.0321 0.0091 0.0229 0.0064 0.2366 0.0492 0.0105 0.0000 1.5626 0.2725
8.6 1.000 -2.02 1.5725 12.2899 0.4293 0.3475 0.0225 0.0578 0.0163 0.0045 0.0230 0.1190 0.4575 0.0495 0.8029
8.6 0.667 -1.88 0.1276 11.8497 0.0340 0.2272 0.0215 0.0552 0.0155 0.0067 0.0308 0.0697 0.0231 0.0730 0.4641
8.6 0.443 -1.76 0.0540 11.0865 0.0115 0.1488 0.0212 0.0543 0.0153 0.0100 0.0350 0.0438 0.0078 0.1046 0.3084
8.6 0.178 -1.50 0.0238 11.8230 0.0023 0.0753 0.0201 0.0512 0.0144 0.0245 0.0441 0.0225 0.0019 0.2381 0.2460
8.6 0.089 -1.32 0.0160 12.7327 0.0000 0.0471 0.0184 0.0469 0.0131 0.0478 0.0511 0.0149 0.0000 0.4344 0.2358
8.6 0.044 -1.13 0.0110 13.2075 0.0000 0.0292 0.0158 0.0400 0.0112 0.0953 0.0571 0.0102 0.0000 0.7758 0.2295
8.6 0.017 -0.92 0.0066 12.0453 0.0000 0.0167 0.0099 0.0250 0.0069 0.2207 0.0608 0.0065 0.0000 1.5835 0.2283
8.6 0.013 -0.80 0.0044 9.7991 0.0000 0.0120 0.0054 0.0137 0.0038 0.3453 0.0600 0.0050 0.0000 2.6058 0.2254
8.6 1.000 -1.72 1.3374 14.7777 0.3677 0.3205 0.0223 0.0573 0.0161 0.0066 0.0333 0.1112 0.3805 0.0845 0.9952
8.6 0.689 -1.60 0.1053 14.4912 0.0236 0.1946 0.0213 0.0546 0.0153 0.0096 0.0433 0.0613 0.0153 0.1202 0.6179
8.6 0.446 -1.47 0.0411 13.5935 0.0060 0.1120 0.0209 0.0533 0.0150 0.0147 0.0479 0.0339 0.0042 0.1773 0.3784
