#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, f_abs: 0.01 - 1.0
# SED: Black-body, T = 1e5 K
# Spherical geometry
#
12+log(O/H) f_abs log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135 NII_6584	CIV_1549	CIII_1909
8.6 1.000 -1.77 1.5257 12.9607 0.4220 0.3369 0.0143 0.0366 0.0103 0.1665 0.0404 0.1142 0.4332 0.3335 1.3655
8.6 0.651 -1.64 0.1020 10.8252 0.0248 0.1917 0.0094 0.0237 0.0067 0.2554 0.0541 0.0539 0.0135 0.5103 0.9632
8.6 0.413 -1.52 0.0233 5.8737 0.0065 0.1078 0.0028 0.0070 0.0019 0.3927 0.0573 0.0232 0.0031 0.7705 0.7070
8.6 0.167 -1.29 0.0010 1.3334 0.0000 0.0371 0.0000 0.0000 0.0000 0.4419 0.0412 0.0056 0.0000 1.2420 0.3120
8.6 0.083 -1.11 0.0000 0.6717 0.0000 0.0163 0.0000 0.0000 0.0000 0.4491 0.0292 0.0021 0.0000 1.6447 0.1781
8.6 0.043 -0.94 0.0000 0.3630 0.0000 0.0069 0.0000 0.0000 0.0000 0.4549 0.0199 0.0000 0.0000 2.1392 0.1053
8.6 0.017 -0.72 0.0000 0.1606 0.0000 0.0020 0.0000 0.0000 0.0000 0.4706 0.0114 0.0000 0.0000 2.7174 0.0534
8.6 0.014 -0.57 0.0000 0.0913 0.0000 0.0000 0.0000 0.0000 0.0000 0.4898 0.0075 0.0000 0.0000 2.9163 0.0339
8.6 1.000 -1.53 1.3459 13.0093 0.3730 0.3084 0.0130 0.0332 0.0093 0.1911 0.0454 0.1051 0.3796 0.4389 1.4311
8.6 0.635 -1.41 0.0685 9.8039 0.0155 0.1501 0.0071 0.0180 0.0050 0.3006 0.0593 0.0408 0.0077 0.6818 0.9561
8.6 0.391 -1.28 0.0095 3.5981 0.0035 0.0752 0.0000 0.0024 0.0000 0.4300 0.0568 0.0146 0.0015 1.0091 0.6371
8.6 0.161 -1.05 0.0000 0.8538 0.0000 0.0212 0.0000 0.0000 0.0000 0.4461 0.0336 0.0029 0.0000 1.3565 0.2280
8.6 0.084 -0.89 0.0000 0.4052 0.0000 0.0080 0.0000 0.0000 0.0000 0.4509 0.0214 0.0010 0.0000 1.7376 0.1182
8.6 0.041 -0.70 0.0000 0.1841 0.0000 0.0026 0.0000 0.0000 0.0000 0.4598 0.0123 0.0000 0.0000 2.1629 0.0590
8.6 0.017 -0.48 0.0000 0.0686 0.0000 0.0000 0.0000 0.0000 0.0000 0.4802 0.0059 0.0000 0.0000 2.3733 0.0259
8.6 0.013 -0.31 0.0000 0.0345 0.0000 0.0000 0.0000 0.0000 0.0000 0.5098 0.0034 0.0000 0.0000 2.4328 0.0151
8.9 1.000 -3.99 1.5375 0.1112 2.0936 0.1357 0.0280 0.0730 0.0208 0.0350 0.0000 0.1189 1.6834 0.0000 0.0050
8.9 0.850 -3.99 1.5690 0.1266 1.7231 0.1427 0.0242 0.0629 0.0179 0.0313 0.0000 0.1124 1.6198 0.0000 0.0052
8.9 0.559 -3.98 1.1129 0.1514 1.1604 0.1347 0.0223 0.0580 0.0165 0.0291 0.0000 0.0879 1.2283 0.0000 0.0027
8.9 0.216 -3.97 0.9500 0.1830 0.9757 0.1343 0.0216 0.0561 0.0159 0.0293 0.0000 0.0801 1.0844 0.0000 0.0013
8.9 0.117 -3.97 1.1105 0.2114 1.0491 0.1472 0.0214 0.0554 0.0157 0.0304 0.0000 0.0875 1.1875 0.0000 0.0030
8.9 0.062 -3.97 1.3431 0.2422 1.1596 0.1633 0.0211 0.0544 0.0154 0.0314 0.0000 0.0976 1.3340 0.0000 0.0040
8.9 0.023 -3.97 1.6265 0.2744 1.2795 0.1804 0.0206 0.0528 0.0149 0.0328 0.0000 0.1085 1.4965 0.0000 0.0057
8.9 0.027 -3.97 1.6265 0.2744 1.2795 0.1804 0.0206 0.0528 0.0149 0.0328 0.0000 0.1085 1.4965 0.0000 0.0057
8.9 1.000 -3.73 2.4208 0.4803 2.1403 0.2230 0.0253 0.0658 0.0187 0.0484 0.0000 0.1529 2.0483 0.0000 0.0157
8.9 0.821 -3.72 2.3185 0.5599 1.5842 0.2376 0.0218 0.0566 0.0161 0.0474 0.0000 0.1410 1.8482 0.0000 0.0152
8.9 0.533 -3.70 1.5822 0.6743 1.0827 0.2294 0.0207 0.0537 0.0152 0.0494 0.0000 0.1163 1.3939 0.0000 0.0087
8.9 0.218 -3.69 1.4262 0.8215 0.9538 0.2374 0.0201 0.0521 0.0148 0.0531 0.0000 0.1130 1.2662 0.0000 0.0089
8.9 0.112 -3.68 1.6797 0.9535 1.0229 0.2613 0.0198 0.0511 0.0145 0.0552 0.0000 0.1241 1.3864 0.0000 0.0120
8.9 0.061 -3.68 1.9940 1.0779 1.1117 0.2860 0.0195 0.0503 0.0142 0.0568 0.0000 0.1365 1.5360 0.0000 0.0161
8.9 0.023 -3.68 2.3908 1.2104 1.2088 0.3130 0.0190 0.0486 0.0137 0.0588 0.0000 0.1502 1.7082 0.0000 0.0220
8.9 0.027 -3.68 2.3908 1.2104 1.2088 0.3130 0.0190 0.0486 0.0137 0.0588 0.0000 0.1502 1.7082 0.0000 0.0220
8.9 1.000 -3.47 3.0442 1.5913 1.9488 0.3375 0.0229 0.0594 0.0169 0.0633 0.0000 0.1860 2.1078 0.0000 0.0392
8.9 0.170 -3.39 1.4445 2.6802 0.7822 0.3758 0.0178 0.0460 0.0130 0.0950 0.0000 0.1511 1.0476 0.0015 0.0286
8.9 0.170 -3.39 1.4445 2.6802 0.7822 0.3758 0.0178 0.0460 0.0130 0.0950 0.0000 0.1511 1.0476 0.0015 0.0286
8.9 0.213 -3.39 1.4002 2.5825 0.7769 0.3674 0.0180 0.0464 0.0132 0.0930 0.0000 0.1479 1.0372 0.0013 0.0264
8.9 0.099 -3.38 1.6468 2.9839 0.8234 0.4035 0.0175 0.0450 0.0128 0.0986 0.0000 0.1627 1.1220 0.0021 0.0364
8.9 0.063 -3.38 1.8630 3.2477 0.8682 0.4286 0.0173 0.0442 0.0125 0.1005 0.0000 0.1737 1.2060 0.0027 0.0444
8.9 0.022 -3.38 2.2304 3.6486 0.9316 0.4647 0.0167 0.0426 0.0120 0.1036 0.0000 0.1897 1.3359 0.0035 0.0599
8.9 0.104 -3.38 2.2304 3.6486 0.9316 0.4647 0.0167 0.0426 0.0120 0.1036 0.0000 0.1897 1.3359 0.0035 0.0599
8.9 1.000 -3.20 2.9854 3.4798 1.5568 0.4481 0.0210 0.0544 0.0154 0.0771 0.0012 0.2088 1.7428 0.0000 0.0796
8.9 0.786 -3.16 2.0830 4.1849 0.8654 0.4789 0.0183 0.0471 0.0134 0.0926 0.0015 0.1915 1.1673 0.0010 0.0729
8.9 0.495 -3.11 0.8545 4.2734 0.5233 0.4434 0.0166 0.0428 0.0121 0.1224 0.0019 0.1620 0.5752 0.0014 0.0432
8.9 0.205 -3.06 0.5943 4.3683 0.4240 0.4390 0.0147 0.0378 0.0107 0.1584 0.0023 0.1565 0.4061 0.0028 0.0432
8.9 0.106 -3.04 0.6703 4.8818 0.4359 0.4714 0.0139 0.0357 0.0101 0.1712 0.0026 0.1694 0.4225 0.0049 0.0573
8.9 0.056 -3.03 0.7927 5.5246 0.4640 0.5105 0.0135 0.0344 0.0097 0.1774 0.0029 0.1857 0.4630 0.0081 0.0764
8.9 0.022 -3.02 0.9393 6.1881 0.4924 0.5487 0.0130 0.0329 0.0093 0.1817 0.0032 0.2019 0.5091 0.0158 0.1004
8.9 0.028 -3.02 0.9393 6.1881 0.4924 0.5487 0.0130 0.0329 0.0093 0.1817 0.0032 0.2019 0.5091 0.0158 0.1004
8.9 1.000 -2.94 2.5161 5.2699 1.1624 0.4976 0.0199 0.0514 0.0146 0.0849 0.0047 0.2095 1.2882 0.0018 0.1282
8.9 0.761 -2.86 1.0427 6.0101 0.4521 0.5027 0.0172 0.0443 0.0126 0.1098 0.0058 0.1804 0.5169 0.0022 0.1027
8.9 0.490 -2.78 0.2853 5.0497 0.2261 0.4224 0.0147 0.0378 0.0107 0.1596 0.0073 0.1405 0.1716 0.0028 0.0541
8.9 0.199 -2.68 0.1415 4.3889 0.1487 0.3793 0.0104 0.0267 0.0076 0.2446 0.0092 0.1232 0.0913 0.0056 0.0500
8.9 0.096 -2.64 0.1469 4.6892 0.1445 0.3996 0.0089 0.0228 0.0064 0.2740 0.0107 0.1331 0.0889 0.0104 0.0675
8.9 0.048 -2.61 0.1701 5.2608 0.1508 0.4321 0.0082 0.0210 0.0059 0.2850 0.0123 0.1476 0.0951 0.0184 0.0945
8.9 0.020 -2.60 0.1908 5.7909 0.1546 0.4544 0.0077 0.0196 0.0055 0.2912 0.0139 0.1577 0.0997 0.0350 0.1287
8.9 0.025 -2.60 0.1981 5.8647 0.1586 0.4645 0.0078 0.0198 0.0056 0.2905 0.0137 0.1625 0.1030 0.0360 0.1276
8.9 1.000 -2.68 2.0561 6.7340 0.8879 0.4861 0.0191 0.0494 0.0140 0.0912 0.0101 0.1972 0.9616 0.0034 0.1815
8.9 0.737 -2.58 0.4359 6.8070 0.2139 0.4347 0.0165 0.0423 0.0120 0.1232 0.0132 0.1488 0.1907 0.0044 0.1209
8.9 0.470 -2.47 0.0977 4.9526 0.0789 0.3107 0.0131 0.0338 0.0096 0.1901 0.0164 0.0955 0.0482 0.0061 0.0598
8.9 0.186 -2.29 0.0278 3.0718 0.0331 0.2199 0.0060 0.0153 0.0043 0.3362 0.0198 0.0610 0.0172 0.0125 0.0487
8.9 0.101 -2.22 0.0227 2.8563 0.0282 0.2177 0.0046 0.0116 0.0033 0.3788 0.0229 0.0608 0.0145 0.0218 0.0616
8.9 0.055 -2.16 0.0221 2.8648 0.0262 0.2210 0.0038 0.0096 0.0027 0.3809 0.0261 0.0635 0.0136 0.0381 0.0815
8.9 0.020 -2.11 0.0230 3.0796 0.0249 0.2280 0.0032 0.0080 0.0023 0.3884 0.0314 0.0658 0.0132 0.0793 0.1272
8.9 0.019 -2.10 0.0247 3.2244 0.0258 0.2374 0.0031 0.0079 0.0022 0.3886 0.0331 0.0698 0.0136 0.1025 0.1433
8.9 1.000 -2.43 1.7274 8.1172 0.7240 0.4627 0.0184 0.0475 0.0134 0.1012 0.0159 0.1882 0.7607 0.0070 0.2403
8.9 0.706 -2.32 0.2013 7.2819 0.1046 0.3502 0.0154 0.0396 0.0112 0.1433 0.0211 0.1204 0.0752 0.0096 0.1354
8.9 0.439 -2.18 0.0453 4.8435 0.0299 0.2116 0.0112 0.0287 0.0081 0.2290 0.0245 0.0630 0.0173 0.0142 0.0664
8.9 0.179 -1.96 0.0075 2.0164 0.0080 0.1147 0.0030 0.0076 0.0021 0.3972 0.0261 0.0277 0.0044 0.0302 0.0490
8.9 0.090 -1.83 0.0044 1.5433 0.0048 0.0953 0.0017 0.0044 0.0012 0.4230 0.0293 0.0217 0.0027 0.0575 0.0612
8.9 0.047 -1.74 0.0037 1.5127 0.0039 0.0908 0.0013 0.0033 0.0000 0.4373 0.0340 0.0199 0.0022 0.1117 0.0821
8.9 0.019 -1.64 0.0035 1.5724 0.0032 0.0900 0.0011 0.0028 0.0000 0.4534 0.0400 0.0191 0.0019 0.2371 0.1138
8.9 0.016 -1.61 0.0033 1.5086 0.0028 0.0841 0.0000 0.0025 0.0000 0.4363 0.0398 0.0175 0.0017 0.3192 0.1226
8.9 1.000 -2.20 1.4824 9.5035 0.6139 0.4388 0.0175 0.0450 0.0127 0.1162 0.0227 0.1803 0.6256 0.0117 0.3056
8.9 0.674 -2.06 0.1117 7.7907 0.0540 0.2762 0.0139 0.0357 0.0101 0.1721 0.0298 0.0962 0.0341 0.0168 0.1545
8.9 0.437 -1.94 0.0305 5.0958 0.0152 0.1572 0.0094 0.0240 0.0068 0.2646 0.0316 0.0471 0.0088 0.0237 0.0815
8.9 0.168 -1.68 0.0028 1.3621 0.0026 0.0641 0.0014 0.0035 0.0000 0.4283 0.0289 0.0143 0.0015 0.0534 0.0485
8.9 0.085 -1.53 0.0000 0.9898 0.0000 0.0451 0.0000 0.0019 0.0000 0.4429 0.0302 0.0090 0.0000 0.1093 0.0557
8.9 0.045 -1.40 0.0000 0.8724 0.0000 0.0352 0.0000 0.0013 0.0000 0.4524 0.0317 0.0064 0.0000 0.2127 0.0647
8.9 0.018 -1.25 0.0000 0.7452 0.0000 0.0254 0.0000 0.0000 0.0000 0.4554 0.0317 0.0042 0.0000 0.4479 0.0706
8.9 0.014 -1.16 0.0000 0.6833 0.0000 0.0212 0.0000 0.0000 0.0000 0.4624 0.0313 0.0034 0.0000 0.6828 0.0707
8.9 1.000 -1.96 1.2940 10.7867 0.5330 0.4132 0.0164 0.0423 0.0119 0.1345 0.0306 0.1716 0.5295 0.0205 0.3745
8.9 0.633 -1.81 0.0663 8.0791 0.0272 0.2087 0.0119 0.0304 0.0086 0.2124 0.0394 0.0725 0.0160 0.0305 0.1724
8.9 0.397 -1.68 0.0170 4.5711 0.0069 0.1073 0.0059 0.0149 0.0042 0.3368 0.0386 0.0306 0.0040 0.0425 0.0943
8.9 0.162 -1.44 0.0000 1.0468 0.0000 0.0405 0.0000 0.0018 0.0000 0.4446 0.0306 0.0084 0.0000 0.0850 0.0511
8.9 0.079 -1.27 0.0000 0.6769 0.0000 0.0225 0.0000 0.0000 0.0000 0.4492 0.0276 0.0041 0.0000 0.1653 0.0487
8.9 0.004 -0.70 0.0000 0.2124 0.0000 0.0027 0.0000 0.0000 0.0000 0.4869 0.0155 0.0000 0.0000 1.2325 0.0273
8.9 0.002 -0.63 0.0000 0.1877 0.0000 0.0021 0.0000 0.0000 0.0000 0.5190 0.0145 0.0000 0.0000 1.8791 0.0258
8.9 0.002 -0.60 0.0000 0.1803 0.0000 0.0019 0.0000 0.0000 0.0000 0.5337 0.0142 0.0000 0.0000 2.1965 0.0253
8.9 1.000 -1.72 1.1427 11.8379 0.4690 0.3850 0.0152 0.0392 0.0111 0.1562 0.0393 0.1614 0.4569 0.0392 0.4414
8.9 0.600 -1.56 0.0431 8.0403 0.0145 0.1559 0.0095 0.0241 0.0068 0.2600 0.0489 0.0534 0.0082 0.0604 0.1925
8.9 0.377 -1.43 0.0087 3.5197 0.0035 0.0757 0.0026 0.0065 0.0018 0.4032 0.0443 0.0201 0.0020 0.0822 0.1092
8.9 0.149 -1.19 0.0000 0.7753 0.0000 0.0239 0.0000 0.0000 0.0000 0.4478 0.0299 0.0046 0.0000 0.1473 0.0520
8.9 0.081 -1.04 0.0000 0.4938 0.0000 0.0123 0.0000 0.0000 0.0000 0.4545 0.0242 0.0022 0.0000 0.2294 0.0415
8.9 0.038 -0.86 0.0000 0.2847 0.0000 0.0050 0.0000 0.0000 0.0000 0.4588 0.0175 0.0000 0.0000 0.3810 0.0292
8.9 0.015 -0.64 0.0000 0.1419 0.0000 0.0015 0.0000 0.0000 0.0000 0.4690 0.0111 0.0000 0.0000 0.6871 0.0179
8.9 0.013 -0.49 0.0000 0.0886 0.0000 0.0000 0.0000 0.0000 0.0000 0.4856 0.0080 0.0000 0.0000 1.0370 0.0132
8.9 1.000 -1.49 1.0267 12.4817 0.4195 0.3572 0.0140 0.0359 0.0101 0.1793 0.0474 0.1509 0.4035 0.0706 0.4972
8.9 0.586 -1.33 0.0310 7.6844 0.0090 0.1216 0.0072 0.0183 0.0051 0.3057 0.0568 0.0407 0.0048 0.1110 0.2158
8.9 0.360 -1.20 0.0038 2.2547 0.0011 0.0534 0.0000 0.0023 0.0000 0.4357 0.0471 0.0129 0.0010 0.1526 0.1176
8.9 0.143 -0.96 0.0000 0.5828 0.0000 0.0142 0.0000 0.0000 0.0000 0.4488 0.0274 0.0026 0.0000 0.2305 0.0489
8.9 0.072 -0.79 0.0000 0.3053 0.0000 0.0054 0.0000 0.0000 0.0000 0.4548 0.0185 0.0000 0.0000 0.3186 0.0306
8.9 0.039 -0.63 0.0000 0.1658 0.0000 0.0020 0.0000 0.0000 0.0000 0.4620 0.0121 0.0000 0.0000 0.4521 0.0192
8.9 0.014 -0.39 0.0000 0.0616 0.0000 0.0000 0.0000 0.0000 0.0000 0.4778 0.0059 0.0000 0.0000 0.8052 0.0096
8.9 0.014 -0.39 0.0000 0.0616 0.0000 0.0000 0.0000 0.0000 0.0000 0.4778 0.0059 0.0000 0.0000 0.8052 0.0096
