#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log N/O: -2.0 - 0.0, log U: -4.0 - -1.5 (O/H vs log U empirically constrained)
# SED: POPSTAR, Chabrier IMF, age = 1 Myr
# Plane-parallel geometry
#
#12+log(O/H) log(N/O) log(U) HI_4.05m HI_7.46m SIV_10.5m HI_12.4m NeII_12.8m NeIII_15.5m SIII_18.7m SIII_33.7m OIII_52m NIII_57m OIII_88m NII_121.8m
7.60 -2.000 -2.25 0.0613 0.0183 0.1132 0.0067 0.0034 0.0945 0.0868 0.0858 0.3139 0.0036 0.1900 0.0000
7.60 -2.000 -2.00 0.0603 0.0180 0.1757 0.0066 0.0022 0.0991 0.0805 0.0791 0.3413 0.0035 0.2064 0.0000
7.60 -1.875 -2.50 0.0618 0.0185 0.0651 0.0068 0.0053 0.0901 0.0902 0.0895 0.2835 0.0045 0.1721 0.0000
7.60 -1.875 -2.25 0.0610 0.0182 0.1137 0.0067 0.0034 0.0950 0.0875 0.0864 0.3165 0.0048 0.1919 0.0000
7.60 -1.875 -2.00 0.0603 0.0180 0.1757 0.0066 0.0022 0.0990 0.0805 0.0791 0.3412 0.0047 0.2063 0.0000
7.60 -1.750 -2.50 0.0618 0.0185 0.0651 0.0068 0.0053 0.0901 0.0902 0.0894 0.2834 0.0061 0.1720 0.0000
7.60 -1.750 -2.25 0.0610 0.0182 0.1136 0.0067 0.0034 0.0950 0.0875 0.0864 0.3164 0.0064 0.1918 0.0000
7.60 -1.750 -2.00 0.0603 0.0180 0.1757 0.0066 0.0022 0.0990 0.0804 0.0791 0.3410 0.0063 0.2062 0.0000
7.60 -1.625 -2.50 0.0618 0.0185 0.0651 0.0068 0.0053 0.0901 0.0902 0.0894 0.2833 0.0081 0.1720 0.0000
7.60 -1.625 -2.25 0.0610 0.0182 0.1136 0.0067 0.0034 0.0950 0.0875 0.0863 0.3162 0.0085 0.1917 0.0000
7.60 -1.625 -2.00 0.0603 0.0180 0.1757 0.0066 0.0022 0.0990 0.0804 0.0790 0.3408 0.0084 0.2060 0.0000
7.60 -1.500 -2.50 0.0618 0.0185 0.0650 0.0068 0.0053 0.0900 0.0901 0.0894 0.2832 0.0108 0.1719 0.0000
7.60 -1.500 -2.25 0.0611 0.0182 0.1136 0.0067 0.0034 0.0949 0.0874 0.0863 0.3160 0.0113 0.1916 0.0000
7.60 -1.500 -2.00 0.0603 0.0180 0.1757 0.0066 0.0022 0.0989 0.0803 0.0790 0.3405 0.0112 0.2058 0.0000
7.60 -1.375 -2.50 0.0618 0.0185 0.0650 0.0068 0.0054 0.0900 0.0901 0.0893 0.2830 0.0143 0.1718 0.0000
7.60 -1.375 -2.25 0.0611 0.0182 0.1135 0.0067 0.0034 0.0949 0.0874 0.0862 0.3158 0.0151 0.1914 0.0000
7.60 -1.375 -2.00 0.0604 0.0180 0.1756 0.0066 0.0022 0.0988 0.0802 0.0789 0.3401 0.0149 0.2056 0.0000
7.60 -1.250 -2.50 0.0618 0.0185 0.0650 0.0068 0.0054 0.0900 0.0900 0.0893 0.2828 0.0191 0.1716 0.0000
7.60 -1.250 -2.25 0.0611 0.0183 0.1135 0.0067 0.0034 0.0948 0.0873 0.0861 0.3154 0.0201 0.1912 0.0000
7.60 -1.250 -2.00 0.0604 0.0180 0.1756 0.0066 0.0022 0.0987 0.0801 0.0788 0.3396 0.0198 0.2052 0.0000
7.60 -1.125 -2.50 0.0619 0.0185 0.0649 0.0068 0.0054 0.0899 0.0899 0.0892 0.2825 0.0255 0.1714 0.0000
7.60 -1.125 -2.25 0.0612 0.0183 0.1134 0.0067 0.0034 0.0947 0.0871 0.0860 0.3150 0.0267 0.1908 0.0000
7.60 -1.125 -2.00 0.0605 0.0180 0.1755 0.0066 0.0022 0.0986 0.0800 0.0786 0.3390 0.0264 0.2048 0.0000
7.60 -1.000 -2.50 0.0619 0.0185 0.0649 0.0068 0.0054 0.0898 0.0898 0.0891 0.2821 0.0339 0.1711 0.0000
7.60 -1.000 -2.25 0.0612 0.0183 0.1133 0.0067 0.0034 0.0946 0.0870 0.0859 0.3144 0.0356 0.1904 0.0000
7.60 -1.000 -2.00 0.0605 0.0181 0.1754 0.0067 0.0022 0.0984 0.0798 0.0785 0.3382 0.0352 0.2042 0.0000
7.60 -0.875 -2.50 0.0620 0.0185 0.0648 0.0068 0.0054 0.0897 0.0896 0.0890 0.2816 0.0451 0.1707 0.0013
7.60 -0.875 -2.25 0.0613 0.0183 0.1131 0.0067 0.0034 0.0944 0.0868 0.0857 0.3137 0.0474 0.1899 0.0000
7.60 -0.875 -2.00 0.0607 0.0181 0.1753 0.0067 0.0022 0.0981 0.0795 0.0783 0.3371 0.0468 0.2034 0.0000
7.60 -0.750 -2.50 0.0621 0.0186 0.0646 0.0068 0.0054 0.0895 0.0894 0.0888 0.2810 0.0601 0.1703 0.0017
7.60 -0.750 -2.25 0.0614 0.0184 0.1129 0.0068 0.0034 0.0942 0.0865 0.0855 0.3128 0.0630 0.1892 0.0011
7.60 -0.750 -2.00 0.0608 0.0182 0.1750 0.0067 0.0022 0.0978 0.0792 0.0780 0.3358 0.0622 0.2025 0.0000
7.60 -0.625 -2.50 0.0622 0.0186 0.0645 0.0068 0.0054 0.0893 0.0892 0.0886 0.2801 0.0799 0.1696 0.0022
7.60 -0.625 -2.25 0.0615 0.0184 0.1127 0.0068 0.0034 0.0939 0.0862 0.0852 0.3115 0.0837 0.1884 0.0015
7.60 -0.625 -2.00 0.0609 0.0182 0.1747 0.0067 0.0022 0.0975 0.0788 0.0776 0.3341 0.0827 0.2013 0.0011
7.60 -0.500 -2.50 0.0623 0.0187 0.0643 0.0069 0.0054 0.0890 0.0888 0.0883 0.2790 0.1061 0.1688 0.0030
7.60 -0.500 -2.25 0.0617 0.0185 0.1123 0.0068 0.0034 0.0935 0.0858 0.0849 0.3100 0.1112 0.1873 0.0020
7.60 -0.500 -2.00 0.0611 0.0183 0.1741 0.0067 0.0022 0.0970 0.0783 0.0772 0.3320 0.1098 0.1999 0.0014
7.60 -0.375 -2.50 0.0625 0.0187 0.0640 0.0069 0.0054 0.0887 0.0884 0.0879 0.2776 0.1408 0.1678 0.0039
7.60 -0.375 -2.25 0.0619 0.0185 0.1119 0.0068 0.0034 0.0931 0.0852 0.0844 0.3081 0.1475 0.1859 0.0027
7.60 -0.375 -2.00 0.0614 0.0184 0.1735 0.0068 0.0022 0.0964 0.0777 0.0767 0.3296 0.1456 0.1981 0.0019
7.60 -0.250 -2.50 0.0627 0.0188 0.0637 0.0069 0.0055 0.0882 0.0878 0.0875 0.2758 0.1866 0.1666 0.0052
7.60 -0.250 -2.25 0.0621 0.0186 0.1113 0.0068 0.0035 0.0925 0.0846 0.0839 0.3058 0.1954 0.1843 0.0035
7.60 -0.250 -2.00 0.0616 0.0185 0.1726 0.0068 0.0022 0.0957 0.0770 0.0761 0.3266 0.1929 0.1960 0.0025
7.60 -0.125 -2.50 0.0629 0.0189 0.0632 0.0069 0.0055 0.0877 0.0871 0.0869 0.2737 0.2469 0.1650 0.0069
7.60 -0.125 -2.25 0.0624 0.0187 0.1106 0.0069 0.0035 0.0918 0.0838 0.0832 0.3031 0.2585 0.1823 0.0047
7.60 -0.125 -2.00 0.0620 0.0186 0.1714 0.0068 0.0023 0.0949 0.0762 0.0754 0.3232 0.2554 0.1936 0.0033
7.60 0.000 -2.50 0.0633 0.0190 0.0627 0.0070 0.0055 0.0870 0.0863 0.0862 0.2710 0.3262 0.1631 0.0092
7.60 0.000 -2.25 0.0628 0.0188 0.1097 0.0069 0.0035 0.0910 0.0829 0.0824 0.2998 0.3415 0.1800 0.0062
7.60 0.000 -2.00 0.0623 0.0187 0.1701 0.0069 0.0023 0.0939 0.0752 0.0746 0.3193 0.3376 0.1908 0.0043
7.70 -2.000 -2.50 0.0623 0.0187 0.0796 0.0069 0.0069 0.1120 0.1123 0.1116 0.3513 0.0042 0.2123 0.0000
7.70 -2.000 -2.25 0.0616 0.0184 0.1396 0.0068 0.0044 0.1181 0.1089 0.1077 0.3918 0.0045 0.2362 0.0000
7.70 -2.000 -2.00 0.0609 0.0182 0.2173 0.0067 0.0028 0.1229 0.1001 0.0986 0.4217 0.0044 0.2531 0.0000
7.70 -1.875 -2.50 0.0623 0.0187 0.0796 0.0069 0.0069 0.1120 0.1123 0.1116 0.3512 0.0056 0.2122 0.0000
7.70 -1.875 -2.25 0.0616 0.0184 0.1396 0.0068 0.0044 0.1180 0.1089 0.1077 0.3917 0.0059 0.2361 0.0000
7.70 -1.875 -2.00 0.0609 0.0182 0.2173 0.0067 0.0028 0.1229 0.1001 0.0986 0.4216 0.0059 0.2530 0.0000
7.70 -1.750 -2.50 0.0623 0.0187 0.0796 0.0069 0.0069 0.1119 0.1122 0.1115 0.3511 0.0075 0.2121 0.0000
7.70 -1.750 -2.25 0.0616 0.0184 0.1396 0.0068 0.0044 0.1180 0.1089 0.1076 0.3915 0.0079 0.2360 0.0000
7.70 -1.750 -2.00 0.0609 0.0182 0.2172 0.0067 0.0028 0.1229 0.1000 0.0985 0.4213 0.0078 0.2528 0.0000
7.70 -1.625 -2.50 0.0623 0.0187 0.0796 0.0069 0.0069 0.1119 0.1122 0.1115 0.3510 0.0100 0.2120 0.0000
7.70 -1.625 -2.25 0.0616 0.0184 0.1395 0.0068 0.0044 0.1180 0.1088 0.1076 0.3913 0.0106 0.2358 0.0000
7.70 -1.625 -2.00 0.0609 0.0182 0.2172 0.0067 0.0028 0.1228 0.0999 0.0985 0.4210 0.0105 0.2526 0.0000
7.70 -1.500 -2.50 0.0623 0.0187 0.0795 0.0069 0.0069 0.1119 0.1121 0.1115 0.3508 0.0134 0.2119 0.0000
7.70 -1.500 -2.25 0.0617 0.0185 0.1395 0.0068 0.0044 0.1179 0.1087 0.1075 0.3910 0.0141 0.2356 0.0000
7.70 -1.500 -2.00 0.0610 0.0182 0.2171 0.0067 0.0028 0.1227 0.0998 0.0984 0.4206 0.0139 0.2523 0.0000
7.70 -1.375 -2.50 0.0624 0.0187 0.0795 0.0069 0.0069 0.1118 0.1120 0.1114 0.3505 0.0178 0.2117 0.0000
7.70 -1.375 -2.25 0.0617 0.0185 0.1394 0.0068 0.0044 0.1178 0.1086 0.1074 0.3907 0.0187 0.2354 0.0000
7.70 -1.375 -2.00 0.0610 0.0182 0.2170 0.0067 0.0028 0.1226 0.0997 0.0983 0.4201 0.0186 0.2520 0.0000
7.70 -1.250 -2.50 0.0624 0.0187 0.0794 0.0069 0.0069 0.1117 0.1119 0.1113 0.3502 0.0237 0.2115 0.0000
7.70 -1.250 -2.25 0.0617 0.0185 0.1393 0.0068 0.0044 0.1177 0.1085 0.1073 0.3902 0.0249 0.2350 0.0000
7.70 -1.250 -2.00 0.0611 0.0183 0.2168 0.0067 0.0028 0.1224 0.0996 0.0981 0.4194 0.0247 0.2515 0.0000
7.70 -1.125 -2.50 0.0624 0.0187 0.0793 0.0069 0.0069 0.1116 0.1118 0.1112 0.3498 0.0316 0.2112 0.0000
7.70 -1.125 -2.25 0.0618 0.0185 0.1391 0.0068 0.0044 0.1175 0.1083 0.1072 0.3896 0.0332 0.2346 0.0000
7.70 -1.125 -2.00 0.0611 0.0183 0.2166 0.0067 0.0028 0.1222 0.0993 0.0979 0.4185 0.0329 0.2509 0.0000
7.70 -1.000 -2.50 0.0625 0.0187 0.0792 0.0069 0.0070 0.1114 0.1116 0.1110 0.3492 0.0421 0.2108 0.0012
7.70 -1.000 -2.25 0.0618 0.0185 0.1390 0.0068 0.0044 0.1173 0.1081 0.1070 0.3887 0.0442 0.2340 0.0000
7.70 -1.000 -2.00 0.0612 0.0183 0.2163 0.0067 0.0028 0.1219 0.0991 0.0977 0.4174 0.0438 0.2501 0.0000
7.70 -0.875 -2.50 0.0626 0.0188 0.0791 0.0069 0.0070 0.1113 0.1114 0.1108 0.3484 0.0560 0.2102 0.0016
7.70 -0.875 -2.25 0.0619 0.0186 0.1387 0.0068 0.0044 0.1171 0.1078 0.1067 0.3877 0.0588 0.2333 0.0011
7.70 -0.875 -2.00 0.0613 0.0183 0.2159 0.0068 0.0028 0.1216 0.0987 0.0974 0.4159 0.0582 0.2491 0.0000
7.70 -0.750 -2.50 0.0627 0.0188 0.0789 0.0069 0.0070 0.1110 0.1111 0.1106 0.3474 0.0744 0.2095 0.0021
7.70 -0.750 -2.25 0.0620 0.0186 0.1384 0.0068 0.0044 0.1168 0.1074 0.1064 0.3864 0.0782 0.2323 0.0014
7.70 -0.750 -2.00 0.0614 0.0184 0.2154 0.0068 0.0028 0.1212 0.0983 0.0970 0.4141 0.0774 0.2478 0.0000
7.70 -0.625 -2.50 0.0628 0.0188 0.0787 0.0069 0.0070 0.1107 0.1107 0.1102 0.3462 0.0989 0.2086 0.0028
7.70 -0.625 -2.25 0.0622 0.0186 0.1380 0.0069 0.0044 0.1163 0.1069 0.1060 0.3847 0.1039 0.2311 0.0019
7.70 -0.625 -2.00 0.0616 0.0185 0.2148 0.0068 0.0029 0.1206 0.0978 0.0965 0.4119 0.1028 0.2462 0.0013
7.70 -0.500 -2.50 0.0629 0.0189 0.0784 0.0069 0.0070 0.1103 0.1102 0.1098 0.3446 0.1313 0.2075 0.0037
7.70 -0.500 -2.25 0.0623 0.0187 0.1374 0.0069 0.0044 0.1158 0.1063 0.1055 0.3826 0.1379 0.2296 0.0025
7.70 -0.500 -2.00 0.0618 0.0185 0.2139 0.0068 0.0029 0.1200 0.0971 0.0960 0.4091 0.1364 0.2443 0.0018
7.70 -0.375 -2.50 0.0631 0.0190 0.0780 0.0070 0.0071 0.1098 0.1095 0.1093 0.3425 0.1741 0.2061 0.0049
7.70 -0.375 -2.25 0.0625 0.0188 0.1368 0.0069 0.0045 0.1152 0.1056 0.1049 0.3800 0.1828 0.2278 0.0033
7.70 -0.375 -2.00 0.0620 0.0186 0.2129 0.0068 0.0029 0.1192 0.0963 0.0953 0.4059 0.1809 0.2420 0.0023
7.70 -0.250 -2.50 0.0633 0.0190 0.0775 0.0070 0.0071 0.1091 0.1088 0.1086 0.3401 0.2305 0.2043 0.0066
7.70 -0.250 -2.25 0.0628 0.0189 0.1359 0.0069 0.0045 0.1144 0.1047 0.1041 0.3768 0.2419 0.2256 0.0044
7.70 -0.250 -2.00 0.0623 0.0187 0.2116 0.0069 0.0029 0.1183 0.0953 0.0945 0.4020 0.2395 0.2393 0.0031
7.70 -0.125 -2.50 0.0636 0.0191 0.0769 0.0070 0.0071 0.1083 0.1078 0.1078 0.3370 0.3047 0.2021 0.0087
7.70 -0.125 -2.25 0.0631 0.0190 0.1349 0.0070 0.0045 0.1134 0.1037 0.1032 0.3730 0.3197 0.2229 0.0058
7.70 -0.125 -2.00 0.0627 0.0188 0.2100 0.0069 0.0029 0.1172 0.0942 0.0935 0.3975 0.3169 0.2362 0.0041
7.70 0.000 -2.50 0.0639 0.0192 0.0761 0.0071 0.0072 0.1073 0.1066 0.1067 0.3334 0.4019 0.1996 0.0115
7.70 0.000 -2.25 0.0635 0.0191 0.1336 0.0070 0.0046 0.1123 0.1025 0.1022 0.3687 0.4218 0.2199 0.0077
7.70 0.000 -2.00 0.0630 0.0190 0.2081 0.0070 0.0030 0.1159 0.0930 0.0925 0.3924 0.4186 0.2326 0.0054
7.80 -2.000 -2.50 0.0629 0.0189 0.0970 0.0069 0.0090 0.1386 0.1391 0.1386 0.4333 0.0052 0.2604 0.0000
7.80 -2.000 -2.25 0.0623 0.0187 0.1708 0.0069 0.0056 0.1461 0.1349 0.1337 0.4827 0.0055 0.2889 0.0000
7.80 -2.000 -2.00 0.0616 0.0185 0.2671 0.0068 0.0036 0.1520 0.1239 0.1223 0.5187 0.0055 0.3085 0.0000
7.80 -1.875 -2.50 0.0629 0.0189 0.0970 0.0070 0.0090 0.1386 0.1391 0.1386 0.4332 0.0070 0.2603 0.0000
7.80 -1.875 -2.25 0.0623 0.0187 0.1708 0.0069 0.0056 0.1460 0.1348 0.1337 0.4826 0.0074 0.2887 0.0000
7.80 -1.875 -2.00 0.0616 0.0185 0.2670 0.0068 0.0036 0.1519 0.1239 0.1223 0.5185 0.0073 0.3083 0.0000
7.80 -1.750 -2.50 0.0629 0.0189 0.0970 0.0070 0.0090 0.1386 0.1390 0.1385 0.4330 0.0093 0.2602 0.0000
7.80 -1.750 -2.25 0.0623 0.0187 0.1707 0.0069 0.0057 0.1460 0.1348 0.1336 0.4824 0.0098 0.2886 0.0000
7.80 -1.750 -2.00 0.0616 0.0185 0.2669 0.0068 0.0036 0.1518 0.1238 0.1222 0.5182 0.0097 0.3081 0.0000
7.80 -1.625 -2.50 0.0630 0.0189 0.0969 0.0070 0.0090 0.1385 0.1390 0.1385 0.4328 0.0124 0.2600 0.0000
7.80 -1.625 -2.25 0.0623 0.0187 0.1706 0.0069 0.0057 0.1459 0.1347 0.1336 0.4821 0.0131 0.2884 0.0000
7.80 -1.625 -2.00 0.0617 0.0185 0.2668 0.0068 0.0036 0.1517 0.1237 0.1221 0.5178 0.0130 0.3078 0.0000
7.80 -1.500 -2.50 0.0630 0.0189 0.0969 0.0070 0.0090 0.1384 0.1389 0.1384 0.4325 0.0165 0.2598 0.0000
7.80 -1.500 -2.25 0.0623 0.0187 0.1705 0.0069 0.0057 0.1458 0.1346 0.1335 0.4817 0.0174 0.2881 0.0000
7.80 -1.500 -2.00 0.0617 0.0185 0.2667 0.0068 0.0036 0.1516 0.1236 0.1220 0.5173 0.0173 0.3075 0.0000
7.80 -1.375 -2.50 0.0630 0.0189 0.0968 0.0070 0.0090 0.1383 0.1388 0.1383 0.4321 0.0220 0.2596 0.0000
7.80 -1.375 -2.25 0.0624 0.0187 0.1704 0.0069 0.0057 0.1457 0.1344 0.1334 0.4812 0.0232 0.2878 0.0000
7.80 -1.375 -2.00 0.0617 0.0185 0.2665 0.0068 0.0036 0.1515 0.1234 0.1219 0.5166 0.0230 0.3070 0.0000
7.80 -1.250 -2.50 0.0630 0.0189 0.0967 0.0070 0.0090 0.1382 0.1386 0.1382 0.4316 0.0293 0.2592 0.0000
7.80 -1.250 -2.25 0.0624 0.0187 0.1703 0.0069 0.0057 0.1455 0.1342 0.1332 0.4805 0.0309 0.2873 0.0000
7.80 -1.250 -2.00 0.0618 0.0185 0.2662 0.0068 0.0036 0.1512 0.1232 0.1217 0.5157 0.0306 0.3064 0.0000
7.80 -1.125 -2.50 0.0631 0.0189 0.0966 0.0070 0.0090 0.1381 0.1384 0.1380 0.4310 0.0390 0.2588 0.0011
7.80 -1.125 -2.25 0.0625 0.0187 0.1700 0.0069 0.0057 0.1453 0.1340 0.1330 0.4797 0.0411 0.2867 0.0000
7.80 -1.125 -2.00 0.0618 0.0185 0.2658 0.0068 0.0037 0.1510 0.1229 0.1214 0.5146 0.0408 0.3055 0.0000
7.80 -1.000 -2.50 0.0631 0.0190 0.0964 0.0070 0.0090 0.1378 0.1381 0.1378 0.4302 0.0520 0.2582 0.0015
7.80 -1.000 -2.25 0.0625 0.0188 0.1698 0.0069 0.0057 0.1451 0.1337 0.1327 0.4786 0.0547 0.2859 0.0010
7.80 -1.000 -2.00 0.0619 0.0186 0.2654 0.0068 0.0037 0.1506 0.1225 0.1211 0.5131 0.0543 0.3045 0.0000
7.80 -0.875 -2.50 0.0632 0.0190 0.0962 0.0070 0.0090 0.1376 0.1378 0.1375 0.4291 0.0691 0.2574 0.0020
7.80 -0.875 -2.25 0.0626 0.0188 0.1694 0.0069 0.0057 0.1447 0.1333 0.1324 0.4771 0.0728 0.2849 0.0013
7.80 -0.875 -2.00 0.0620 0.0186 0.2648 0.0068 0.0037 0.1501 0.1220 0.1207 0.5112 0.0722 0.3032 0.0000
7.80 -0.750 -2.50 0.0633 0.0190 0.0960 0.0070 0.0091 0.1372 0.1374 0.1371 0.4278 0.0919 0.2565 0.0026
7.80 -0.750 -2.25 0.0627 0.0188 0.1689 0.0069 0.0057 0.1442 0.1328 0.1320 0.4753 0.0967 0.2837 0.0018
7.80 -0.750 -2.00 0.0622 0.0187 0.2640 0.0069 0.0037 0.1496 0.1215 0.1202 0.5089 0.0959 0.3016 0.0012
7.80 -0.625 -2.50 0.0634 0.0191 0.0956 0.0070 0.0091 0.1367 0.1368 0.1366 0.4260 0.1220 0.2552 0.0035
7.80 -0.625 -2.25 0.0629 0.0189 0.1683 0.0069 0.0057 0.1437 0.1321 0.1314 0.4730 0.1284 0.2821 0.0024
7.80 -0.625 -2.00 0.0623 0.0187 0.2631 0.0069 0.0037 0.1489 0.1207 0.1196 0.5059 0.1274 0.2995 0.0016
7.80 -0.500 -2.50 0.0636 0.0191 0.0952 0.0070 0.0091 0.1361 0.1361 0.1360 0.4238 0.1619 0.2537 0.0046
7.80 -0.500 -2.25 0.0631 0.0190 0.1676 0.0070 0.0058 0.1430 0.1313 0.1307 0.4702 0.1703 0.2801 0.0031
7.80 -0.500 -2.00 0.0625 0.0188 0.2619 0.0069 0.0037 0.1480 0.1199 0.1189 0.5024 0.1690 0.2971 0.0022
7.80 -0.375 -2.50 0.0638 0.0192 0.0946 0.0071 0.0092 0.1354 0.1352 0.1353 0.4210 0.2144 0.2517 0.0062
7.80 -0.375 -2.25 0.0633 0.0190 0.1666 0.0070 0.0058 0.1421 0.1304 0.1299 0.4667 0.2256 0.2777 0.0042
7.80 -0.375 -2.00 0.0628 0.0189 0.2604 0.0069 0.0038 0.1470 0.1188 0.1180 0.4982 0.2240 0.2942 0.0029
7.80 -0.250 -2.50 0.0640 0.0193 0.0939 0.0071 0.0092 0.1345 0.1341 0.1343 0.4177 0.2837 0.2493 0.0082
7.80 -0.250 -2.25 0.0635 0.0191 0.1654 0.0070 0.0058 0.1410 0.1292 0.1289 0.4626 0.2984 0.2748 0.0055
7.80 -0.250 -2.00 0.0631 0.0190 0.2586 0.0070 0.0038 0.1457 0.1176 0.1170 0.4932 0.2965 0.2907 0.0038
7.80 -0.125 -2.50 0.0643 0.0194 0.0931 0.0071 0.0093 0.1333 0.1328 0.1332 0.4136 0.3745 0.2465 0.0109
7.80 -0.125 -2.25 0.0638 0.0192 0.1640 0.0071 0.0059 0.1397 0.1278 0.1277 0.4578 0.3941 0.2714 0.0073
7.80 -0.125 -2.00 0.0634 0.0191 0.2564 0.0070 0.0038 0.1443 0.1163 0.1158 0.4875 0.3920 0.2868 0.0050
7.80 0.000 -2.50 0.0647 0.0195 0.0920 0.0072 0.0094 0.1319 0.1313 0.1318 0.4088 0.4933 0.2430 0.0144
7.80 0.000 -2.25 0.0642 0.0194 0.1623 0.0071 0.0060 0.1382 0.1263 0.1263 0.4522 0.5195 0.2675 0.0096
7.80 0.000 -2.00 0.0638 0.0192 0.2538 0.0071 0.0039 0.1427 0.1147 0.1144 0.4811 0.5176 0.2824 0.0066
7.90 -2.000 -2.75 0.0642 0.0193 0.0586 0.0071 0.0185 0.1587 0.1677 0.1684 0.4466 0.0056 0.2674 0.0000
7.90 -2.000 -2.50 0.0637 0.0192 0.1175 0.0070 0.0116 0.1708 0.1714 0.1713 0.5312 0.0064 0.3170 0.0000
7.90 -2.000 -2.25 0.0631 0.0190 0.2079 0.0070 0.0073 0.1799 0.1660 0.1652 0.5912 0.0068 0.3506 0.0000
7.90 -1.875 -2.75 0.0643 0.0194 0.0586 0.0071 0.0185 0.1587 0.1676 0.1684 0.4465 0.0075 0.2673 0.0000
7.90 -1.875 -2.50 0.0637 0.0192 0.1175 0.0070 0.0116 0.1707 0.1713 0.1712 0.5310 0.0086 0.3169 0.0000
7.90 -1.875 -2.25 0.0631 0.0190 0.2078 0.0070 0.0073 0.1798 0.1659 0.1651 0.5910 0.0091 0.3505 0.0000
7.90 -1.750 -2.75 0.0643 0.0194 0.0586 0.0071 0.0185 0.1586 0.1676 0.1683 0.4463 0.0100 0.2672 0.0000
7.90 -1.750 -2.50 0.0637 0.0192 0.1175 0.0071 0.0116 0.1707 0.1713 0.1712 0.5309 0.0114 0.3168 0.0000
7.90 -1.750 -2.25 0.0631 0.0190 0.2077 0.0070 0.0073 0.1797 0.1658 0.1650 0.5907 0.0121 0.3503 0.0000
7.90 -1.625 -2.75 0.0643 0.0194 0.0585 0.0071 0.0186 0.1585 0.1675 0.1682 0.4461 0.0134 0.2671 0.0000
7.90 -1.625 -2.50 0.0637 0.0192 0.1174 0.0071 0.0116 0.1706 0.1711 0.1711 0.5305 0.0152 0.3165 0.0000
7.90 -1.625 -2.25 0.0631 0.0190 0.2076 0.0070 0.0073 0.1796 0.1657 0.1649 0.5903 0.0161 0.3500 0.0000
7.90 -1.500 -2.75 0.0643 0.0194 0.0585 0.0071 0.0186 0.1585 0.1674 0.1682 0.4458 0.0178 0.2669 0.0000
7.90 -1.500 -2.50 0.0637 0.0192 0.1173 0.0071 0.0116 0.1705 0.1710 0.1710 0.5302 0.0203 0.3163 0.0000
7.90 -1.500 -2.25 0.0631 0.0190 0.2075 0.0070 0.0073 0.1795 0.1656 0.1648 0.5898 0.0214 0.3497 0.0000
7.90 -1.375 -2.75 0.0643 0.0194 0.0585 0.0071 0.0186 0.1584 0.1672 0.1680 0.4454 0.0237 0.2666 0.0012
7.90 -1.375 -2.50 0.0637 0.0192 0.1172 0.0071 0.0117 0.1704 0.1709 0.1709 0.5297 0.0270 0.3159 0.0000
7.90 -1.375 -2.25 0.0632 0.0190 0.2073 0.0070 0.0073 0.1793 0.1654 0.1647 0.5891 0.0285 0.3492 0.0000
7.90 -1.250 -2.75 0.0644 0.0194 0.0584 0.0071 0.0186 0.1582 0.1671 0.1679 0.4450 0.0316 0.2663 0.0016
7.90 -1.250 -2.50 0.0638 0.0192 0.1171 0.0071 0.0117 0.1702 0.1707 0.1707 0.5290 0.0360 0.3155 0.0010
7.90 -1.250 -2.25 0.0632 0.0190 0.2071 0.0070 0.0073 0.1791 0.1652 0.1645 0.5883 0.0380 0.3486 0.0000
7.90 -1.125 -2.75 0.0644 0.0194 0.0583 0.0071 0.0186 0.1580 0.1668 0.1677 0.4444 0.0420 0.2658 0.0021
7.90 -1.125 -2.50 0.0638 0.0192 0.1169 0.0071 0.0117 0.1700 0.1704 0.1704 0.5282 0.0480 0.3149 0.0014
7.90 -1.125 -2.25 0.0633 0.0190 0.2068 0.0070 0.0074 0.1788 0.1648 0.1642 0.5872 0.0506 0.3478 0.0000
7.90 -1.000 -2.75 0.0645 0.0194 0.0582 0.0071 0.0186 0.1578 0.1665 0.1674 0.4435 0.0560 0.2652 0.0028
7.90 -1.000 -2.50 0.0639 0.0192 0.1167 0.0071 0.0117 0.1697 0.1700 0.1701 0.5271 0.0638 0.3141 0.0019
7.90 -1.000 -2.25 0.0633 0.0190 0.2064 0.0070 0.0074 0.1785 0.1644 0.1638 0.5858 0.0673 0.3469 0.0012
7.90 -0.875 -2.75 0.0645 0.0194 0.0580 0.0072 0.0186 0.1574 0.1661 0.1670 0.4423 0.0744 0.2644 0.0037
7.90 -0.875 -2.50 0.0640 0.0193 0.1164 0.0071 0.0117 0.1693 0.1696 0.1697 0.5257 0.0849 0.3131 0.0025
7.90 -0.875 -2.25 0.0634 0.0191 0.2059 0.0070 0.0074 0.1780 0.1639 0.1634 0.5840 0.0895 0.3456 0.0017
7.90 -0.750 -2.75 0.0646 0.0195 0.0578 0.0072 0.0187 0.1570 0.1656 0.1666 0.4409 0.0989 0.2634 0.0050
7.90 -0.750 -2.50 0.0641 0.0193 0.1161 0.0071 0.0117 0.1688 0.1690 0.1692 0.5239 0.1128 0.3118 0.0033
7.90 -0.750 -2.25 0.0635 0.0191 0.2053 0.0070 0.0074 0.1774 0.1633 0.1628 0.5816 0.1189 0.3440 0.0022
7.90 -0.625 -2.75 0.0647 0.0195 0.0576 0.0072 0.0187 0.1564 0.1649 0.1660 0.4391 0.1312 0.2621 0.0066
