#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 90 kK
# SED: Black-body
#Spherical geometry
#
#12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 He1_5876 He2_4686
8.3 40000.0 -1.95 1.8021 4.6105 0.1684 0.2924 0.0579 0.0
8.3 45000.0 -1.94 1.5697 6.0422 0.1755 0.3025 0.058 0.0012
8.3 30000.0 -1.75 2.4946 1.939 0.1741 0.2517 0.0562 0.0
8.3 32500.0 -1.75 2.2459 2.8097 0.1545 0.2689 0.0573 0.0
8.3 35000.0 -1.74 1.9905 3.7033 0.1457 0.2822 0.0577 0.0
8.3 37500.0 -1.73 1.7709 4.5941 0.1427 0.2923 0.0579 0.0
8.3 50000.0 -1.73 1.2711 8.2811 0.1698 0.3006 0.0575 0.0043
8.3 40000.0 -1.69 1.5755 5.5647 0.1412 0.2999 0.058 0.0
8.3 45000.0 -1.69 1.3611 7.1139 0.1518 0.3038 0.0579 0.0018
8.3 55000.0 -1.69 1.1762 9.6106 0.1826 0.2909 0.0567 0.0097
8.3 90000.0 -1.77 1.1913 11.033 0.267 0.2396 0.0408 0.123
8.3 80000.0 -1.75 1.1626 11.6026 0.2504 0.2498 0.0468 0.0786
8.3 70000.0 -1.73 1.1392 11.4809 0.2276 0.2632 0.0519 0.0424
8.3 60000.0 -1.7 1.1436 10.5036 0.1983 0.2808 0.0555 0.0176
8.3 30000.0 -1.51 2.3585 2.4732 0.1364 0.2643 0.057 0.0
8.3 32500.0 -1.51 2.0566 3.4706 0.1256 0.2796 0.0575 0.0
8.3 35000.0 -1.5 1.7892 4.4593 0.1221 0.2911 0.0578 0.0
8.3 37500.0 -1.49 1.5718 5.455 0.1222 0.2992 0.0579 0.0
8.3 40000.0 -1.44 1.3845 6.5438 0.1231 0.3036 0.0579 0.0
8.3 45000.0 -1.44 1.1894 8.2214 0.1355 0.3011 0.0577 0.0025
8.3 50000.0 -1.44 1.081 9.6767 0.1501 0.2908 0.0571 0.0064
8.3 55000.0 -1.45 1.0263 10.8144 0.1654 0.2778 0.0561 0.0131
8.3 90000.0 -1.52 1.0396 11.1241 0.2358 0.218 0.0376 0.1453
8.3 80000.0 -1.5 1.0149 12.1534 0.223 0.2289 0.0443 0.0959
8.3 70000.0 -1.48 0.9931 12.4286 0.2043 0.2435 0.0501 0.0538
8.3 60000.0 -1.45 0.9952 11.6949 0.1793 0.2643 0.0545 0.0234
8.6 60000.0 -4.0 1.6475 0.0458 1.4071 0.0864 0.0636 0.0022
8.6 70000.0 -4.0 2.4439 0.0939 1.8107 0.1134 0.0668 0.0066
8.6 90000.0 -4.0 4.0585 0.2169 2.577 0.1567 0.0699 0.0256
8.6 80000.0 -4.0 3.2576 0.1531 2.2036 0.1366 0.0688 0.0144
8.6 32500.0 -3.99 0.1214 0.0 0.3315 0.0097 0.0331 0.0
8.6 30000.0 -3.99 0.0757 0.0 0.2548 0.0061 0.0268 0.0
8.6 35000.0 -3.99 0.184 0.0 0.4162 0.0143 0.0387 0.0
8.6 37500.0 -3.99 0.264 0.0013 0.5056 0.0198 0.0434 0.0
8.6 40000.0 -3.99 0.3623 0.0025 0.599 0.0261 0.0474 0.0
8.6 45000.0 -3.99 0.6111 0.0069 0.7949 0.0405 0.0536 0.0
8.6 50000.0 -3.99 0.9183 0.0152 0.9972 0.0559 0.0579 0.0
8.6 55000.0 -3.99 1.2691 0.028 1.2027 0.0714 0.0611 0.0011
8.6 90000.0 -3.75 5.0866 0.7796 2.3111 0.2333 0.0642 0.0349
8.6 80000.0 -3.75 4.2029 0.5637 2.0124 0.2074 0.0646 0.02
8.6 55000.0 -3.74 1.8582 0.1173 1.1934 0.1195 0.0611 0.0016
8.6 70000.0 -3.74 3.2812 0.3582 1.6963 0.1771 0.0641 0.0094
8.6 60000.0 -3.74 2.3355 0.1848 1.3657 0.1406 0.0625 0.0033
8.6 32500.0 -3.73 0.1957 0.0011 0.3813 0.0184 0.0386 0.0
8.6 35000.0 -3.73 0.2963 0.0028 0.4688 0.0269 0.044 0.0
8.6 37500.0 -3.73 0.4256 0.0059 0.56 0.037 0.0483 0.0
8.6 40000.0 -3.73 0.5808 0.0111 0.6522 0.0481 0.0516 0.0
8.6 45000.0 -3.73 0.9571 0.0307 0.8367 0.0721 0.0562 0.0
8.6 50000.0 -3.73 1.3921 0.0656 1.0173 0.0964 0.0591 0.0
8.6 30000.0 -3.72 0.1217 0.0 0.2988 0.0116 0.0318 0.0
8.6 30000.0 -3.47 0.223 0.0021 0.3621 0.0244 0.0359 0.0
8.6 32500.0 -3.47 0.3563 0.0061 0.4472 0.0379 0.0431 0.0
8.6 35000.0 -3.47 0.5285 0.0145 0.5307 0.0537 0.0483 0.0
8.6 37500.0 -3.47 0.735 0.0296 0.6112 0.0712 0.052 0.0
8.6 40000.0 -3.47 0.9814 0.0565 0.6878 0.091 0.0546 0.0
8.6 50000.0 -3.47 2.0024 0.2848 0.954 0.1614 0.0595 0.0
8.6 55000.0 -3.47 2.4803 0.4655 1.077 0.19 0.0606 0.0023
8.6 45000.0 -3.46 1.4998 0.1475 0.8259 0.1288 0.0577 0.0
8.6 90000.0 -3.48 5.3319 2.341 1.8779 0.3278 0.0591 0.0458
8.6 80000.0 -3.48 4.5944 1.7798 1.6604 0.2971 0.0608 0.0265
8.6 70000.0 -3.47 3.7991 1.2204 1.4295 0.261 0.0616 0.0126
8.6 60000.0 -3.47 2.9536 0.7062 1.1927 0.218 0.0613 0.0045
8.6 32500.0 -3.21 0.7071 0.0352 0.5097 0.0796 0.0465 0.0
8.6 30000.0 -3.2 0.489 0.0138 0.448 0.0563 0.0386 0.0
8.6 37500.0 -3.21 1.2243 0.1437 0.606 0.1305 0.0546 0.0
8.6 35000.0 -3.2 0.9682 0.0782 0.562 0.106 0.0517 0.0
8.6 40000.0 -3.2 1.487 0.2443 0.6436 0.1555 0.0565 0.0
8.6 50000.0 -3.2 2.3125 0.8981 0.7781 0.2334 0.0596 0.0012
8.6 45000.0 -3.19 1.9461 0.5407 0.7079 0.1998 0.0585 0.0
8.6 90000.0 -3.23 4.592 4.5688 1.4208 0.4068 0.0556 0.0541
8.6 80000.0 -3.22 4.0886 3.663 1.2667 0.374 0.0581 0.0314
8.6 70000.0 -3.21 3.5367 2.7173 1.0994 0.3354 0.0598 0.015
8.6 60000.0 -3.2 2.9443 1.7789 0.9286 0.2899 0.0603 0.0054
8.6 55000.0 -3.2 2.6372 1.3345 0.8479 0.2641 0.0601 0.0027
8.6 32500.0 -2.96 1.1304 0.1406 0.4974 0.1358 0.0488 0.0
8.6 30000.0 -2.95 0.8986 0.0645 0.4803 0.1075 0.0401 0.0
8.6 35000.0 -2.95 1.3697 0.2778 0.5023 0.1669 0.054 0.0
8.6 37500.0 -2.94 1.5672 0.4705 0.5044 0.1947 0.0564 0.0
8.6 40000.0 -2.93 1.7237 0.7241 0.5046 0.2202 0.0577 0.0
8.6 45000.0 -2.92 1.9442 1.2736 0.5259 0.2581 0.059 0.0
8.6 50000.0 -2.93 2.1371 1.8813 0.5653 0.29 0.0595 0.0013
8.6 55000.0 -2.93 2.3233 2.5318 0.6148 0.3187 0.0597 0.003
8.6 90000.0 -2.96 3.5689 6.8075 1.0184 0.4461 0.0532 0.0593
8.6 80000.0 -2.95 3.246 5.7411 0.912 0.4203 0.0563 0.0344
8.6 70000.0 -2.94 2.8828 4.5333 0.7918 0.3875 0.0585 0.0165
8.6 60000.0 -2.92 2.4976 3.2371 0.666 0.3454 0.0596 0.0059
8.6 30000.0 -2.69 1.2758 0.2125 0.4353 0.1639 0.0422 0.0
8.6 32500.0 -2.68 1.4397 0.419 0.4125 0.195 0.0512 0.0
8.6 35000.0 -2.68 1.5528 0.6826 0.3928 0.2214 0.056 0.0
8.6 37500.0 -2.68 1.627 0.9881 0.3818 0.2432 0.0577 0.0
8.6 40000.0 -2.67 1.6753 1.3646 0.3728 0.2643 0.0585 0.0
8.6 45000.0 -2.66 1.751 2.1498 0.382 0.2985 0.0592 0.0
8.6 50000.0 -2.66 1.8429 2.9712 0.4119 0.3275 0.0595 0.0015
8.6 55000.0 -2.66 1.9539 3.8012 0.4532 0.352 0.0594 0.0034
8.6 90000.0 -2.71 2.83 8.4829 0.7725 0.4377 0.0517 0.0641
8.6 80000.0 -2.7 2.6041 7.4672 0.6924 0.4228 0.0551 0.0374
8.6 70000.0 -2.68 2.3458 6.1621 0.5993 0.4022 0.0577 0.0181
8.6 60000.0 -2.67 2.0762 4.6345 0.4993 0.3723 0.0591 0.0066
8.6 30000.0 -2.44 1.4849 0.4429 0.3649 0.2074 0.0455 0.0
8.6 32500.0 -2.44 1.5579 0.7591 0.3298 0.2348 0.054 0.0
8.6 35000.0 -2.43 1.5924 1.1381 0.3039 0.2581 0.0574 0.0
8.6 37500.0 -2.43 1.5954 1.558 0.2913 0.2772 0.0584 0.0
8.6 40000.0 -2.41 1.5855 2.0658 0.2831 0.2964 0.0589 0.0
8.6 45000.0 -2.41 1.5868 3.0412 0.2966 0.3256 0.0593 0.0
8.6 50000.0 -2.41 1.6269 4.0481 0.3253 0.3493 0.0594 0.0018
8.6 55000.0 -2.41 1.6913 5.0688 0.361 0.3675 0.0591 0.0041
8.6 90000.0 -2.46 2.3203 9.9555 0.6215 0.4161 0.05 0.0723
8.6 80000.0 -2.45 2.1526 9.0566 0.5579 0.4087 0.0539 0.0427
8.6 70000.0 -2.43 1.964 7.7551 0.4827 0.3981 0.0568 0.021
8.6 60000.0 -2.41 1.7698 6.067 0.3997 0.3809 0.0586 0.0078
8.6 30000.0 -2.2 1.6117 0.6885 0.297 0.2399 0.0498 0.0
8.6 32500.0 -2.19 1.6334 1.111 0.2614 0.2648 0.0565 0.0
8.6 35000.0 -2.19 1.6076 1.6114 0.2395 0.2855 0.0583 0.0
8.6 37500.0 -2.18 1.5578 2.1469 0.2316 0.3023 0.0589 0.0
8.6 40000.0 -2.16 1.5045 2.7874 0.2274 0.3193 0.0592 0.0
8.6 45000.0 -2.16 1.4554 3.9799 0.244 0.3441 0.0593 0.0
8.6 50000.0 -2.16 1.4571 5.2022 0.2713 0.3619 0.0592 0.0023
8.6 55000.0 -2.16 1.4919 6.3837 0.3042 0.3733 0.0588 0.0051
8.6 90000.0 -2.22 1.9589 11.3344 0.5231 0.3929 0.048 0.0845
8.6 80000.0 -2.21 1.827 10.5725 0.4719 0.3905 0.0525 0.0507
8.6 70000.0 -2.19 1.684 9.2985 0.4096 0.3871 0.0559 0.0255
8.6 60000.0 -2.16 1.5439 7.5005 0.3388 0.3801 0.0582 0.0098
8.6 30000.0 -1.95 1.7179 0.9536 0.2375 0.2662 0.0541 0.0
8.6 32500.0 -1.95 1.6856 1.4978 0.2079 0.2885 0.058 0.0
8.6 35000.0 -1.94 1.5951 2.1274 0.1937 0.3064 0.0588 0.0
8.6 37500.0 -1.94 1.5022 2.7879 0.1909 0.3215 0.0591 0.0
8.6 90000.0 -2.04 1.7458 12.2679 0.4678 0.3742 0.0462 0.0959
8.6 80000.0 -2.02 1.6358 11.6827 0.4243 0.3751 0.0512 0.0586
8.6 70000.0 -2.0 1.5161 10.4599 0.3701 0.376 0.0551 0.03
8.6 60000.0 -1.98 1.4032 8.6046 0.3067 0.3757 0.0577 0.0118
8.6 55000.0 -1.96 1.3593 7.4638 0.2733 0.3733 0.0586 0.0063
8.6 50000.0 -1.95 1.3345 6.2179 0.2409 0.3673 0.0591 0.003
8.6 40000.0 -1.91 1.4188 3.5608 0.191 0.3365 0.0593 0.0
8.6 45000.0 -1.91 1.3331 5.0172 0.209 0.3569 0.0593 0.0012
8.6 30000.0 -1.72 1.8036 1.2552 0.1896 0.2875 0.0571 0.0
8.6 32500.0 -1.72 1.7006 1.9376 0.1695 0.3071 0.0587 0.0
8.6 35000.0 -1.71 1.5544 2.706 0.162 0.3232 0.059 0.0
8.6 37500.0 -1.7 1.4251 3.5299 0.1619 0.3376 0.0592 0.0
8.6 50000.0 -1.7 1.2015 7.5407 0.2148 0.3689 0.0588 0.004
8.6 40000.0 -1.66 1.3178 4.4879 0.1644 0.351 0.0593 0.0
8.6 45000.0 -1.66 1.216 6.1557 0.185 0.3647 0.0592 0.0016
8.6 55000.0 -1.66 1.1838 9.2516 0.2396 0.3665 0.058 0.0091
8.6 90000.0 -1.74 1.4655 13.5365 0.396 0.3406 0.0428 0.1195
8.6 80000.0 -1.72 1.3805 13.4068 0.3633 0.3457 0.0486 0.0756
8.6 70000.0 -1.69 1.2886 12.4339 0.3205 0.3526 0.0535 0.0404
8.6 60000.0 -1.67 1.2065 10.5609 0.2677 0.3617 0.0569 0.0166
8.6 30000.0 -1.47 1.8582 1.6377 0.152 0.3059 0.0584 0.0
8.6 32500.0 -1.47 1.673 2.48 0.1409 0.3231 0.0589 0.0
8.6 35000.0 -1.47 1.4827 3.3913 0.1389 0.3379 0.0592 0.0
8.6 37500.0 -1.46 1.334 4.366 0.1419 0.3509 0.0593 0.0
8.6 40000.0 -1.41 1.2148 5.5018 0.1466 0.3613 0.0593 0.0
8.6 45000.0 -1.41 1.1073 7.3926 0.1684 0.3675 0.059 0.0023
8.6 50000.0 -1.41 1.0676 9.1992 0.1938 0.3638 0.0584 0.0059
8.6 55000.0 -1.42 1.0652 10.777 0.2203 0.3556 0.0574 0.0122
8.6 90000.0 -1.5 1.2955 14.1179 0.3522 0.3135 0.0397 0.1415
8.6 80000.0 -1.47 1.2238 14.5163 0.326 0.3206 0.0462 0.0925
8.6 70000.0 -1.45 1.1464 13.9137 0.2906 0.3308 0.0518 0.0512
8.6 60000.0 -1.42 1.0788 12.1734 0.2452 0.3459 0.0559 0.022
8.9 90000.0 -3.99 1.1511 0.0754 1.6924 0.1129 0.0722 0.0223
8.9 80000.0 -3.99 0.7659 0.0451 1.2972 0.0896 0.0706 0.0123
8.9 70000.0 -3.99 0.4538 0.0224 0.9227 0.066 0.068 0.0055
8.9 60000.0 -3.99 0.2271 0.0084 0.5875 0.0429 0.0638 0.0018
8.9 55000.0 -3.99 0.1469 0.0043 0.4398 0.032 0.0609 0.0
8.9 50000.0 -3.97 0.0869 0.0046 0.2423 0.0281 0.0538 0.0
8.9 45000.0 -3.97 0.0578 0.002 0.1905 0.0198 0.0509 0.0
8.9 30000.0 -3.96 0.0082 0.0 0.0343 0.0019 0.0246 0.0
8.9 32500.0 -3.96 0.0118 0.0 0.0533 0.0034 0.0298 0.0
8.9 35000.0 -3.96 0.0171 0.0 0.0769 0.0056 0.0342 0.0
8.9 37500.0 -3.96 0.0248 0.0 0.1049 0.0085 0.038 0.0
8.9 40000.0 -3.96 0.0358 0.0 0.1379 0.0123 0.0412 0.0
8.9 90000.0 -3.74 1.8166 0.3151 1.7692 0.1858 0.0667 0.0312
8.9 80000.0 -3.73 1.2438 0.1915 1.39 0.1501 0.0668 0.0176
8.9 70000.0 -3.73 0.761 0.0972 1.0201 0.1132 0.0659 0.0081
8.9 60000.0 -3.73 0.3912 0.0371 0.6748 0.0759 0.0638 0.0028
8.9 55000.0 -3.72 0.2566 0.0196 0.5204 0.0581 0.0621 0.0014
8.9 50000.0 -3.72 0.1545 0.0088 0.3799 0.0412 0.0597 0.0
8.9 45000.0 -3.69 0.0842 0.0089 0.2012 0.0371 0.0553 0.0
8.9 40000.0 -3.69 0.0537 0.0032 0.16 0.025 0.0517 0.0
8.9 30000.0 -3.68 0.0099 0.0 0.0439 0.0041 0.032 0.0
8.9 32500.0 -3.68 0.0155 0.0 0.0664 0.0073 0.0367 0.0
8.9 35000.0 -3.68 0.0243 0.0 0.0937 0.0119 0.0405 0.0
8.9 37500.0 -3.68 0.0375 0.0016 0.1255 0.0178 0.0436 0.0
8.9 37500.0 -3.4 0.0659 0.0082 0.1517 0.0386 0.0553 0.0
8.9 35000.0 -3.4 0.0519 0.0044 0.1383 0.0307 0.0524 0.0
8.9 30000.0 -3.39 0.0168 0.0 0.0676 0.0111 0.0388 0.0
8.9 32500.0 -3.39 0.0309 0.0016 0.0996 0.0192 0.0425 0.0
8.9 40000.0 -3.39 0.0939 0.0171 0.177 0.051 0.0568 0.0
8.9 50000.0 -3.45 0.2793 0.0509 0.4327 0.0808 0.0609 0.0
8.9 55000.0 -3.45 0.4468 0.1043 0.5699 0.1087 0.0622 0.002
8.9 45000.0 -3.44 0.156 0.02 0.3085 0.0547 0.0588 0.0
8.9 90000.0 -3.46 2.4297 1.1906 1.6421 0.296 0.0613 0.0422
8.9 80000.0 -3.46 1.7787 0.7798 1.3343 0.2473 0.0628 0.0244
8.9 70000.0 -3.45 1.1788 0.4391 1.0225 0.1951 0.0635 0.0115
8.9 60000.0 -3.45 0.665 0.1924 0.7175 0.1394 0.063 0.004
8.9 32500.0 -3.09 0.0864 0.0125 0.1492 0.0542 0.0567 0.0
8.9 30000.0 -3.07 0.0661 0.0057 0.1416 0.0427 0.0535 0.0
8.9 37500.0 -3.11 0.1195 0.0389 0.1529 0.072 0.0585 0.0
8.9 35000.0 -3.08 0.1206 0.0282 0.163 0.0702 0.0578 0.0
8.9 40000.0 -3.17 0.1598 0.0414 0.2448 0.0721 0.0578 0.0
8.9 50000.0 -3.17 0.464 0.2309 0.4388 0.146 0.0612 0.0011
8.9 45000.0 -3.16 0.2938 0.1158 0.3384 0.1105 0.0601 0.0
8.9 90000.0 -3.2 2.5086 2.6728 1.3467 0.398 0.0574 0.0513
8.9 80000.0 -3.19 1.9662 1.8915 1.1216 0.3424 0.0599 0.0297
8.9 70000.0 -3.18 1.4218 1.1841 0.8862 0.2813 0.0615 0.0142
8.9 60000.0 -3.17 0.904 0.6163 0.6523 0.2155 0.062 0.0051
8.9 55000.0 -3.16 0.6726 0.4034 0.5421 0.182 0.0618 0.0026
8.9 32500.0 -2.84 0.1449 0.0426 0.1432 0.085 0.0577 0.0
8.9 30000.0 -2.79 0.1524 0.0282 0.1536 0.0847 0.0574 0.0
8.9 35000.0 -2.9 0.1654 0.059 0.1932 0.0876 0.0552 0.0
8.9 37500.0 -2.89 0.2176 0.1037 0.2209 0.1097 0.058 0.0
8.9 40000.0 -2.88 0.2823 0.1668 0.2471 0.1321 0.0594 0.0
8.9 45000.0 -2.87 0.4291 0.328 0.3019 0.1687 0.0607 0.0
8.9 50000.0 -2.88 0.6011 0.5586 0.3653 0.2031 0.0613 0.0013
8.9 55000.0 -2.88 0.7965 0.8824 0.4394 0.2401 0.0614 0.0029
8.9 90000.0 -2.91 2.2035 4.361 1.0127 0.4571 0.055 0.0566
8.9 80000.0 -2.9 1.8251 3.3118 0.8583 0.4074 0.058 0.033
8.9 70000.0 -2.89 1.4205 2.2583 0.6894 0.3482 0.0602 0.0158
8.9 60000.0 -2.88 1.003 1.3021 0.5167 0.2789 0.0613 0.0057
8.9 30000.0 -2.63 0.197 0.0594 0.173 0.1004 0.0422 0.0
8.9 32500.0 -2.62 0.2344 0.1087 0.1832 0.1229 0.0517 0.0
8.9 35000.0 -2.62 0.282 0.1673 0.1941 0.1435 0.0572 0.0
8.9 37500.0 -2.62 0.338 0.2399 0.2052 0.1613 0.0593 0.0
8.9 40000.0 -2.61 0.4081 0.3418 0.2156 0.1796 0.0603 0.0
8.9 45000.0 -2.6 0.5395 0.6226 0.2454 0.2115 0.0611 0.0
8.9 50000.0 -2.6 0.6724 1.0339 0.292 0.2467 0.0613 0.0015
8.9 55000.0 -2.6 0.8254 1.5455 0.3495 0.2847 0.0612 0.0033
8.9 90000.0 -2.66 1.8637 5.82 0.7889 0.4599 0.0535 0.0608
8.9 80000.0 -2.65 1.6002 4.6951 0.6764 0.426 0.0568 0.0356
8.9 70000.0 -2.63 1.2989 3.4252 0.5479 0.3804 0.0593 0.0173
8.9 60000.0 -2.61 0.9832 2.1443 0.4129 0.3208 0.0608 0.0063
8.9 30000.0 -2.39 0.3029 0.1242 0.1804 0.1455 0.045 0.0
8.9 32500.0 -2.38 0.3532 0.196 0.1793 0.1665 0.0542 0.0
8.9 35000.0 -2.38 0.4291 0.2864 0.181 0.1879 0.0588 0.0
8.9 37500.0 -2.37 0.4859 0.4063 0.1824 0.2025 0.0603 0.0
8.9 40000.0 -2.35 0.5392 0.5842 0.1847 0.2177 0.0608 0.0
8.9 45000.0 -2.34 0.6052 1.0414 0.2075 0.2467 0.0612 0.0
8.9 50000.0 -2.35 0.705 1.6498 0.2477 0.2831 0.0612 0.0017
8.9 55000.0 -2.35 0.8193 2.3782 0.2961 0.3181 0.0609 0.0038
8.9 90000.0 -2.41 1.5924 7.3124 0.6476 0.4468 0.0519 0.0681
8.9 80000.0 -2.4 1.3978 6.158 0.5601 0.425 0.0557 0.0402
8.9 70000.0 -2.38 1.1759 4.7502 0.4583 0.3938 0.0586 0.0198
8.9 60000.0 -2.36 0.9374 3.1845 0.3484 0.3486 0.0604 0.0074
8.9 30000.0 -2.15 0.4621 0.1752 0.1778 0.1881 0.0489 0.0
8.9 32500.0 -2.14 0.55 0.2792 0.1707 0.2108 0.057 0.0
8.9 35000.0 -2.13 0.6104 0.4276 0.1641 0.2256 0.06 0.0
8.9 37500.0 -2.13 0.6283 0.6245 0.161 0.2353 0.0608 0.0
8.9 40000.0 -2.1 0.6238 0.9171 0.1608 0.2475 0.0611 0.0
8.9 45000.0 -2.1 0.6501 1.5948 0.1838 0.2795 0.0612 0.0
8.9 50000.0 -2.1 0.7185 2.4428 0.22 0.3143 0.061 0.0022
8.9 55000.0 -2.11 0.8007 3.3842 0.263 0.3434 0.0606 0.0048
8.9 90000.0 -2.17 1.3867 8.8406 0.5551 0.4303 0.05 0.0792
8.9 80000.0 -2.16 1.2379 7.7071 0.485 0.4177 0.0543 0.0474
8.9 70000.0 -2.14 1.0688 6.1826 0.4012 0.3978 0.0577 0.0238
8.9 60000.0 -2.11 0.8885 4.3734 0.3085 0.3665 0.0599 0.0091
8.9 30000.0 -1.91 0.6835 0.2257 0.1662 0.2304 0.0534 0.0
8.9 32500.0 -1.9 0.7707 0.3837 0.1545 0.2476 0.0594 0.0
8.9 35000.0 -1.89 0.7744 0.6195 0.1452 0.2551 0.0607 0.0
8.9 37500.0 -1.89 0.7069 0.9288 0.1413 0.2596 0.0611 0.0
8.9 90000.0 -2.0 1.2612 9.9839 0.5025 0.4154 0.0483 0.0898
8.9 80000.0 -1.98 1.1366 8.9184 0.4429 0.4084 0.0531 0.0547
8.9 70000.0 -1.96 0.9962 7.3448 0.3699 0.3962 0.0569 0.0279
8.9 60000.0 -1.93 0.8486 5.3656 0.287 0.3748 0.0595 0.0109
8.9 40000.0 -1.86 0.6747 1.3533 0.144 0.275 0.0612 0.0
8.9 45000.0 -1.85 0.6745 2.3043 0.1674 0.3098 0.0612 0.0011
8.9 50000.0 -1.86 0.7135 3.399 0.2015 0.3395 0.0608 0.0028
8.9 55000.0 -1.86 0.7708 4.5505 0.2405 0.3612 0.0602 0.0062
8.9 30000.0 -1.68 0.92 0.2922 0.1485 0.265 0.0574 0.0
8.9 32500.0 -1.67 0.972 0.5293 0.1363 0.2758 0.0605 0.0
8.9 35000.0 -1.66 0.8676 0.8882 0.1275 0.2762 0.0611 0.0
8.9 37500.0 -1.65 0.7572 1.3497 0.1263 0.2848 0.0612 0.0
8.9 50000.0 -1.65 0.6976 4.3357 0.1901 0.3555 0.0606 0.0037
8.9 40000.0 -1.61 0.7092 1.9565 0.1311 0.3046 0.0612 0.0
8.9 45000.0 -1.61 0.6746 3.1786 0.1557 0.3356 0.061 0.0015
8.9 55000.0 -1.62 0.7317 5.9175 0.224 0.3714 0.0597 0.0083
8.9 90000.0 -1.7 1.0901 11.7841 0.4332 0.3858 0.045 0.1117
8.9 80000.0 -1.68 0.9941 10.9918 0.3876 0.3858 0.0506 0.0704
8.9 70000.0 -1.65 0.8874 9.4547 0.3294 0.3842 0.0553 0.0374
8.9 60000.0 -1.62 0.7791 7.2517 0.2602 0.3784 0.0586 0.0152
8.9 30000.0 -1.44 1.1718 0.3977 0.1289 0.2951 0.0599 0.0
8.9 32500.0 -1.43 1.1171 0.7584 0.1186 0.297 0.061 0.0
8.9 35000.0 -1.43 0.9006 1.2769 0.113 0.2961 0.0612 0.0
8.9 37500.0 -1.41 0.7837 1.8937 0.1154 0.3107 0.0612 0.0
8.9 40000.0 -1.37 0.7101 2.7013 0.122 0.3307 0.0612 0.0
8.9 45000.0 -1.37 0.658 4.2136 0.1474 0.3555 0.0608 0.0021
8.9 50000.0 -1.37 0.6633 5.8384 0.1786 0.3688 0.0601 0.0053
8.9 55000.0 -1.38 0.6901 7.4035 0.2119 0.3731 0.0591 0.0111
8.9 90000.0 -1.46 0.9832 12.9272 0.3901 0.3599 0.0421 0.1321
8.9 80000.0 -1.43 0.902 12.5401 0.353 0.3637 0.0483 0.0859
8.9 70000.0 -1.41 0.8124 11.1946 0.3042 0.368 0.0537 0.0474
8.9 60000.0 -1.38 0.7247 8.9197 0.2441 0.3724 0.0576 0.0202
