#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -4.0 - -1.5 (O/H vs. log U and vs N/O empirically constrained)
# SED: POPSTAR, Chabrier IMF, age = 1 Myr
# Plane-parallel geometry
#
#12+log(O/H) log(C/O) log(U) Lya_1216 CIV_1549 HeII_1640 OIII_1665 CIII_1909 OIII_5007
8.90 -0.400 -3.75 19.3526 0.0000 0.0000 0.0000 0.0000 0.0058
8.90 -0.400 -3.50 14.1564 0.0000 0.0000 0.0000 0.0000 0.0261
8.90 -0.400 -3.25 8.3188 0.0000 0.0000 0.0000 0.0012 0.1191
8.90 -0.275 -3.75 19.3730 0.0000 0.0000 0.0000 0.0000 0.0055
8.90 -0.275 -3.50 14.3198 0.0000 0.0000 0.0000 0.0000 0.0247
8.90 -0.275 -3.25 8.4474 0.0000 0.0000 0.0000 0.0013 0.1119
8.90 -0.150 -3.75 19.4967 0.0000 0.0000 0.0000 0.0000 0.0052
8.90 -0.150 -3.50 14.4065 0.0000 0.0000 0.0000 0.0000 0.0230
8.90 -0.150 -3.25 8.5562 0.0000 0.0000 0.0000 0.0015 0.1031
8.90 -0.025 -3.75 19.5492 0.0000 0.0000 0.0000 0.0000 0.0049
8.90 -0.025 -3.50 14.6166 0.0000 0.0000 0.0000 0.0000 0.0210
8.90 -0.025 -3.25 8.8121 0.0000 0.0000 0.0000 0.0016 0.0931
8.90 0.100 -3.75 19.7143 0.0000 0.0000 0.0000 0.0000 0.0045
8.90 0.100 -3.50 14.8873 0.0000 0.0000 0.0000 0.0000 0.0188
8.90 0.100 -3.25 9.0549 0.0000 0.0000 0.0000 0.0015 0.0818
9.00 -0.150 -3.75 23.0358 0.0000 0.0000 0.0000 0.0000 0.0024
9.00 -0.150 -3.50 23.0993 0.0000 0.0000 0.0000 0.0000 0.0090
9.00 -0.150 -3.25 12.2773 0.0000 0.0000 0.0000 0.0000 0.0210
9.00 -0.025 -3.75 23.2185 0.0000 0.0000 0.0000 0.0000 0.0023
9.00 -0.025 -3.50 23.0380 0.0000 0.0000 0.0000 0.0000 0.0089
9.00 -0.025 -3.25 12.4672 0.0000 0.0000 0.0000 0.0000 0.0189
9.00 0.100 -3.75 24.5907 0.0000 0.0000 0.0000 0.0000 0.0023
9.00 0.100 -3.50 23.0705 0.0000 0.0000 0.0000 0.0000 0.0087
9.00 0.100 -3.25 12.8489 0.0000 0.0000 0.0000 0.0000 0.0166
9.00 0.225 -3.75 22.4468 0.0000 0.0000 0.0000 0.0000 0.0021
9.00 0.225 -3.50 22.9788 0.0000 0.0000 0.0000 0.0000 0.0080
9.00 0.225 -3.25 13.1446 0.0000 0.0000 0.0000 0.0000 0.0142
9.00 0.350 -3.75 47.2879 0.0000 0.0000 0.0000 0.0000 0.0014
9.00 0.350 -3.50 22.9608 0.0000 0.0000 0.0000 0.0000 0.0071
9.00 0.350 -3.25 21.2096 0.0000 0.0000 0.0000 0.0000 0.0216
9.10 -0.150 -3.75 45.5449 0.0000 0.0000 0.0000 0.0000 0.0000
9.10 -0.150 -3.50 46.7045 0.0000 0.0000 0.0000 0.0000 0.0013
9.10 -0.150 -3.25 22.3127 0.0000 0.0000 0.0000 0.0000 0.0104
9.10 -0.025 -3.75 45.4767 0.0000 0.0000 0.0000 0.0000 0.0000
9.10 -0.025 -3.50 46.6085 0.0000 0.0000 0.0000 0.0000 0.0012
9.10 -0.025 -3.25 21.7012 0.0000 0.0000 0.0000 0.0000 0.0097
9.10 0.100 -3.75 45.3885 0.0000 0.0000 0.0000 0.0000 0.0000
9.10 0.100 -3.50 46.4871 0.0000 0.0000 0.0000 0.0000 0.0011
9.10 0.100 -3.25 22.1229 0.0000 0.0000 0.0000 0.0000 0.0092
9.10 0.225 -3.75 45.2757 0.0000 0.0000 0.0000 0.0000 0.0000
9.10 0.225 -3.50 46.3348 0.0000 0.0000 0.0000 0.0000 0.0000
9.10 0.225 -3.25 48.4606 0.0000 0.0000 0.0000 0.0000 0.0060
9.10 0.350 -3.75 45.1332 0.0000 0.0000 0.0000 0.0000 0.0000
9.10 0.350 -3.50 46.1467 0.0000 0.0000 0.0000 0.0000 0.0000
9.10 0.350 -3.25 48.2276 0.0000 0.0000 0.0000 0.0000 0.0050
