#Constrained by relation between 12+log(O/H), log(U) and log(C/O)
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 NeIII_3869      	 OIII_4363       	 OIII_5007      
8.7000000 	 -0.2750000 	 -3.2500000 	 15.4640000 	 0.0000000 	 0.0445000 	 1.9872000 	 0.0861000 	 0.9159000 	 0.7414000 	 0.0734000 	 9.1379000
8.7000000 	 -0.2750000 	 -3.0000000 	 10.0102000 	 0.0031000 	 0.1712000 	 2.2325000 	 0.1946000 	 1.6431000 	 0.9197000 	 0.1416000 	 14.2048000
8.7000000 	 -0.2750000 	 -2.7500000 	 6.3379000 	 0.0086000 	 0.5147000 	 2.4362000 	 0.3555000 	 2.6288000 	 1.0545000 	 0.2230000 	 18.2881000
8.7000000 	 -0.2750000 	 -2.5000000 	 4.3545000 	 0.0288000 	 1.1618000 	 2.6943000 	 0.5718000 	 3.7698000 	 1.1231000 	 0.3103000 	 21.0362000
8.7000000 	 -0.2750000 	 -2.2500000 	 3.3758000 	 0.1091000 	 2.0971000 	 3.0656000 	 0.8567000 	 4.9040000 	 1.1377000 	 0.4003000 	 22.4007000
8.7000000 	 -0.2750000 	 -2.0000000 	 2.7876000 	 0.3457000 	 3.1282000 	 3.5811000 	 1.1627000 	 5.7616000 	 1.0877000 	 0.4704000 	 21.7966000
8.7000000 	 -0.2750000 	 -1.7500000 	 2.3558000 	 0.8266000 	 3.8757000 	 4.1558000 	 1.3273000 	 6.0019000 	 0.9414000 	 0.4755000 	 18.6374000
8.7000000 	 -0.2750000 	 -1.5000000 	 2.2204000 	 1.4396000 	 4.0692000 	 4.5506000 	 1.2188000 	 5.4753000 	 0.7164000 	 0.3985000 	 13.7272000
8.7000000 	 -0.2750000 	 -1.2500000 	 2.0652000 	 1.8306000 	 3.7668000 	 4.5613000 	 0.9457000 	 4.4951000 	 0.4886000 	 0.2888000 	 9.0172000
8.7000000 	 -0.2750000 	 -1.0000000 	 1.8640000 	 1.8824000 	 3.1991000 	 4.1489000 	 0.7046000 	 3.5524000 	 0.3221000 	 0.2016000 	 5.7388000
8.7000000 	 -0.2750000 	 -0.7500000 	 1.5503000 	 1.8136000 	 2.8472000 	 3.5148000 	 0.6048000 	 2.9694000 	 0.2286000 	 0.1591000 	 4.0253000
8.7000000 	 -0.2750000 	 -0.5000000 	 1.2412000 	 2.0328000 	 2.9894000 	 3.0976000 	 0.7612000 	 3.0592000 	 0.2088000 	 0.1782000 	 3.8138000
8.7000000 	 -0.1500000 	 -4.0000000 	 23.4371000 	 0.0000000 	 0.0000000 	 0.7203000 	 0.0000000 	 0.0541000 	 0.1834000 	 0.0012000 	 0.3965000
8.7000000 	 -0.1500000 	 -3.7500000 	 22.6147000 	 0.0000000 	 0.0037000 	 1.1787000 	 0.0049000 	 0.1970000 	 0.3387000 	 0.0064000 	 1.4327000
8.7000000 	 -0.1500000 	 -3.5000000 	 20.4840000 	 0.0000000 	 0.0136000 	 1.6191000 	 0.0244000 	 0.5411000 	 0.5293000 	 0.0254000 	 4.1541000
8.7000000 	 -0.1500000 	 -3.2500000 	 15.2423000 	 0.0000000 	 0.0536000 	 1.9826000 	 0.0807000 	 1.1449000 	 0.7164000 	 0.0701000 	 8.9398000
8.7000000 	 -0.1500000 	 -3.0000000 	 9.9824000 	 0.0037000 	 0.2088000 	 2.2199000 	 0.1851000 	 2.0911000 	 0.8973000 	 0.1365000 	 13.9368000
8.7000000 	 -0.1500000 	 -2.7500000 	 6.2630000 	 0.0098000 	 0.6247000 	 2.4267000 	 0.3402000 	 3.3681000 	 1.0317000 	 0.2160000 	 18.0286000
8.7000000 	 -0.1500000 	 -2.5000000 	 4.4660000 	 0.0333000 	 1.3976000 	 2.6691000 	 0.5416000 	 4.8014000 	 1.1000000 	 0.2984000 	 20.6401000
8.7000000 	 -0.1500000 	 -2.2500000 	 3.1611000 	 0.1196000 	 2.5419000 	 3.0485000 	 0.8048000 	 6.1908000 	 1.1130000 	 0.3837000 	 22.0262000
8.7000000 	 -0.1500000 	 -2.0000000 	 2.6446000 	 0.3507000 	 3.7839000 	 3.5595000 	 1.0815000 	 7.1757000 	 1.0658000 	 0.4480000 	 21.4120000
8.7000000 	 -0.1500000 	 -1.7500000 	 2.2972000 	 0.8121000 	 4.5985000 	 4.1462000 	 1.2373000 	 7.4636000 	 0.9291000 	 0.4543000 	 18.4015000
8.7000000 	 -0.1500000 	 -1.5000000 	 2.1868000 	 1.4443000 	 4.7101000 	 4.5829000 	 1.1541000 	 6.9137000 	 0.7136000 	 0.3859000 	 13.7006000
8.7000000 	 -0.1500000 	 -1.2500000 	 2.1283000 	 1.8940000 	 4.2467000 	 4.6297000 	 0.9086000 	 5.7931000 	 0.4908000 	 0.2832000 	 9.0882000
8.7000000 	 -0.1500000 	 -1.0000000 	 2.0948000 	 1.9853000 	 3.5816000 	 4.2219000 	 0.6782000 	 4.6401000 	 0.3261000 	 0.1983000 	 5.8072000
8.7000000 	 -0.1500000 	 -0.7500000 	 1.6030000 	 1.9270000 	 3.0068000 	 3.5731000 	 0.5761000 	 3.8996000 	 0.2311000 	 0.1554000 	 4.0658000
8.7000000 	 -0.1500000 	 -0.5000000 	 1.3403000 	 2.1753000 	 3.0992000 	 3.1400000 	 0.6945000 	 3.9681000 	 0.2071000 	 0.1677000 	 3.7503000
8.8000000 	 -0.4000000 	 -4.0000000 	 23.3955000 	 0.0000000 	 0.0000000 	 0.7014000 	 0.0000000 	 0.0176000 	 0.1543000 	 0.0000000 	 0.3642000
8.8000000 	 -0.4000000 	 -3.7500000 	 22.7095000 	 0.0000000 	 0.0014000 	 1.1388000 	 0.0023000 	 0.0775000 	 0.3156000 	 0.0049000 	 1.3798000
8.8000000 	 -0.4000000 	 -3.5000000 	 20.1817000 	 0.0000000 	 0.0079000 	 1.5799000 	 0.0176000 	 0.2404000 	 0.5257000 	 0.0212000 	 4.1995000
8.8000000 	 -0.4000000 	 -3.0000000 	 9.2126000 	 0.0026000 	 0.0905000 	 2.1969000 	 0.1420000 	 0.9786000 	 0.9161000 	 0.1194000 	 14.5731000
8.8000000 	 -0.4000000 	 -2.7500000 	 5.9452000 	 0.0062000 	 0.2744000 	 2.3940000 	 0.2689000 	 1.6085000 	 1.0715000 	 0.1932000 	 19.0534000
8.8000000 	 -0.4000000 	 -2.5000000 	 4.0754000 	 0.0168000 	 0.6612000 	 2.6553000 	 0.4536000 	 2.3915000 	 1.1687000 	 0.2797000 	 22.4680000
8.8000000 	 -0.4000000 	 -2.2500000 	 3.0288000 	 0.0636000 	 1.3272000 	 3.0285000 	 0.7251000 	 3.2786000 	 1.2221000 	 0.3788000 	 24.5621000
8.8000000 	 -0.4000000 	 -2.0000000 	 2.3889000 	 0.2376000 	 2.2502000 	 3.5667000 	 1.0755000 	 4.1239000 	 1.2131000 	 0.4735000 	 24.7006000
8.8000000 	 -0.4000000 	 -1.7500000 	 2.0237000 	 0.6655000 	 3.0769000 	 4.1869000 	 1.3282000 	 4.6056000 	 1.0908000 	 0.5065000 	 21.7741000
8.8000000 	 -0.4000000 	 -1.5000000 	 1.9415000 	 1.2644000 	 3.4916000 	 4.6473000 	 1.2922000 	 4.4417000 	 0.8555000 	 0.4435000 	 16.4442000
8.8000000 	 -0.4000000 	 -1.2500000 	 1.8439000 	 1.6841000 	 3.3453000 	 4.7098000 	 1.0517000 	 3.8273000 	 0.5986000 	 0.3337000 	 11.0446000
8.8000000 	 -0.4000000 	 -1.0000000 	 1.7716000 	 1.7857000 	 3.0073000 	 4.3211000 	 0.8080000 	 3.1475000 	 0.4002000 	 0.2385000 	 7.1142000
8.8000000 	 -0.4000000 	 -0.7500000 	 1.4789000 	 1.7467000 	 2.7143000 	 3.6821000 	 0.7105000 	 2.7411000 	 0.2859000 	 0.1921000 	 5.0605000
8.8000000 	 -0.4000000 	 -0.5000000 	 1.2265000 	 1.9015000 	 2.8620000 	 3.2551000 	 0.8911000 	 2.9341000 	 0.2671000 	 0.2162000 	 4.8671000
8.8000000 	 -0.2750000 	 -4.0000000 	 23.3957000 	 0.0000000 	 0.0000000 	 0.6970000 	 0.0000000 	 0.0211000 	 0.1460000 	 0.0000000 	 0.3484000
8.8000000 	 -0.2750000 	 -3.7500000 	 22.6685000 	 0.0000000 	 0.0028000 	 1.1335000 	 0.0021000 	 0.0927000 	 0.2977000 	 0.0045000 	 1.3373000
8.8000000 	 -0.2750000 	 -3.5000000 	 20.1876000 	 0.0000000 	 0.0089000 	 1.5694000 	 0.0161000 	 0.2971000 	 0.5065000 	 0.0198000 	 4.0452000
8.8000000 	 -0.2750000 	 -3.2500000 	 15.1288000 	 0.0000000 	 0.0292000 	 1.9274000 	 0.0566000 	 0.6692000 	 0.7088000 	 0.0571000 	 8.9267000
8.8000000 	 -0.2750000 	 -3.0000000 	 9.6797000 	 0.0030000 	 0.1109000 	 2.1807000 	 0.1364000 	 1.2581000 	 0.8995000 	 0.1158000 	 14.3258000
8.8000000 	 -0.2750000 	 -2.7500000 	 5.8807000 	 0.0070000 	 0.3395000 	 2.3867000 	 0.2614000 	 2.0888000 	 1.0552000 	 0.1894000 	 18.8966000
8.8000000 	 -0.2750000 	 -2.5000000 	 4.0843000 	 0.0195000 	 0.8146000 	 2.6254000 	 0.4369000 	 3.0955000 	 1.1531000 	 0.2720000 	 22.1307000
8.8000000 	 -0.2750000 	 -2.2500000 	 2.9493000 	 0.0719000 	 1.6503000 	 3.0056000 	 0.6936000 	 4.2120000 	 1.2034000 	 0.3673000 	 24.2431000
8.8000000 	 -0.2750000 	 -2.0000000 	 2.4388000 	 0.2474000 	 2.7725000 	 3.5357000 	 1.0140000 	 5.2145000 	 1.1946000 	 0.4549000 	 24.3199000
8.8000000 	 -0.2750000 	 -1.7500000 	 2.0936000 	 0.6679000 	 3.6814000 	 4.1681000 	 1.2498000 	 5.7813000 	 1.0778000 	 0.4870000 	 21.5361000
8.8000000 	 -0.2750000 	 -1.5000000 	 1.8698000 	 1.2935000 	 4.0246000 	 4.6697000 	 1.2309000 	 5.6368000 	 0.8496000 	 0.4310000 	 16.4139000
8.8000000 	 -0.2750000 	 -1.2500000 	 1.8730000 	 1.7564000 	 3.8294000 	 4.7659000 	 1.0106000 	 4.9272000 	 0.5972000 	 0.3267000 	 11.0910000
8.8000000 	 -0.2750000 	 -1.0000000 	 1.8230000 	 1.8923000 	 3.3292000 	 4.3849000 	 0.7799000 	 4.1019000 	 0.4016000 	 0.2347000 	 7.1818000
8.8000000 	 -0.2750000 	 -0.7500000 	 1.4806000 	 1.8635000 	 2.8980000 	 3.7321000 	 0.6772000 	 3.5849000 	 0.2877000 	 0.1873000 	 5.0824000
8.8000000 	 -0.2750000 	 -0.5000000 	 1.2212000 	 2.0527000 	 2.9868000 	 3.2930000 	 0.8204000 	 3.7989000 	 0.2629000 	 0.2042000 	 4.7748000
8.8000000 	 -0.1500000 	 -4.0000000 	 23.4309000 	 0.0000000 	 0.0000000 	 0.6894000 	 0.0000000 	 0.0245000 	 0.1358000 	 0.0000000 	 0.3328000
8.8000000 	 -0.1500000 	 -3.7500000 	 22.6913000 	 0.0000000 	 0.0033000 	 1.1200000 	 0.0018000 	 0.1097000 	 0.2806000 	 0.0040000 	 1.2571000
8.8000000 	 -0.1500000 	 -3.5000000 	 20.1705000 	 0.0000000 	 0.0098000 	 1.5559000 	 0.0143000 	 0.3590000 	 0.4824000 	 0.0181000 	 3.8554000
8.8000000 	 -0.1500000 	 -3.2500000 	 14.9171000 	 0.0000000 	 0.0348000 	 1.9287000 	 0.0531000 	 0.8303000 	 0.6811000 	 0.0547000 	 8.7765000
8.8000000 	 -0.1500000 	 -3.0000000 	 9.6115000 	 0.0035000 	 0.1349000 	 2.1552000 	 0.1290000 	 1.5966000 	 0.8773000 	 0.1110000 	 13.9856000
8.8000000 	 -0.1500000 	 -2.7500000 	 5.8935000 	 0.0078000 	 0.4200000 	 2.3670000 	 0.2508000 	 2.6818000 	 1.0326000 	 0.1838000 	 18.6072000
8.8000000 	 -0.1500000 	 -2.5000000 	 4.0152000 	 0.0226000 	 1.0157000 	 2.6083000 	 0.4201000 	 3.9872000 	 1.1311000 	 0.2646000 	 21.8732000
8.8000000 	 -0.1500000 	 -2.2500000 	 2.9003000 	 0.0792000 	 2.0536000 	 2.9720000 	 0.6559000 	 5.3610000 	 1.1812000 	 0.3533000 	 23.8361000
8.8000000 	 -0.1500000 	 -2.0000000 	 2.2684000 	 0.2498000 	 3.4406000 	 3.5055000 	 0.9475000 	 6.5413000 	 1.1710000 	 0.4350000 	 23.9354000
8.8000000 	 -0.1500000 	 -1.7500000 	 1.9260000 	 0.6436000 	 4.5069000 	 4.1510000 	 1.1655000 	 7.1919000 	 1.0596000 	 0.4656000 	 21.2760000
8.8000000 	 -0.1500000 	 -1.5000000 	 1.8839000 	 1.2810000 	 4.8373000 	 4.6830000 	 1.1576000 	 7.0680000 	 0.8426000 	 0.4154000 	 16.3458000
8.8000000 	 -0.1500000 	 -1.2500000 	 1.8104000 	 1.8025000 	 4.5549000 	 4.8265000 	 0.9615000 	 6.2825000 	 0.5961000 	 0.3183000 	 11.1481000
8.8000000 	 -0.1500000 	 -1.0000000 	 1.6421000 	 1.9776000 	 3.8747000 	 4.4691000 	 0.7455000 	 5.3003000 	 0.3996000 	 0.2296000 	 7.2484000
8.8000000 	 -0.1500000 	 -0.7500000 	 1.4515000 	 1.9354000 	 3.2410000 	 3.8015000 	 0.6426000 	 4.6690000 	 0.2878000 	 0.1825000 	 5.1329000
8.8000000 	 -0.1500000 	 -0.5000000 	 1.2769000 	 2.1577000 	 3.1350000 	 3.3430000 	 0.7503000 	 4.9074000 	 0.2601000 	 0.1928000 	 4.7141000
8.8000000 	 -0.0250000 	 -4.0000000 	 23.4331000 	 0.0000000 	 0.0000000 	 0.6825000 	 0.0000000 	 0.0273000 	 0.1241000 	 0.0000000 	 0.3089000
8.8000000 	 -0.0250000 	 -3.7500000 	 22.6767000 	 0.0000000 	 0.0039000 	 1.1047000 	 0.0015000 	 0.1242000 	 0.2582000 	 0.0035000 	 1.1687000
8.8000000 	 -0.0250000 	 -3.5000000 	 20.0894000 	 0.0000000 	 0.0108000 	 1.5449000 	 0.0125000 	 0.4198000 	 0.4505000 	 0.0164000 	 3.6708000
8.8000000 	 -0.0250000 	 -3.2500000 	 14.9652000 	 0.0000000 	 0.0423000 	 1.9034000 	 0.0480000 	 1.0105000 	 0.6505000 	 0.0506000 	 8.4035000
8.8000000 	 -0.0250000 	 -3.0000000 	 9.0412000 	 0.0039000 	 0.1657000 	 2.1553000 	 0.1225000 	 2.0058000 	 0.8466000 	 0.1071000 	 13.8036000
8.8000000 	 -0.0250000 	 -2.7500000 	 5.8514000 	 0.0086000 	 0.5195000 	 2.3425000 	 0.2384000 	 3.4142000 	 1.0063000 	 0.1770000 	 18.2611000
8.8000000 	 -0.0250000 	 -2.5000000 	 3.8192000 	 0.0260000 	 1.2697000 	 2.5814000 	 0.3993000 	 5.0866000 	 1.1041000 	 0.2552000 	 21.5256000
8.8000000 	 -0.0250000 	 -2.2500000 	 2.7687000 	 0.0854000 	 2.5695000 	 2.9378000 	 0.6161000 	 6.7770000 	 1.1528000 	 0.3384000 	 23.4233000
8.8000000 	 -0.0250000 	 -2.0000000 	 2.1963000 	 0.2454000 	 4.2537000 	 3.4650000 	 0.8750000 	 8.1353000 	 1.1429000 	 0.4126000 	 23.4798000
8.8000000 	 -0.0250000 	 -1.7500000 	 1.8646000 	 0.6037000 	 5.5517000 	 4.1169000 	 1.0710000 	 8.8400000 	 1.0377000 	 0.4406000 	 20.9386000
8.8000000 	 -0.0250000 	 -1.5000000 	 1.7271000 	 1.2293000 	 5.9178000 	 4.6898000 	 1.0740000 	 8.7452000 	 0.8317000 	 0.3968000 	 16.2465000
8.8000000 	 -0.0250000 	 -1.2500000 	 1.7419000 	 1.8110000 	 5.4853000 	 4.8907000 	 0.9024000 	 7.9102000 	 0.5922000 	 0.3072000 	 11.1810000
8.8000000 	 -0.0250000 	 -1.0000000 	 1.6570000 	 2.0210000 	 4.7055000 	 4.5615000 	 0.7060000 	 6.7978000 	 0.4003000 	 0.2237000 	 7.3401000
8.8000000 	 -0.0250000 	 -0.7500000 	 1.4566000 	 1.9976000 	 3.8353000 	 3.8855000 	 0.6044000 	 6.0446000 	 0.2885000 	 0.1771000 	 5.1969000
8.8000000 	 -0.0250000 	 -0.5000000 	 1.3549000 	 2.1958000 	 3.5126000 	 3.4078000 	 0.6861000 	 6.3418000 	 0.2600000 	 0.1830000 	 4.7121000
8.8000000 	 0.1000000 	 -4.0000000 	 23.4356000 	 0.0000000 	 0.0000000 	 0.6753000 	 0.0000000 	 0.0295000 	 0.1114000 	 0.0000000 	 0.2790000
8.8000000 	 0.1000000 	 -3.7500000 	 22.6677000 	 0.0000000 	 0.0044000 	 1.0965000 	 0.0012000 	 0.1352000 	 0.2315000 	 0.0030000 	 1.0710000
8.8000000 	 0.1000000 	 -3.5000000 	 20.4759000 	 0.0000000 	 0.0115000 	 1.5299000 	 0.0104000 	 0.4722000 	 0.4124000 	 0.0144000 	 3.4287000
8.8000000 	 0.1000000 	 -3.2500000 	 15.3317000 	 0.0000000 	 0.0489000 	 1.8967000 	 0.0431000 	 1.1989000 	 0.6106000 	 0.0468000 	 8.1084000
8.8000000 	 0.1000000 	 -3.0000000 	 8.8919000 	 0.0043000 	 0.2006000 	 2.1311000 	 0.1133000 	 2.4747000 	 0.8110000 	 0.1012000 	 13.4109000
8.8000000 	 0.1000000 	 -2.7500000 	 5.5083000 	 0.0096000 	 0.6427000 	 2.3130000 	 0.2241000 	 4.2966000 	 0.9733000 	 0.1692000 	 17.8609000
8.8000000 	 0.1000000 	 -2.5000000 	 3.8873000 	 0.0293000 	 1.5782000 	 2.5391000 	 0.3746000 	 6.4185000 	 1.0727000 	 0.2436000 	 21.0541000
8.8000000 	 0.1000000 	 -2.2500000 	 2.6440000 	 0.0898000 	 3.1992000 	 2.8892000 	 0.5724000 	 8.4897000 	 1.1212000 	 0.3216000 	 22.9384000
8.8000000 	 0.1000000 	 -2.0000000 	 1.9847000 	 0.2338000 	 5.2284000 	 3.4083000 	 0.7990000 	 10.0349000 	 1.1117000 	 0.3882000 	 22.9607000
8.8000000 	 0.1000000 	 -1.7500000 	 1.7968000 	 0.5503000 	 6.8831000 	 4.0728000 	 0.9718000 	 10.7661000 	 1.0106000 	 0.4135000 	 20.5606000
8.8000000 	 0.1000000 	 -1.5000000 	 1.6127000 	 1.1668000 	 7.2822000 	 4.6884000 	 0.9815000 	 10.6776000 	 0.8151000 	 0.3753000 	 16.1109000
8.8000000 	 0.1000000 	 -1.2500000 	 1.6523000 	 1.7795000 	 6.7863000 	 4.9548000 	 0.8353000 	 9.8304000 	 0.5857000 	 0.2941000 	 11.2116000
8.8000000 	 0.1000000 	 -1.0000000 	 1.6793000 	 2.0331000 	 5.7143000 	 4.6676000 	 0.6594000 	 8.6193000 	 0.3996000 	 0.2162000 	 7.4287000
8.8000000 	 0.1000000 	 -0.7500000 	 1.5317000 	 2.0273000 	 4.6907000 	 3.9912000 	 0.5628000 	 7.7648000 	 0.2883000 	 0.1711000 	 5.2758000
8.8000000 	 0.1000000 	 -0.5000000 	 1.3015000 	 2.1995000 	 4.1736000 	 3.4958000 	 0.6263000 	 8.1761000 	 0.2582000 	 0.1742000 	 4.7462000
8.9000000 	 -0.4000000 	 -4.0000000 	 24.1683000 	 0.0000000 	 0.0000000 	 0.6769000 	 0.0000000 	 0.0067000 	 0.1070000 	 0.0000000 	 0.2893000
8.9000000 	 -0.4000000 	 -3.7500000 	 22.6893000 	 0.0000000 	 0.0014000 	 1.0804000 	 0.0000000 	 0.0360000 	 0.2375000 	 0.0027000 	 1.1494000
8.9000000 	 -0.4000000 	 -3.5000000 	 20.4567000 	 0.0000000 	 0.0064000 	 1.5214000 	 0.0093000 	 0.1426000 	 0.4490000 	 0.0140000 	 3.7858000
8.9000000 	 -0.4000000 	 -3.2500000 	 15.5302000 	 0.0000000 	 0.0162000 	 1.8810000 	 0.0360000 	 0.3534000 	 0.6616000 	 0.0434000 	 8.6649000
8.9000000 	 -0.4000000 	 -3.0000000 	 9.3624000 	 0.0026000 	 0.0552000 	 2.1313000 	 0.0905000 	 0.6919000 	 0.8585000 	 0.0910000 	 14.1664000
8.9000000 	 -0.4000000 	 -2.7500000 	 5.8599000 	 0.0052000 	 0.1622000 	 2.3153000 	 0.1782000 	 1.1755000 	 1.0276000 	 0.1517000 	 18.8293000
8.9000000 	 -0.4000000 	 -2.5000000 	 3.8056000 	 0.0112000 	 0.4090000 	 2.5646000 	 0.3130000 	 1.8058000 	 1.1492000 	 0.2270000 	 22.6596000
8.9000000 	 -0.4000000 	 -2.2500000 	 2.7129000 	 0.0371000 	 0.9246000 	 2.9363000 	 0.5296000 	 2.5892000 	 1.2392000 	 0.3221000 	 25.5478000
8.9000000 	 -0.4000000 	 -2.0000000 	 2.0875000 	 0.1523000 	 1.8117000 	 3.4926000 	 0.8500000 	 3.4539000 	 1.2785000 	 0.4273000 	 26.6074000
8.9000000 	 -0.4000000 	 -1.7500000 	 1.7191000 	 0.5089000 	 2.7159000 	 4.1730000 	 1.1492000 	 4.1331000 	 1.2003000 	 0.4872000 	 24.3541000
8.9000000 	 -0.4000000 	 -1.5000000 	 1.5877000 	 1.1040000 	 3.2387000 	 4.7369000 	 1.2086000 	 4.2877000 	 0.9822000 	 0.4527000 	 19.0924000
8.9000000 	 -0.4000000 	 -1.2500000 	 1.5877000 	 1.5837000 	 3.3017000 	 4.9068000 	 1.0440000 	 3.9415000 	 0.7113000 	 0.3571000 	 13.2080000
8.9000000 	 -0.4000000 	 -1.0000000 	 1.4360000 	 1.7809000 	 3.0661000 	 4.5842000 	 0.8425000 	 3.4383000 	 0.4835000 	 0.2654000 	 8.7118000
8.9000000 	 -0.4000000 	 -0.7500000 	 1.3405000 	 1.7884000 	 2.7098000 	 3.9328000 	 0.7494000 	 3.1364000 	 0.3513000 	 0.2157000 	 6.2221000
8.9000000 	 -0.4000000 	 -0.5000000 	 1.1837000 	 1.9345000 	 2.8204000 	 3.4807000 	 0.9070000 	 3.4514000 	 0.3246000 	 0.2357000 	 5.8728000
8.9000000 	 -0.2750000 	 -4.0000000 	 23.6733000 	 0.0000000 	 0.0000000 	 0.6550000 	 0.0000000 	 0.0079000 	 0.0983000 	 0.0000000 	 0.2686000
8.9000000 	 -0.2750000 	 -3.7500000 	 22.7895000 	 0.0000000 	 0.0017000 	 1.0770000 	 0.0000000 	 0.0436000 	 0.2266000 	 0.0025000 	 1.0993000
8.9000000 	 -0.2750000 	 -3.5000000 	 20.4438000 	 0.0000000 	 0.0070000 	 1.5133000 	 0.0084000 	 0.1741000 	 0.4289000 	 0.0131000 	 3.6570000
8.9000000 	 -0.2750000 	 -3.2500000 	 15.4951000 	 0.0000000 	 0.0189000 	 1.8728000 	 0.0339000 	 0.4435000 	 0.6410000 	 0.0416000 	 8.4908000
8.9000000 	 -0.2750000 	 -3.0000000 	 8.9984000 	 0.0030000 	 0.0681000 	 2.1226000 	 0.0874000 	 0.8874000 	 0.8399000 	 0.0887000 	 14.0108000
8.9000000 	 -0.2750000 	 -2.7500000 	 5.6207000 	 0.0057000 	 0.2058000 	 2.3075000 	 0.1746000 	 1.5316000 	 1.0113000 	 0.1496000 	 18.7504000
8.9000000 	 -0.2750000 	 -2.5000000 	 3.7288000 	 0.0128000 	 0.5267000 	 2.5515000 	 0.3075000 	 2.3681000 	 1.1351000 	 0.2243000 	 22.5806000
8.9000000 	 -0.2750000 	 -2.2500000 	 2.6440000 	 0.0424000 	 1.1925000 	 2.9061000 	 0.5133000 	 3.3681000 	 1.2256000 	 0.3151000 	 25.3092000
8.9000000 	 -0.2750000 	 -2.0000000 	 2.0296000 	 0.1590000 	 2.3135000 	 3.4547000 	 0.8095000 	 4.4192000 	 1.2639000 	 0.4135000 	 26.2800000
8.9000000 	 -0.2750000 	 -1.7500000 	 1.6470000 	 0.5044000 	 3.3796000 	 4.1460000 	 1.0849000 	 5.2065000 	 1.1842000 	 0.4696000 	 24.1178000
8.9000000 	 -0.2750000 	 -1.5000000 	 1.5882000 	 1.1044000 	 3.9209000 	 4.7372000 	 1.1437000 	 5.4089000 	 0.9730000 	 0.4378000 	 19.0040000
8.9000000 	 -0.2750000 	 -1.2500000 	 1.5304000 	 1.6422000 	 3.9209000 	 4.9509000 	 0.9952000 	 5.0277000 	 0.7058000 	 0.3477000 	 13.2369000
8.9000000 	 -0.2750000 	 -1.0000000 	 1.4611000 	 1.8595000 	 3.5296000 	 4.6425000 	 0.8043000 	 4.4309000 	 0.4836000 	 0.2591000 	 8.7625000
8.9000000 	 -0.2750000 	 -0.7500000 	 1.3228000 	 1.8831000 	 3.0134000 	 3.9912000 	 0.7100000 	 4.0597000 	 0.3493000 	 0.2095000 	 6.2467000
8.9000000 	 -0.2750000 	 -0.5000000 	 1.1909000 	 2.0512000 	 3.0017000 	 3.5241000 	 0.8372000 	 4.4478000 	 0.3196000 	 0.2237000 	 5.7922000
8.9000000 	 -0.1500000 	 -4.0000000 	 23.9993000 	 0.0000000 	 0.0000000 	 0.6614000 	 0.0000000 	 0.0094000 	 0.0939000 	 0.0000000 	 0.2617000
8.9000000 	 -0.1500000 	 -3.7500000 	 22.7252000 	 0.0000000 	 0.0031000 	 1.0622000 	 0.0000000 	 0.0511000 	 0.2120000 	 0.0022000 	 1.0244000
8.9000000 	 -0.1500000 	 -3.5000000 	 20.4289000 	 0.0000000 	 0.0077000 	 1.5021000 	 0.0075000 	 0.2080000 	 0.4051000 	 0.0120000 	 3.5001000
8.9000000 	 -0.1500000 	 -3.2500000 	 15.4326000 	 0.0000000 	 0.0229000 	 1.8602000 	 0.0316000 	 0.5473000 	 0.6151000 	 0.0396000 	 8.2951000
8.9000000 	 -0.1500000 	 -3.0000000 	 9.5593000 	 0.0034000 	 0.0829000 	 2.0970000 	 0.0832000 	 1.1289000 	 0.8202000 	 0.0855000 	 13.7137000
8.9000000 	 -0.1500000 	 -2.7500000 	 5.5351000 	 0.0063000 	 0.2618000 	 2.2908000 	 0.1696000 	 1.9819000 	 0.9921000 	 0.1467000 	 18.5944000
8.9000000 	 -0.1500000 	 -2.5000000 	 3.7510000 	 0.0147000 	 0.6799000 	 2.5181000 	 0.2984000 	 3.0807000 	 1.1193000 	 0.2194000 	 22.3354000
8.9000000 	 -0.1500000 	 -2.2500000 	 2.5602000 	 0.0477000 	 1.5510000 	 2.8765000 	 0.4957000 	 4.3629000 	 1.2074000 	 0.3078000 	 25.1022000
8.9000000 	 -0.1500000 	 -2.0000000 	 1.9096000 	 0.1622000 	 2.9341000 	 3.4176000 	 0.7659000 	 5.6154000 	 1.2412000 	 0.3988000 	 25.9642000
8.9000000 	 -0.1500000 	 -1.7500000 	 1.6173000 	 0.4802000 	 4.2287000 	 4.1051000 	 1.0123000 	 6.4978000 	 1.1653000 	 0.4491000 	 23.8133000
8.9000000 	 -0.1500000 	 -1.5000000 	 1.5347000 	 1.0765000 	 4.7997000 	 4.7287000 	 1.0696000 	 6.7425000 	 0.9607000 	 0.4203000 	 18.8936000
8.9000000 	 -0.1500000 	 -1.2500000 	 1.4776000 	 1.6552000 	 4.7188000 	 4.9878000 	 0.9385000 	 6.3441000 	 0.7017000 	 0.3365000 	 13.2725000
8.9000000 	 -0.1500000 	 -1.0000000 	 1.4916000 	 1.9038000 	 4.2705000 	 4.7148000 	 0.7597000 	 5.6547000 	 0.4816000 	 0.2514000 	 8.8240000
