#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -4.0 - -0.5
# SED: post-AGB stars from Rauch T* = 150,000 K
# Plane-parallel geometry, stop criterion: 2% free electrons
#
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 OII_3727        	 NeIII_3869      	 OIII_4363       	 OIII_5007      
7.8000 -1.4000 -3.7500 15.2584 0.0000 0.0000 2.4186 0.0059 0.0143 2.4186 0.1781 0.0035 0.2689
7.8000 -1.4000 -3.5000 8.4520 0.0000 0.0000 2.7549 0.0252 0.0258 2.4720 0.1939 0.0132 0.8485
7.8000 -1.4000 -3.2500 4.4064 0.0000 0.0056 3.0688 0.0754 0.0450 2.0241 0.2161 0.0347 1.8892
7.8000 -1.4000 -3.0000 2.1277 0.0000 0.0272 3.3236 0.1447 0.0711 1.3790 0.2288 0.0592 2.7658
7.8000 -1.4000 -2.7500 0.9646 0.0000 0.0892 3.5165 0.1921 0.0935 0.8705 0.2104 0.0717 2.9456
7.8000 -1.4000 -2.5000 0.4547 0.0058 0.1858 3.6831 0.2000 0.0983 0.5491 0.1679 0.0696 2.6039
7.8000 -1.4000 -2.2500 0.2561 0.0168 0.2660 3.8464 0.1795 0.0863 0.3573 0.1243 0.0595 2.0887
7.8000 -1.4000 -2.0000 0.1673 0.0336 0.2964 4.0049 0.1446 0.0681 0.2428 0.0893 0.0466 1.5761
7.8000 -1.4000 -1.7500 0.1158 0.0490 0.2835 4.1358 0.1077 0.0513 0.1729 0.0631 0.0342 1.1398
7.8000 -1.4000 -1.5000 0.0931 0.0568 0.2487 4.2168 0.0765 0.0386 0.1300 0.0445 0.0243 0.8085
7.8000 -1.4000 -1.2500 0.0911 0.0565 0.2101 4.2520 0.0537 0.0298 0.1047 0.0320 0.0172 0.5766
7.8000 -1.4000 -1.0000 0.0943 0.0521 0.1755 4.2582 0.0384 0.0238 0.0908 0.0241 0.0124 0.4227
7.8000 -1.4000 -0.7500 0.0913 0.0462 0.1479 4.2606 0.0283 0.0199 0.0841 0.0192 0.0093 0.3219
7.8000 -1.4000 -0.5000 0.0785 0.0403 0.1279 4.2630 0.0217 0.0172 0.0818 0.0161 0.0072 0.2552
7.8000 -1.4000 -4.0000 25.9820 0.0000 0.0000 2.0983 0.0000 0.0081 2.1072 0.1708 0.0000 0.0782
7.9000 -1.4000 -3.7500 15.9257 0.0000 0.0000 2.4321 0.0072 0.0177 3.0263 0.2227 0.0044 0.3370
7.9000 -1.4000 -3.5000 8.9016 0.0000 0.0000 2.7699 0.0310 0.0318 3.0939 0.2426 0.0163 1.0623
7.9000 -1.4000 -3.2500 4.6796 0.0000 0.0068 3.0878 0.0924 0.0555 2.5351 0.2702 0.0429 2.3650
7.9000 -1.4000 -3.0000 2.2785 0.0000 0.0330 3.3474 0.1773 0.0875 1.7282 0.2863 0.0733 3.4673
7.9000 -1.4000 -2.7500 1.0586 0.0000 0.1084 3.5474 0.2357 0.1149 1.0922 0.2636 0.0888 3.6989
7.9000 -1.4000 -2.5000 0.5156 0.0070 0.2259 3.7221 0.2458 0.1208 0.6895 0.2106 0.0864 3.2751
7.9000 -1.4000 -2.2500 0.2939 0.0203 0.3225 3.8958 0.2208 0.1060 0.4491 0.1564 0.0739 2.6315
7.9000 -1.4000 -2.0000 0.1948 0.0407 0.3586 4.0629 0.1783 0.0836 0.3053 0.1127 0.0580 1.9896
7.9000 -1.4000 -1.7500 0.1374 0.0595 0.3440 4.2017 0.1331 0.0631 0.2175 0.0797 0.0427 1.4412
7.9000 -1.4000 -1.5000 0.1069 0.0687 0.3025 4.2948 0.0948 0.0475 0.1634 0.0563 0.0304 1.0235
7.9000 -1.4000 -1.2500 0.1021 0.0684 0.2550 4.3415 0.0668 0.0367 0.1312 0.0406 0.0215 0.7313
7.9000 -1.4000 -1.0000 0.1074 0.0630 0.2133 4.3581 0.0479 0.0295 0.1134 0.0305 0.0156 0.5368
7.9000 -1.4000 -0.7500 0.1090 0.0557 0.1799 4.3680 0.0354 0.0246 0.1045 0.0242 0.0117 0.4085
7.9000 -1.4000 -0.5000 0.1001 0.0486 0.1546 4.3751 0.0272 0.0212 0.1009 0.0201 0.0091 0.3231
7.9000 -1.4000 -4.0000 26.9923 0.0000 0.0000 2.1111 0.0012 0.0100 2.6354 0.2134 0.0011 0.0980
8.0000 -1.4000 -3.7500 16.5360 0.0000 0.0000 2.4482 0.0089 0.0218 3.7775 0.2778 0.0054 0.4214
8.0000 -1.4000 -3.5000 9.3118 0.0000 0.0000 2.7868 0.0377 0.0391 3.8640 0.3027 0.0201 1.3277
8.0000 -1.4000 -3.2500 4.9314 0.0000 0.0082 3.1101 0.1123 0.0680 3.1685 0.3371 0.0527 2.9544
8.0000 -1.4000 -3.0000 2.4335 0.0000 0.0396 3.3768 0.2154 0.1069 2.1626 0.3572 0.0901 4.3373
8.0000 -1.4000 -2.7500 1.1558 0.0012 0.1304 3.5848 0.2868 0.1403 1.3682 0.3294 0.1094 4.6382
8.0000 -1.4000 -2.5000 0.5809 0.0083 0.2717 3.7704 0.2997 0.1475 0.8639 0.2639 0.1066 4.1165
8.0000 -1.4000 -2.2500 0.3445 0.0242 0.3870 3.9543 0.2697 0.1293 0.5631 0.1965 0.0915 3.3147
8.0000 -1.4000 -2.0000 0.2399 0.0488 0.4302 4.1328 0.2184 0.1020 0.3834 0.1419 0.0719 2.5104
8.0000 -1.4000 -1.7500 0.1690 0.0714 0.4123 4.2824 0.1636 0.0770 0.2732 0.1007 0.0531 1.8227
8.0000 -1.4000 -1.5000 0.1244 0.0824 0.3615 4.3879 0.1170 0.0581 0.2051 0.0712 0.0379 1.2969
8.0000 -1.4000 -1.2500 0.1113 0.0820 0.3050 4.4465 0.0828 0.0450 0.1642 0.0513 0.0269 0.9282
8.0000 -1.4000 -1.0000 0.1176 0.0753 0.2551 4.4746 0.0594 0.0362 0.1411 0.0386 0.0195 0.6814
8.0000 -1.4000 -0.7500 0.1234 0.0666 0.2153 4.4918 0.0441 0.0303 0.1292 0.0305 0.0147 0.5185
8.0000 -1.4000 -0.5000 0.1195 0.0581 0.1851 4.5046 0.0341 0.0262 0.1239 0.0253 0.0114 0.4096
8.0000 -1.4000 -4.0000 27.8517 0.0000 0.0000 2.1244 0.0015 0.0123 3.2880 0.2659 0.0013 0.1227
8.1000 -1.4000 -3.7500 17.0156 0.0000 0.0000 2.4675 0.0107 0.0266 4.7036 0.3455 0.0066 0.5264
8.1000 -1.4000 -3.5000 9.6471 0.0000 0.0011 2.8090 0.0456 0.0476 4.8128 0.3768 0.0246 1.6557
8.1000 -1.4000 -3.2500 5.1435 0.0000 0.0097 3.1368 0.1352 0.0826 3.9483 0.4194 0.0645 3.6830
8.1000 -1.4000 -3.0000 2.5956 0.0000 0.0469 3.4114 0.2588 0.1294 2.6984 0.4442 0.1100 5.4124
8.1000 -1.4000 -2.7500 1.2565 0.0014 0.1548 3.6288 0.3453 0.1695 1.7090 0.4104 0.1338 5.8028
8.1000 -1.4000 -2.5000 0.6492 0.0097 0.3221 3.8265 0.3614 0.1780 1.0802 0.3297 0.1307 5.1629
8.1000 -1.4000 -2.2500 0.4067 0.0285 0.4567 4.0253 0.3259 0.1559 0.7046 0.2464 0.1123 4.1676
8.1000 -1.4000 -2.0000 0.2966 0.0576 0.5079 4.2168 0.2648 0.1229 0.4800 0.1785 0.0885 3.1643
8.1000 -1.4000 -1.7500 0.2110 0.0847 0.4858 4.3791 0.1995 0.0930 0.3421 0.1271 0.0657 2.3047
8.1000 -1.4000 -1.5000 0.1475 0.0976 0.4256 4.4986 0.1433 0.0702 0.2567 0.0900 0.0470 1.6427
8.1000 -1.4000 -1.2500 0.1203 0.0972 0.3601 4.5700 0.1020 0.0546 0.2046 0.0649 0.0336 1.1783
