#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 90 kK
# SED: Black-body
# Plane-parallel geometry
#
12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeII_4686
8.3 45000 -3.25 3.5215 0.4880 0.7808 0.1707 0.0222 0.0570 0.0000
8.3 50000 -3.25 3.8716 0.8189 0.8051 0.1943 0.0226 0.0582 0.0012
8.3 55000 -3.25 4.1109 1.2004 0.8345 0.2134 0.0229 0.0588 0.0026
8.3 60000 -3.25 4.2912 1.5977 0.8709 0.2290 0.0230 0.0590 0.0052
8.3 70000 -3.25 4.5673 2.3765 0.9533 0.2537 0.0228 0.0585 0.0144
8.3 80000 -3.25 4.7767 3.0785 1.0354 0.2720 0.0222 0.0570 0.0302
8.3 90000 -3.25 4.9465 3.6780 1.1102 0.2857 0.0213 0.0544 0.0519
8.3 30000 -3.00 2.1068 0.0485 0.6838 0.0959 0.0150 0.0387 0.0000
8.3 32500 -3.00 2.4619 0.1143 0.6581 0.1210 0.0183 0.0472 0.0000
8.3 35000 -3.00 2.7891 0.2245 0.6328 0.1449 0.0203 0.0523 0.0000
8.3 37500 -3.00 3.0538 0.3838 0.6139 0.1659 0.0213 0.0547 0.0000
8.3 40000 -3.00 3.2559 0.5898 0.6025 0.1840 0.0218 0.0561 0.0000
8.3 45000 -3.00 3.4849 1.1079 0.5942 0.2132 0.0223 0.0574 0.0000
8.3 50000 -3.00 3.5778 1.7008 0.6022 0.2359 0.0226 0.0581 0.0013
8.3 55000 -3.00 3.6178 2.3073 0.6217 0.2544 0.0227 0.0584 0.0029
8.3 60000 -3.00 3.6477 2.8979 0.6484 0.2701 0.0227 0.0583 0.0056
8.3 70000 -3.00 3.7091 3.9724 0.7104 0.2951 0.0224 0.0574 0.0156
8.3 80000 -3.00 3.7801 4.8852 0.7716 0.3135 0.0216 0.0553 0.0327
8.3 90000 -3.00 3.8478 5.6362 0.8250 0.3269 0.0204 0.0522 0.0565
8.3 30000 -2.75 2.4882 0.1209 0.5832 0.1326 0.0155 0.0401 0.0000
8.3 32500 -2.75 2.7785 0.2755 0.5350 0.1595 0.0190 0.0490 0.0000
8.3 35000 -2.75 2.9855 0.5145 0.4920 0.1837 0.0210 0.0540 0.0000
8.3 37500 -2.75 3.0986 0.8271 0.4633 0.2039 0.0217 0.0559 0.0000
8.3 40000 -2.75 3.1277 1.1923 0.4452 0.2205 0.0221 0.0568 0.0000
8.3 45000 -2.75 3.0605 1.9972 0.4302 0.2469 0.0224 0.0577 0.0000
8.3 50000 -2.75 2.9564 2.8132 0.4342 0.2680 0.0226 0.0580 0.0014
8.3 55000 -2.75 2.8722 3.5902 0.4490 0.2857 0.0226 0.0580 0.0031
8.3 60000 -2.75 2.8194 4.3112 0.4698 0.3006 0.0225 0.0578 0.0060
8.3 70000 -2.75 2.7816 5.5725 0.5171 0.3229 0.0220 0.0565 0.0166
8.3 80000 -2.75 2.7923 6.5996 0.5619 0.3375 0.0211 0.0541 0.0346
8.3 90000 -2.75 2.8183 7.4041 0.5988 0.3470 0.0198 0.0507 0.0598
8.3 30000 -2.50 2.7767 0.2693 0.4612 0.1695 0.0163 0.0421 0.0000
8.3 32500 -2.50 2.9213 0.5732 0.4064 0.1951 0.0197 0.0509 0.0000
8.3 35000 -2.50 2.9363 0.9911 0.3605 0.2169 0.0215 0.0553 0.0000
8.3 37500 -2.50 2.8559 1.4769 0.3322 0.2343 0.0220 0.0567 0.0000
8.3 40000 -2.50 2.7268 1.9907 0.3158 0.2486 0.0223 0.0573 0.0000
8.3 45000 -2.50 2.4621 3.0139 0.3039 0.2721 0.0225 0.0578 0.0000
8.3 50000 -2.50 2.2640 3.9732 0.3080 0.2913 0.0225 0.0579 0.0015
8.3 55000 -2.50 2.1374 4.8557 0.3205 0.3068 0.0225 0.0578 0.0033
8.3 60000 -2.50 2.0601 5.6575 0.3369 0.3188 0.0224 0.0574 0.0064
8.3 70000 -2.50 1.9978 7.0371 0.3725 0.3338 0.0218 0.0559 0.0178
8.3 80000 -2.50 1.9913 8.1137 0.4045 0.3405 0.0208 0.0532 0.0369
8.3 90000 -2.50 2.0026 8.8883 0.4296 0.3427 0.0194 0.0495 0.0636
8.3 30000 -2.25 2.9135 0.5283 0.3440 0.2020 0.0174 0.0448 0.0000
8.3 32500 -2.25 2.8581 1.0271 0.2931 0.2244 0.0206 0.0530 0.0000
8.3 35000 -2.25 2.6740 1.6307 0.2542 0.2428 0.0219 0.0564 0.0000
8.3 37500 -2.25 2.4418 2.2611 0.2326 0.2573 0.0222 0.0572 0.0000
8.3 40000 -2.25 2.2199 2.8815 0.2210 0.2697 0.0224 0.0576 0.0000
8.3 45000 -2.25 1.8800 4.0414 0.2144 0.2905 0.0225 0.0578 0.0000
8.3 50000 -2.25 1.6711 5.0904 0.2196 0.3064 0.0225 0.0578 0.0017
8.3 55000 -2.25 1.5486 6.0411 0.2302 0.3172 0.0224 0.0576 0.0037
8.3 60000 -2.25 1.4783 6.9018 0.2431 0.3235 0.0222 0.0571 0.0072
8.3 70000 -2.25 1.4201 8.3575 0.2694 0.3264 0.0216 0.0553 0.0197
8.3 80000 -2.25 1.4113 9.4331 0.2917 0.3228 0.0204 0.0523 0.0407
8.3 90000 -2.25 1.4170 10.0943 0.3085 0.3170 0.0189 0.0483 0.0698
8.3 30000 -2.00 2.8683 0.9178 0.2460 0.2277 0.0187 0.0483 0.0000
8.3 32500 -2.00 2.6056 1.6159 0.2041 0.2464 0.0214 0.0552 0.0000
8.3 35000 -2.00 2.2811 2.3674 0.1766 0.2618 0.0222 0.0571 0.0000
8.3 37500 -2.00 1.9777 3.0964 0.1628 0.2744 0.0223 0.0575 0.0000
8.3 40000 -2.00 1.7326 3.7821 0.1561 0.2854 0.0224 0.0577 0.0000
8.3 45000 -2.00 1.4082 5.0334 0.1542 0.3026 0.0225 0.0579 0.0000
8.3 50000 -2.00 1.2286 6.1549 0.1600 0.3125 0.0225 0.0578 0.0020
8.3 55000 -2.00 1.1282 7.1707 0.1690 0.3158 0.0223 0.0574 0.0044
8.3 60000 -2.00 1.0724 8.0867 0.1792 0.3141 0.0221 0.0568 0.0084
8.3 70000 -2.00 1.0270 9.5927 0.1985 0.3031 0.0213 0.0547 0.0228
8.3 80000 -2.00 1.0186 10.6016 0.2140 0.2898 0.0200 0.0513 0.0468
8.3 90000 -2.00 1.0225 11.0656 0.2252 0.2777 0.0182 0.0467 0.0798
8.3 30000 -1.75 2.6437 1.4237 0.1713 0.2458 0.0202 0.0522 0.0000
8.3 32500 -1.75 2.2427 2.2861 0.1403 0.2621 0.0220 0.0568 0.0000
8.3 35000 -1.75 1.8571 3.1362 0.1240 0.2755 0.0223 0.0575 0.0000
8.3 37500 -1.75 1.5519 3.9268 0.1163 0.2867 0.0224 0.0577 0.0000
8.3 40000 -1.75 1.3306 4.6577 0.1133 0.2959 0.0225 0.0579 0.0000
8.3 45000 -1.75 1.0606 5.9909 0.1146 0.3070 0.0225 0.0579 0.0000
8.3 50000 -1.75 0.9198 7.1950 0.1206 0.3082 0.0224 0.0577 0.0024
8.3 55000 -1.75 0.8431 8.2847 0.1283 0.3021 0.0223 0.0573 0.0054
8.3 60000 -1.75 0.8008 9.2592 0.1364 0.2921 0.0220 0.0565 0.0103
8.3 70000 -1.75 0.7658 10.7749 0.1509 0.2692 0.0210 0.0539 0.0278
8.3 80000 -1.75 0.7599 11.6332 0.1618 0.2493 0.0194 0.0499 0.0566
8.3 90000 -1.75 0.7639 11.8046 0.1695 0.2336 0.0174 0.0445 0.0954
8.3 30000 -1.50 2.3061 2.0082 0.1179 0.2580 0.0215 0.0555 0.0000
8.3 32500 -1.50 1.8446 2.9791 0.0982 0.2726 0.0222 0.0573 0.0000
8.3 35000 -1.50 1.4697 3.8902 0.0896 0.2846 0.0223 0.0577 0.0000
8.3 37500 -1.50 1.2052 4.7248 0.0861 0.2940 0.0224 0.0578 0.0000
8.3 40000 -1.50 1.0249 5.4989 0.0854 0.3000 0.0225 0.0579 0.0000
8.3 45000 -1.50 0.8146 6.9281 0.0886 0.3019 0.0225 0.0579 0.0012
8.3 50000 -1.50 0.7078 8.2293 0.0945 0.2928 0.0224 0.0576 0.0032
8.3 55000 -1.50 0.6502 9.4036 0.1012 0.2779 0.0221 0.0570 0.0070
8.3 60000 -1.50 0.6187 10.4277 0.1079 0.2613 0.0218 0.0561 0.0134
8.3 70000 -1.50 0.5929 11.8945 0.1190 0.2311 0.0206 0.0528 0.0357
8.3 80000 -1.50 0.5898 12.4817 0.1269 0.2083 0.0186 0.0479 0.0713
8.3 90000 -1.50 0.5947 12.2153 0.1324 0.1918 0.0162 0.0415 0.1178
8.6 30000 -4.00 0.0728 0.0000 0.2513 0.0057 0.0099 0.0263 0.0000
8.6 32500 -4.00 0.1171 0.0000 0.3283 0.0091 0.0123 0.0325 0.0000
8.6 35000 -4.00 0.1777 0.0000 0.4131 0.0135 0.0145 0.0381 0.0000
8.6 37500 -4.00 0.2544 0.0011 0.5017 0.0187 0.0164 0.0430 0.0000
8.6 40000 -4.00 0.3502 0.0021 0.5960 0.0248 0.0179 0.0470 0.0000
8.6 45000 -4.00 0.5910 0.0060 0.7922 0.0384 0.0204 0.0533 0.0000
8.6 50000 -4.00 0.8904 0.0131 0.9964 0.0533 0.0222 0.0578 0.0000
8.6 55000 -4.00 1.2340 0.0244 1.2042 0.0683 0.0235 0.0611 0.0010
8.6 60000 -4.00 1.6060 0.0399 1.4112 0.0828 0.0245 0.0635 0.0021
8.6 70000 -4.00 2.3928 0.0822 1.8206 0.1091 0.0259 0.0669 0.0064
8.6 80000 -4.00 3.2005 0.1346 2.2189 0.1319 0.0267 0.0690 0.0141
8.6 90000 -4.00 3.9957 0.1913 2.5975 0.1517 0.0272 0.0701 0.0251
8.6 30000 -3.75 0.1122 0.0000 0.2915 0.0102 0.0117 0.0310 0.0000
8.6 32500 -3.75 0.1802 0.0000 0.3732 0.0163 0.0143 0.0377 0.0000
8.6 35000 -3.75 0.2730 0.0020 0.4606 0.0239 0.0164 0.0432 0.0000
8.6 37500 -3.75 0.3927 0.0043 0.5523 0.0330 0.0181 0.0475 0.0000
8.6 40000 -3.75 0.5374 0.0082 0.6455 0.0432 0.0195 0.0510 0.0000
8.6 45000 -3.75 0.8929 0.0230 0.8342 0.0654 0.0214 0.0558 0.0000
8.6 50000 -3.75 1.3120 0.0499 1.0207 0.0882 0.0227 0.0589 0.0000
8.6 55000 -3.75 1.7701 0.0906 1.2039 0.1104 0.0235 0.0611 0.0015
8.6 60000 -3.75 2.2429 0.1443 1.3828 0.1307 0.0242 0.0626 0.0031
8.6 70000 -3.75 3.1932 0.2851 1.7254 0.1662 0.0249 0.0643 0.0090
8.6 80000 -3.75 4.1264 0.4542 2.0519 0.1958 0.0252 0.0649 0.0192
8.6 90000 -3.75 5.0262 0.6329 2.3599 0.2211 0.0251 0.0647 0.0336
8.6 30000 -3.50 0.1846 0.0012 0.3422 0.0195 0.0133 0.0350 0.0000
8.6 32500 -3.50 0.2980 0.0036 0.4281 0.0307 0.0160 0.0421 0.0000
8.6 35000 -3.50 0.4505 0.0087 0.5158 0.0444 0.0181 0.0475 0.0000
8.6 37500 -3.50 0.6391 0.0183 0.6023 0.0600 0.0196 0.0512 0.0000
8.6 40000 -3.50 0.8551 0.0341 0.6850 0.0764 0.0207 0.0539 0.0000
8.6 45000 -3.50 1.3420 0.0899 0.8407 0.1098 0.0221 0.0574 0.0000
8.6 50000 -3.50 1.8564 0.1824 0.9856 0.1411 0.0229 0.0594 0.0000
8.6 55000 -3.50 2.3657 0.3106 1.1235 0.1692 0.0234 0.0607 0.0021
8.6 60000 -3.50 2.8681 0.4704 1.2593 0.1945 0.0238 0.0614 0.0041
8.6 70000 -3.50 3.8079 0.8576 1.5183 0.2372 0.0240 0.0620 0.0117
8.6 80000 -3.50 4.6901 1.2940 1.7671 0.2725 0.0238 0.0614 0.0247
8.6 90000 -3.50 5.5223 1.7416 2.0017 0.3028 0.0233 0.0600 0.0428
8.6 30000 -3.25 0.3525 0.0058 0.4178 0.0398 0.0144 0.0378 0.0000
8.6 32500 -3.25 0.5445 0.0161 0.4955 0.0595 0.0174 0.0455 0.0000
8.6 35000 -3.25 0.7760 0.0368 0.5638 0.0816 0.0194 0.0507 0.0000
8.6 37500 -3.25 1.0370 0.0725 0.6254 0.1046 0.0207 0.0538 0.0000
8.6 40000 -3.25 1.3076 0.1267 0.6802 0.1272 0.0215 0.0558 0.0000
8.6 45000 -3.25 1.8335 0.2957 0.7775 0.1685 0.0224 0.0582 0.0000
8.6 50000 -3.25 2.3117 0.5406 0.8684 0.2040 0.0229 0.0594 0.0011
8.6 55000 -3.25 2.7452 0.8456 0.9595 0.2347 0.0232 0.0601 0.0025
8.6 60000 -3.25 3.1396 1.1942 1.0506 0.2617 0.0234 0.0604 0.0050
8.6 70000 -3.25 3.8638 1.9612 1.2375 0.3077 0.0233 0.0601 0.0140
8.6 80000 -3.25 4.5378 2.7694 1.4216 0.3470 0.0228 0.0587 0.0294
8.6 90000 -3.25 5.1531 3.5688 1.5922 0.3809 0.0220 0.0564 0.0508
8.6 30000 -3.00 0.6618 0.0228 0.4868 0.0756 0.0150 0.0393 0.0000
8.6 32500 -3.00 0.9216 0.0582 0.5283 0.1037 0.0183 0.0478 0.0000
8.6 35000 -3.00 1.1993 0.1229 0.5579 0.1327 0.0204 0.0530 0.0000
8.6 37500 -3.00 1.4673 0.2231 0.5812 0.1601 0.0214 0.0556 0.0000
8.6 40000 -3.00 1.7083 0.3605 0.6018 0.1848 0.0220 0.0571 0.0000
8.6 45000 -3.00 2.1001 0.7308 0.6438 0.2265 0.0226 0.0586 0.0000
8.6 50000 -3.00 2.4061 1.1916 0.6922 0.2605 0.0229 0.0594 0.0012
8.6 55000 -3.00 2.6745 1.7094 0.7502 0.2903 0.0231 0.0597 0.0028
8.6 60000 -3.00 2.9289 2.2610 0.8150 0.3173 0.0231 0.0597 0.0055
8.6 70000 -3.00 3.4128 3.4095 0.9534 0.3651 0.0228 0.0588 0.0154
8.6 80000 -3.00 3.8600 4.5548 1.0882 0.4059 0.0221 0.0569 0.0323
8.6 90000 -3.00 4.2588 5.6395 1.2091 0.4405 0.0210 0.0540 0.0559
8.6 30000 -2.75 1.0507 0.0678 0.4985 0.1222 0.0155 0.0404 0.0000
8.6 32500 -2.75 1.3116 0.1604 0.4945 0.1549 0.0190 0.0494 0.0000
8.6 35000 -2.75 1.5436 0.3111 0.4845 0.1856 0.0211 0.0547 0.0000
8.6 37500 -2.75 1.7240 0.5180 0.4772 0.2120 0.0219 0.0569 0.0000
8.6 40000 -2.75 1.8554 0.7697 0.4757 0.2342 0.0223 0.0579 0.0000
8.6 45000 -2.75 2.0338 1.3644 0.4882 0.2709 0.0227 0.0589 0.0000
8.6 50000 -2.75 2.1743 2.0328 0.5180 0.3024 0.0229 0.0593 0.0013
8.6 55000 -2.75 2.3128 2.7437 0.5596 0.3313 0.0230 0.0594 0.0030
8.6 60000 -2.75 2.4562 3.4762 0.6082 0.3580 0.0229 0.0592 0.0059
8.6 70000 -2.75 2.7511 4.9394 0.7115 0.4042 0.0225 0.0580 0.0163
8.6 80000 -2.75 3.0318 6.3294 0.8094 0.4414 0.0217 0.0557 0.0341
8.6 90000 -2.75 3.2771 7.5888 0.8931 0.4712 0.0204 0.0524 0.0591
8.6 30000 -2.50 1.4143 0.1611 0.4466 0.1717 0.0161 0.0419 0.0000
8.6 32500 -2.50 1.5975 0.3499 0.4126 0.2033 0.0196 0.0510 0.0000
8.6 35000 -2.50 1.7106 0.6201 0.3808 0.2306 0.0216 0.0562 0.0000
8.6 37500 -2.50 1.7626 0.9492 0.3609 0.2526 0.0223 0.0578 0.0000
8.6 40000 -2.50 1.7752 1.3146 0.3516 0.2708 0.0226 0.0585 0.0000
8.6 45000 -2.50 1.7761 2.1083 0.3550 0.3026 0.0228 0.0591 0.0000
8.6 50000 -2.50 1.7994 2.9548 0.3768 0.3321 0.0229 0.0592 0.0014
8.6 55000 -2.50 1.8507 3.8284 0.4089 0.3593 0.0229 0.0591 0.0032
8.6 60000 -2.50 1.9230 4.7081 0.4461 0.3835 0.0228 0.0588 0.0063
8.6 70000 -2.50 2.0955 6.4151 0.5231 0.4217 0.0223 0.0573 0.0173
8.6 80000 -2.50 2.2672 7.9670 0.5926 0.4488 0.0213 0.0548 0.0361
8.6 90000 -2.50 2.4131 9.2900 0.6492 0.4680 0.0200 0.0513 0.0623
8.6 30000 -2.25 1.6751 0.3223 0.3600 0.2164 0.0170 0.0442 0.0000
8.6 32500 -2.25 1.7365 0.6346 0.3168 0.2432 0.0204 0.0530 0.0000
8.6 35000 -2.25 1.7127 1.0326 0.2805 0.2649 0.0221 0.0574 0.0000
8.6 37500 -2.25 1.6436 1.4754 0.2605 0.2819 0.0225 0.0584 0.0000
8.6 40000 -2.25 1.5662 1.9408 0.2521 0.2969 0.0227 0.0588 0.0000
8.6 45000 -2.25 1.4570 2.9092 0.2554 0.3257 0.0228 0.0592 0.0000
8.6 50000 -2.25 1.4173 3.9095 0.2737 0.3526 0.0229 0.0592 0.0016
8.6 55000 -2.25 1.4243 4.9200 0.2993 0.3752 0.0228 0.0590 0.0036
8.6 60000 -2.25 1.4573 5.9180 0.3276 0.3929 0.0227 0.0585 0.0069
8.6 70000 -2.25 1.5545 7.8108 0.3839 0.4159 0.0220 0.0568 0.0189
8.6 80000 -2.25 1.6570 9.4542 0.4322 0.4282 0.0210 0.0539 0.0392
8.6 90000 -2.25 1.7461 10.7547 0.4700 0.4351 0.0195 0.0501 0.0673
8.6 30000 -2.00 1.8089 0.5575 0.2708 0.2521 0.0183 0.0475 0.0000
8.6 32500 -2.00 1.7442 1.0009 0.2301 0.2733 0.0213 0.0554 0.0000
8.6 35000 -2.00 1.6030 1.5208 0.2000 0.2896 0.0224 0.0583 0.0000
8.6 37500 -2.00 1.4464 2.0683 0.1857 0.3033 0.0227 0.0588 0.0000
8.6 40000 -2.00 1.3159 2.6258 0.1808 0.3168 0.0228 0.0591 0.0000
8.6 45000 -2.00 1.1602 3.7566 0.1865 0.3429 0.0229 0.0592 0.0000
8.6 50000 -2.00 1.0995 4.8967 0.2026 0.3639 0.0228 0.0591 0.0018
8.6 55000 -2.00 1.0876 6.0278 0.2229 0.3778 0.0227 0.0588 0.0041
8.6 60000 -2.00 1.1002 7.1337 0.2445 0.3855 0.0225 0.0582 0.0079
8.6 70000 -2.00 1.1551 9.1752 0.2853 0.3896 0.0218 0.0562 0.0215
8.6 80000 -2.00 1.2169 10.8490 0.3187 0.3871 0.0206 0.0530 0.0443
8.6 90000 -2.00 1.2726 12.0499 0.3439 0.3832 0.0190 0.0487 0.0756
8.6 30000 -1.75 1.8283 0.8567 0.1955 0.2779 0.0198 0.0515 0.0000
8.6 32500 -1.75 1.6554 1.4291 0.1622 0.2942 0.0221 0.0575 0.0000
8.6 35000 -1.75 1.4273 2.0656 0.1423 0.3072 0.0226 0.0588 0.0000
8.6 37500 -1.75 1.2237 2.7153 0.1343 0.3196 0.0228 0.0591 0.0000
8.6 40000 -1.75 1.0784 3.3627 0.1330 0.3321 0.0228 0.0592 0.0000
8.6 45000 -1.75 0.9212 4.6503 0.1406 0.3527 0.0229 0.0593 0.0000
8.6 50000 -1.75 0.8605 5.9296 0.1547 0.3637 0.0228 0.0590 0.0022
8.6 55000 -1.75 0.8431 7.1862 0.1711 0.3659 0.0227 0.0586 0.0050
8.6 60000 -1.75 0.8463 8.4025 0.1878 0.3627 0.0224 0.0579 0.0096
8.6 70000 -1.75 0.8765 10.5706 0.2178 0.3494 0.0215 0.0555 0.0258
8.6 80000 -1.75 0.9156 12.2156 0.2411 0.3359 0.0201 0.0517 0.0525
8.6 90000 -1.75 0.9536 13.2087 0.2582 0.3247 0.0182 0.0468 0.0890
8.6 30000 -1.50 1.7734 1.2047 0.1386 0.2952 0.0213 0.0554 0.0000
8.6 32500 -1.50 1.5074 1.9088 0.1146 0.3081 0.0225 0.0586 0.0000
8.6 35000 -1.50 1.2210 2.6596 0.1036 0.3195 0.0227 0.0591 0.0000
8.6 37500 -1.50 1.0106 3.4039 0.1004 0.3311 0.0228 0.0592 0.0000
8.6 40000 -1.50 0.8758 4.1345 0.1015 0.3412 0.0228 0.0593 0.0000
8.6 45000 -1.50 0.7400 5.5838 0.1101 0.3522 0.0229 0.0593 0.0011
8.6 50000 -1.50 0.6875 7.0189 0.1226 0.3506 0.0228 0.0590 0.0029
8.6 55000 -1.50 0.6700 8.4187 0.1362 0.3411 0.0226 0.0584 0.0064
8.6 60000 -1.50 0.6684 9.7434 0.1493 0.3284 0.0222 0.0575 0.0122
8.6 70000 -1.50 0.6866 12.0134 0.1720 0.3035 0.0211 0.0545 0.0325
8.6 80000 -1.50 0.7144 13.5181 0.1889 0.2838 0.0194 0.0499 0.0654
8.6 90000 -1.50 0.7431 14.1526 0.2009 0.2690 0.0171 0.0440 0.1091
8.9 30000 -4.00 0.0081 0.0000 0.0333 0.0017 0.0088 0.0237 0.0000
8.9 32500 -4.00 0.0115 0.0000 0.0519 0.0031 0.0107 0.0288 0.0000
8.9 35000 -4.00 0.0165 0.0000 0.0751 0.0051 0.0124 0.0334 0.0000
8.9 37500 -4.00 0.0238 0.0000 0.1028 0.0078 0.0139 0.0372 0.0000
8.9 40000 -4.00 0.0343 0.0000 0.1357 0.0113 0.0152 0.0405 0.0000
8.9 45000 -4.00 0.0600 0.0018 0.1981 0.0192 0.0181 0.0483 0.0000
8.9 50000 -4.00 0.0859 0.0040 0.2467 0.0266 0.0201 0.0533 0.0000
8.9 55000 -4.00 0.0879 0.0057 0.2429 0.0285 0.0214 0.0571 0.0000
8.9 60000 -4.00 0.2177 0.0072 0.5816 0.0407 0.0242 0.0637 0.0017
8.9 70000 -4.00 0.4372 0.0194 0.9186 0.0630 0.0259 0.0681 0.0053
8.9 80000 -4.00 0.7404 0.0391 1.2958 0.0858 0.0271 0.0709 0.0119
8.9 90000 -4.00 1.1155 0.0656 1.6949 0.1084 0.0278 0.0725 0.0218
8.9 30000 -3.75 0.0094 0.0000 0.0412 0.0034 0.0112 0.0303 0.0000
8.9 32500 -3.75 0.0143 0.0000 0.0626 0.0061 0.0131 0.0352 0.0000
8.9 35000 -3.75 0.0219 0.0000 0.0888 0.0099 0.0146 0.0392 0.0000
8.9 37500 -3.75 0.0333 0.0011 0.1194 0.0149 0.0159 0.0424 0.0000
8.9 40000 -3.75 0.0495 0.0023 0.1539 0.0211 0.0170 0.0451 0.0000
8.9 45000 -3.75 0.0732 0.0060 0.1929 0.0313 0.0205 0.0546 0.0000
8.9 50000 -3.75 0.0907 0.0113 0.2110 0.0382 0.0213 0.0565 0.0000
8.9 55000 -3.75 0.2375 0.0146 0.5137 0.0525 0.0235 0.0620 0.0013
8.9 60000 -3.75 0.3637 0.0278 0.6691 0.0689 0.0243 0.0639 0.0026
8.9 70000 -3.75 0.7146 0.0738 1.0192 0.1037 0.0253 0.0662 0.0077
8.9 80000 -3.75 1.1788 0.1470 1.3970 0.1383 0.0258 0.0673 0.0167
8.9 90000 -3.75 1.7366 0.2444 1.7862 0.1722 0.0259 0.0674 0.0298
8.9 30000 -3.50 0.0129 0.0000 0.0558 0.0075 0.0135 0.0365 0.0000
8.9 32500 -3.50 0.0221 0.0000 0.0831 0.0132 0.0151 0.0406 0.0000
8.9 35000 -3.50 0.0374 0.0022 0.1157 0.0210 0.0164 0.0438 0.0000
8.9 37500 -3.50 0.0504 0.0043 0.1396 0.0289 0.0202 0.0538 0.0000
8.9 40000 -3.50 0.0697 0.0085 0.1636 0.0377 0.0208 0.0554 0.0000
8.9 45000 -3.50 0.0970 0.0203 0.1852 0.0501 0.0217 0.0575 0.0000
8.9 50000 -3.50 0.2354 0.0277 0.4219 0.0653 0.0230 0.0606 0.0000
8.9 55000 -3.50 0.3860 0.0596 0.5644 0.0897 0.0237 0.0622 0.0018
8.9 60000 -3.50 0.5809 0.1103 0.7193 0.1154 0.0241 0.0632 0.0036
8.9 70000 -3.50 1.0766 0.2724 1.0461 0.1664 0.0245 0.0641 0.0105
8.9 80000 -3.50 1.6831 0.5108 1.3847 0.2154 0.0245 0.0637 0.0223
8.9 90000 -3.50 2.3582 0.8089 1.7201 0.2614 0.0241 0.0626 0.0389
8.9 30000 -3.25 0.0301 0.0015 0.0951 0.0201 0.0155 0.0417 0.0000
8.9 32500 -3.25 0.0545 0.0048 0.1321 0.0337 0.0191 0.0515 0.0000
8.9 35000 -3.25 0.0767 0.0105 0.1545 0.0461 0.0209 0.0556 0.0000
8.9 37500 -3.25 0.0976 0.0197 0.1652 0.0565 0.0215 0.0572 0.0000
8.9 40000 -3.25 0.1078 0.0300 0.1653 0.0627 0.0219 0.0582 0.0000
8.9 45000 -3.25 0.2240 0.0475 0.3339 0.0794 0.0226 0.0596 0.0000
8.9 50000 -3.25 0.3875 0.1124 0.4522 0.1130 0.0232 0.0611 0.0010
8.9 55000 -3.25 0.5966 0.2171 0.5789 0.1471 0.0236 0.0619 0.0023
8.9 60000 -3.25 0.8415 0.3624 0.7095 0.1805 0.0238 0.0623 0.0046
8.9 70000 -3.25 1.4014 0.7698 0.9766 0.2440 0.0238 0.0621 0.0130
8.9 80000 -3.25 2.0164 1.3065 1.2458 0.3033 0.0234 0.0608 0.0273
8.9 90000 -3.25 2.6517 1.9324 1.5064 0.3583 0.0226 0.0587 0.0473
8.9 30000 -3.00 0.0737 0.0075 0.1408 0.0486 0.0208 0.0553 0.0000
8.9 32500 -3.00 0.1073 0.0187 0.1554 0.0649 0.0215 0.0570 0.0000
8.9 35000 -3.00 0.1163 0.0309 0.1489 0.0716 0.0220 0.0583 0.0000
8.9 37500 -3.00 0.1461 0.0341 0.2179 0.0712 0.0215 0.0568 0.0000
8.9 40000 -3.00 0.2061 0.0627 0.2589 0.0910 0.0221 0.0585 0.0000
8.9 45000 -3.00 0.3611 0.1589 0.3434 0.1311 0.0229 0.0602 0.0000
8.9 50000 -3.00 0.5535 0.3147 0.4319 0.1693 0.0233 0.0611 0.0012
8.9 55000 -3.00 0.7708 0.5261 0.5225 0.2052 0.0235 0.0615 0.0027
8.9 60000 -3.00 1.0112 0.8013 0.6205 0.2413 0.0235 0.0615 0.0052
8.9 70000 -3.00 1.5201 1.5173 0.8262 0.3114 0.0233 0.0607 0.0146
8.9 80000 -3.00 2.0335 2.3916 1.0309 0.3766 0.0227 0.0589 0.0306
8.9 90000 -3.00 2.5287 3.3474 1.2228 0.4360 0.0216 0.0561 0.0529
8.9 30000 -2.75 0.1263 0.0204 0.1474 0.0751 0.0215 0.0569 0.0000
8.9 32500 -2.75 0.1383 0.0286 0.1814 0.0739 0.0189 0.0501 0.0000
8.9 35000 -2.75 0.1930 0.0595 0.2077 0.0971 0.0211 0.0558 0.0000
8.9 37500 -2.75 0.2554 0.1053 0.2323 0.1196 0.0221 0.0583 0.0000
8.9 40000 -2.75 0.3259 0.1674 0.2561 0.1405 0.0226 0.0595 0.0000
8.9 45000 -2.75 0.4839 0.3433 0.3052 0.1777 0.0231 0.0606 0.0000
8.9 50000 -2.75 0.6576 0.5980 0.3620 0.2125 0.0233 0.0611 0.0013
8.9 55000 -2.75 0.8476 0.9431 0.4294 0.2494 0.0234 0.0612 0.0029
8.9 60000 -2.75 1.0446 1.3691 0.5034 0.2873 0.0234 0.0610 0.0056
8.9 70000 -2.75 1.4431 2.4178 0.6610 0.3612 0.0230 0.0598 0.0156
8.9 80000 -2.75 1.8227 3.6031 0.8136 0.4268 0.0222 0.0576 0.0326
