#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 60 kK
# SED: WM-Basic (Pauldrach et al 2001) 
#spherical geometry
#
#12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 He1_4471 He1_5876 He2_4686
8.6 37500 -2.18 1.7045 1.6758 0.2162 0.2952 0.0221 0.0574 0.0000
8.6 40000 -2.17 1.5797 3.7331 0.2288 0.3452 0.0226 0.0587 0.0000
8.6 45000 -2.18 1.6860 5.1565 0.2522 0.3808 0.0229 0.0591 0.0000
8.6 50000 -2.18 1.6047 6.7559 0.3037 0.3851 0.0229 0.0590 0.0014
8.6 55000 -2.19 1.8245 8.3442 0.3297 0.4276 0.0231 0.0595 0.0000
8.6 60000 -2.19 1.7330 9.7551 0.4154 0.4062 0.0226 0.0581 0.0027
8.6 30000 -1.93 0.6666 0.0240 0.1579 0.1063 0.0030 0.0080 0.0000
8.6 32500 -1.94 1.5066 0.1836 0.2129 0.2042 0.0082 0.0214 0.0000
8.6 35000 -1.94 2.0817 0.9482 0.2093 0.2904 0.0181 0.0471 0.0000
8.6 37500 -1.94 1.6764 2.2015 0.1754 0.3137 0.0222 0.0578 0.0000
8.6 40000 -1.93 1.4610 4.7036 0.1972 0.3588 0.0226 0.0586 0.0000
8.6 45000 -1.93 1.5115 6.4343 0.2199 0.3889 0.0228 0.0590 0.0000
8.6 50000 -1.97 1.4482 8.0152 0.2732 0.3846 0.0228 0.0588 0.0017
8.6 55000 -1.99 1.6223 9.6851 0.2969 0.4240 0.0230 0.0594 0.0000
8.6 60000 -2.00 1.5477 11.1162 0.3747 0.3977 0.0225 0.0578 0.0033
8.6 30000 -1.69 0.7019 0.0417 0.1256 0.1130 0.0038 0.0099 0.0000
8.6 32500 -1.70 1.5976 0.2616 0.1711 0.2184 0.0097 0.0254 0.0000
8.6 35000 -1.70 2.1454 1.2572 0.1682 0.3083 0.0197 0.0514 0.0000
8.6 37500 -1.69 1.6145 2.8206 0.1465 0.3291 0.0223 0.0580 0.0000
8.6 40000 -1.68 1.3320 5.8518 0.1741 0.3691 0.0225 0.0584 0.0000
8.6 45000 -1.68 1.3526 7.8209 0.1975 0.3919 0.0228 0.0588 0.0000
8.6 50000 -1.72 1.2838 9.6515 0.2462 0.3793 0.0227 0.0585 0.0024
8.6 55000 -1.69 1.3652 11.8581 0.2598 0.4121 0.0229 0.0591 0.0011
8.6 60000 -1.70 1.2940 13.4872 0.3229 0.3780 0.0223 0.0573 0.0047
8.6 30000 -1.45 0.7367 0.0610 0.0990 0.1179 0.0046 0.0122 0.0000
8.6 32500 -1.45 1.6911 0.3561 0.1370 0.2304 0.0114 0.0300 0.0000
8.6 35000 -1.46 2.1759 1.6436 0.1357 0.3236 0.0210 0.0548 0.0000
8.6 37500 -1.45 1.5254 3.5297 0.1266 0.3422 0.0223 0.0580 0.0000
8.6 40000 -1.44 1.2098 7.0877 0.1583 0.3748 0.0224 0.0582 0.0000
8.6 45000 -1.44 1.2108 9.3014 0.1815 0.3897 0.0227 0.0586 0.0000
8.6 50000 -1.44 1.1214 11.6564 0.2233 0.3663 0.0225 0.0581 0.0035
8.6 55000 -1.45 1.1975 13.6509 0.2373 0.3970 0.0228 0.0589 0.0015
8.6 60000 -1.45 1.1339 15.3998 0.2913 0.3583 0.0221 0.0569 0.0064
8.9 30000 -3.95 0.0000 0.0000 0.0011 0.0000 0.0000 0.0010 0.0000
8.9 32500 -3.95 0.0022 0.0000 0.0070 0.0000 0.0018 0.0054 0.0000
8.9 35000 -3.95 0.0091 0.0000 0.0399 0.0025 0.0075 0.0213 0.0000
8.9 37500 -3.95 0.0145 0.0000 0.0620 0.0053 0.0106 0.0292 0.0000
8.9 45000 -3.96 0.0751 0.0037 0.2028 0.0306 0.0206 0.0545 0.0000
8.9 50000 -3.98 0.1751 0.0051 0.4790 0.0399 0.0239 0.0631 0.0000
8.9 55000 -3.98 0.3310 0.0105 0.6959 0.0629 0.0253 0.0666 0.0000
8.9 60000 -3.98 0.4750 0.0223 0.9364 0.0654 0.0258 0.0678 0.0000
8.9 30000 -3.67 0.0000 0.0000 0.0019 0.0000 0.0000 0.0019 0.0000
8.9 32500 -3.67 0.0026 0.0000 0.0099 0.0000 0.0029 0.0087 0.0000
8.9 35000 -3.67 0.0118 0.0000 0.0504 0.0055 0.0101 0.0286 0.0000
8.9 40000 -3.95 0.0366 0.0013 0.1202 0.0149 0.0134 0.0356 0.0000
8.9 40000 -3.68 0.0675 0.0072 0.1671 0.0366 0.0215 0.0572 0.0000
8.9 45000 -3.71 0.1746 0.0080 0.3842 0.0499 0.0231 0.0611 0.0000
8.9 50000 -3.72 0.3059 0.0230 0.5522 0.0702 0.0241 0.0635 0.0000
8.9 55000 -3.72 0.5668 0.0470 0.7639 0.1069 0.0250 0.0656 0.0000
8.9 60000 -3.72 0.7934 0.0961 1.0307 0.1126 0.0252 0.0660 0.0000
8.9 30000 -3.39 0.0000 0.0000 0.0037 0.0000 0.0010 0.0033 0.0000
8.9 32500 -3.39 0.0037 0.0000 0.0174 0.0021 0.0045 0.0133 0.0000
8.9 35000 -3.39 0.0230 0.0000 0.0767 0.0142 0.0127 0.0357 0.0000
8.9 37500 -3.67 0.0209 0.0000 0.0752 0.0112 0.0126 0.0345 0.0000
8.9 37500 -3.40 0.0471 0.0040 0.1205 0.0312 0.0193 0.0517 0.0000
8.9 40000 -3.40 0.0997 0.0302 0.1567 0.0614 0.0218 0.0578 0.0000
8.9 45000 -3.45 0.3158 0.0452 0.4282 0.0936 0.0234 0.0616 0.0000
8.9 50000 -3.45 0.5220 0.1143 0.5901 0.1248 0.0240 0.0630 0.0000
8.9 55000 -3.46 0.9432 0.2258 0.7811 0.1822 0.0245 0.0642 0.0000
8.9 60000 -3.45 1.2225 0.4141 1.0371 0.1925 0.0245 0.0640 0.0011
8.9 30000 -3.06 0.0027 0.0000 0.0121 0.0016 0.0019 0.0060 0.0000
8.9 32500 -3.07 0.0243 0.0000 0.0676 0.0143 0.0078 0.0214 0.0000
8.9 35000 -3.08 0.0917 0.0063 0.1521 0.0527 0.0189 0.0505 0.0000
8.9 37500 -3.09 0.1174 0.0275 0.1464 0.0715 0.0213 0.0564 0.0000
8.9 40000 -3.17 0.2809 0.0883 0.3176 0.1076 0.0228 0.0601 0.0000
8.9 45000 -3.17 0.5509 0.2214 0.4287 0.1661 0.0234 0.0615 0.0000
8.9 50000 -3.17 0.7813 0.4221 0.5520 0.1989 0.0238 0.0623 0.0000
8.9 55000 -3.18 1.3076 0.7722 0.6877 0.2740 0.0241 0.0629 0.0000
8.9 60000 -3.18 1.5174 1.1548 0.9091 0.2821 0.0240 0.0624 0.0014
8.9 30000 -2.73 0.0407 0.0000 0.0826 0.0206 0.0053 0.0141 0.0000
8.9 32500 -2.78 0.1302 0.0035 0.1644 0.0611 0.0134 0.0356 0.0000
8.9 35000 -2.82 0.2094 0.0291 0.1684 0.0971 0.0188 0.0498 0.0000
8.9 37500 -2.89 0.2006 0.0735 0.1952 0.1031 0.0207 0.0546 0.0000
8.9 40000 -2.89 0.4536 0.2834 0.2908 0.1700 0.0230 0.0605 0.0000
8.9 45000 -2.89 0.7442 0.5617 0.3568 0.2265 0.0234 0.0613 0.0000
8.9 50000 -2.89 0.9402 0.9577 0.4472 0.2592 0.0236 0.0618 0.0000
8.9 55000 -2.89 1.4053 1.6033 0.5365 0.3390 0.0238 0.0621 0.0000
8.9 60000 -2.89 1.5257 2.2789 0.7076 0.3550 0.0236 0.0613 0.0016
8.9 30000 -2.22 0.0018 0.0000 0.0050 0.0039 0.0030 0.0096 0.0000
8.9 32500 -2.57 0.2048 0.0096 0.1561 0.0921 0.0063 0.0166 0.0000
8.9 35000 -2.63 0.3301 0.0762 0.1981 0.1365 0.0130 0.0343 0.0000
8.9 37500 -2.62 0.3233 0.1942 0.1874 0.1583 0.0215 0.0566 0.0000
8.9 40000 -2.62 0.6026 0.5514 0.2397 0.2130 0.0231 0.0607 0.0000
8.9 45000 -2.61 0.8407 1.0527 0.2830 0.2697 0.0234 0.0613 0.0000
8.9 50000 -2.61 0.9638 1.7058 0.3556 0.3047 0.0235 0.0614 0.0000
8.9 55000 -2.63 1.3245 2.6610 0.4197 0.3842 0.0236 0.0616 0.0000
8.9 60000 -2.63 1.3884 3.5424 0.5612 0.3959 0.0234 0.0607 0.0017
8.9 30000 -1.73 0.0038 0.0000 0.0078 0.0077 0.0039 0.0124 0.0000
8.9 32500 -2.38 0.2765 0.0209 0.1664 0.1196 0.0057 0.0149 0.0000
8.9 35000 -2.38 0.4839 0.1479 0.1909 0.1873 0.0141 0.0371 0.0000
8.9 37500 -2.37 0.5007 0.3183 0.1711 0.2043 0.0221 0.0581 0.0000
8.9 40000 -2.36 0.7065 0.9480 0.2015 0.2497 0.0231 0.0608 0.0000
8.9 45000 -2.36 0.8769 1.6906 0.2376 0.3066 0.0234 0.0611 0.0000
8.9 50000 -2.37 0.9425 2.6172 0.3025 0.3378 0.0234 0.0611 0.0000
8.9 55000 -2.38 1.2173 3.8751 0.3515 0.4127 0.0235 0.0613 0.0000
8.9 60000 -2.38 1.2455 4.9980 0.4693 0.4148 0.0232 0.0602 0.0020
8.9 30000 -2.12 0.1121 0.0035 0.0952 0.0685 0.0024 0.0064 0.0000
8.9 32500 -2.13 0.3604 0.0369 0.1547 0.1497 0.0066 0.0175 0.0000
8.9 35000 -2.13 0.6564 0.2068 0.1737 0.2260 0.0157 0.0413 0.0000
8.9 37500 -2.13 0.6993 0.4660 0.1525 0.2405 0.0225 0.0592 0.0000
8.9 40000 -2.12 0.7508 1.4860 0.1779 0.2812 0.0231 0.0607 0.0000
8.9 45000 -2.12 0.8837 2.4969 0.2100 0.3384 0.0233 0.0610 0.0000
8.9 50000 -2.12 0.9064 3.7472 0.2693 0.3633 0.0233 0.0608 0.0012
8.9 55000 -2.14 1.1125 5.2722 0.3086 0.4313 0.0234 0.0611 0.0000
8.9 60000 -2.14 1.1190 6.6095 0.4104 0.4234 0.0230 0.0598 0.0025
8.9 30000 -1.88 0.1393 0.0078 0.0867 0.0809 0.0030 0.0081 0.0000
8.9 32500 -1.89 0.4551 0.0527 0.1391 0.1748 0.0079 0.0209 0.0000
8.9 35000 -1.89 0.8646 0.2704 0.1538 0.2603 0.0175 0.0461 0.0000
8.9 37500 -1.89 0.8562 0.6753 0.1336 0.2669 0.0227 0.0599 0.0000
8.9 40000 -1.88 0.7805 2.1456 0.1621 0.3117 0.0231 0.0606 0.0000
8.9 45000 -1.88 0.8650 3.4950 0.1916 0.3657 0.0233 0.0608 0.0000
8.9 50000 -1.88 0.8587 5.0725 0.2469 0.3816 0.0232 0.0605 0.0016
8.9 55000 -1.89 1.0110 6.8446 0.2789 0.4426 0.0233 0.0608 0.0000
8.9 60000 -1.96 1.0341 7.9313 0.3778 0.4252 0.0229 0.0595 0.0030
8.9 30000 -1.65 0.1703 0.0125 0.0777 0.0914 0.0038 0.0101 0.0000
8.9 32500 -1.66 0.5775 0.0662 0.1234 0.1995 0.0094 0.0248 0.0000
8.9 35000 -1.66 1.0995 0.3515 0.1345 0.2916 0.0193 0.0508 0.0000
8.9 37500 -1.65 0.9394 0.9841 0.1168 0.2873 0.0228 0.0601 0.0000
8.9 40000 -1.63 0.7799 3.0228 0.1502 0.3409 0.0230 0.0604 0.0000
8.9 45000 -1.64 0.8269 4.6768 0.1785 0.3869 0.0232 0.0606 0.0000
8.9 50000 -1.68 0.8133 6.3496 0.2330 0.3911 0.0231 0.0602 0.0021
8.9 55000 -1.65 0.9125 8.6175 0.2562 0.4452 0.0233 0.0606 0.0000
8.9 60000 -1.65 0.9033 10.3581 0.3345 0.4179 0.0227 0.0589 0.0043
8.9 30000 -1.41 0.2156 0.0152 0.0684 0.1024 0.0046 0.0123 0.0000
8.9 32500 -1.42 0.7257 0.0825 0.1074 0.2234 0.0110 0.0293 0.0000
8.9 35000 -1.42 1.3172 0.4773 0.1152 0.3163 0.0208 0.0550 0.0000
8.9 37500 -1.41 0.9633 1.4099 0.1044 0.3069 0.0228 0.0602 0.0000
8.9 40000 -1.39 0.7532 4.0525 0.1416 0.3642 0.0229 0.0601 0.0000
8.9 45000 -1.40 0.7782 6.0244 0.1690 0.4004 0.0231 0.0604 0.0000
8.9 50000 -1.40 0.7474 8.3428 0.2180 0.3939 0.0230 0.0598 0.0031
8.9 55000 -1.41 0.8263 10.4697 0.2385 0.4392 0.0232 0.0603 0.0014
8.9 60000 -1.41 0.8138 12.4285 0.3070 0.4043 0.0226 0.0584 0.0059
